,beneficio %,rutas
0,0.006213507200025781,"['EUR', 'SGD', 'SAR', 'EUR']"
1,0.009980000000009426,"['EUR', 'HNL', 'EUR']"
2,0.9803883199999808,"['EUR', 'BHD', 'TOP', 'EUR']"
3,0.4956900922815866,"['EUR', 'ETB', 'LBP', 'EUR']"
4,0.007374999999987253,"['EUR', 'MKD', 'EUR']"
5,0.0281600000000104,"['EUR', 'DKK', 'ETB']"
6,0.003566300000046319,"['EUR', 'SEK', 'EUR']"
7,4.39999999990448e-05,"['EUR', 'NZD', 'EUR']"
8,0.002871274739946195,"['EUR', 'QAR', 'CLP', 'EUR']"
9,0.1036635874000158,"['EUR', 'PEN', 'BND', 'EUR']"
10,1.077343527960783,"['EUR', 'ZWL', 'MMK', 'EUR']"
11,0.01456399999999469,"['EUR', 'TMT', 'EUR']"
12,0.4113001116640369,"['EUR', 'MWK', 'AFN', 'ISK', 'EUR']"
13,0.03930500000000059,"['EUR', 'MOP', 'EUR']"
14,0.0002150000000034069,"['EUR', 'XDR', 'EUR']"
15,0.004648283299979461,"['EUR', 'COP', 'EUR']"
16,0.006319620000017068,"['EUR', 'YER', 'EUR']"
17,0.002733900000029266,"['EUR', 'ZAR', 'EUR']"
18,0.01705373999998372,"['EUR', 'KMF', 'EUR']"
19,0.003231999999986357,"['EUR', 'TOP', 'EUR']"
20,0.0005320231999172975,"['EUR', 'KHR', 'EUR']"
21,0.2357971999999986,"['EUR', 'MAD', 'EUR']"
22,0.007907680000007744,"['EUR', 'SOS', 'EUR']"
23,0.4798729855999939,"['EUR', 'ETB', 'BSD', 'EUR']"
24,0.0350780000000217,"['EUR', 'SBD', 'EUR']"
25,0.004367999999987937,"['EUR', 'ANG', 'EUR']"
26,0.0003881629999646918,"['EUR', 'TZS', 'EUR']"
27,0.03598799999999791,"['EUR', 'BOB', 'EUR']"
28,0.7738875433471515,"['EUR', 'SYP', 'ALL', 'EUR']"
29,0.0007845175998166809,"['EUR', 'KYD', 'COP']"
30,0.002440499999933898,"['EUR', 'HUF', 'EUR']"
31,0.2308052941000449,"['EUR', 'LAK', 'EUR']"
32,0.00413704999995268,"['EUR', 'NPR', 'EUR']"
33,0.001250000000019291,"['EUR', 'AUD', 'EUR']"
34,0.001191920000054303,"['EUR', 'DJF', 'EUR']"
35,0.003969179999940842,"['EUR', 'ARS', 'EUR']"
36,0.958937642809965,"['EUR', 'JMD', 'MUR', 'EUR']"
37,0.00491499999999423,"['EUR', 'CUP', 'EUR']"
38,5.400000000488347e-05,"['EUR', 'BGN', 'EUR']"
39,0.001103779999978016,"['EUR', 'RSD', 'EUR']"
40,0.004139689999993479,"['EUR', 'GYD', 'EUR']"
41,0.1965881728399621,"['EUR', 'GBP', 'BDT', 'EUR']"
42,0.004519999999996749,"['EUR', 'BMD', 'EUR']"
43,0.3215934116000296,"['EUR', 'PGK', 'SHP', 'EUR']"
44,0.01123964240072883,"['EUR', 'MGA', 'GGP', 'EUR']"
45,0.02055898240003184,"['EUR', 'PYG', 'EUR']"
46,0.02216085730790684,"['EUR', 'ILS', 'IQD', 'EUR']"
47,0.01888130000007315,"['EUR', 'RUB', 'EUR']"
48,0.01011400000001661,"['EUR', 'BTN', 'NAD']"
49,0.5569853491279808,"['EUR', 'KES', 'VUV', 'EUR']"
50,0.002058250399938899,"['EUR', 'MMK', 'EUR']"
51,0.3372059648000025,"['EUR', 'ZMW', 'EGP', 'EUR']"
52,0.002355200000003776,"['EUR', 'MRU', 'EUR']"
53,0.0003080000000155181,"['EUR', 'MDL', 'EUR']"
54,0.1617139254300515,"['EUR', 'ETB', 'VND', 'EUR']"
55,2.376576074093939,"['EUR', 'ZMW', 'BIF', 'EUR']"
56,0.01663091000001504,"['EUR', 'LKR', 'EUR']"
57,0.00476000000000365,"['EUR', 'CAD', 'EUR']"
58,0.000641590000061143,"['EUR', 'SDG', 'EUR']"
59,0.1949611207999968,"['EUR', 'AZN', 'KWD', 'EUR']"
