,beneficio %,rutas
0,1.91889079680001,"['EUR', 'KGS', 'BOB', 'EUR']"
1,0.01144519999998206,"['EUR', 'MDL', 'EUR']"
2,0.001790010499980177,"['EUR', 'IQD', 'EUR']"
3,0.021027412014063,"['EUR', 'FOK', 'IDR', 'EUR']"
4,0.0001159950000495513,"['EUR', 'TZS', 'EUR']"
5,0.01393312619193399,"['EUR', 'CLP', 'MZN', 'EUR']"
6,0.005839999999990297,"['EUR', 'BZD', 'EUR']"
7,0.4136429055999757,"['EUR', 'MXN', 'BOB', 'EUR']"
8,0.01281499999998825,"['EUR', 'WST', 'EUR']"
9,0.07356566370693152,"['EUR', 'BWP', 'UGX', 'EUR']"
10,2.543929285034974,"['EUR', 'AOA', 'MXN', 'EUR']"
11,0.5598423654906037,"['EUR', 'HRK', 'SBD', 'LKR', 'EUR']"
12,0.003701000000000398,"['EUR', 'KWD', 'EUR']"
13,0.005527699999996472,"['EUR', 'LRD', 'DKK']"
14,0.003191329999996384,"['EUR', 'DZD', 'EUR']"
15,0.001129799999999292,"['EUR', 'UYU', 'EUR']"
16,0.1313711173813958,"['EUR', 'CNY', 'PYG', 'EUR']"
17,0.0004127077999793727,"['EUR', 'LBP', 'EUR']"
18,0.01629999999999132,"['EUR', 'ILS', 'EUR']"
19,0.5795227740799547,"['EUR', 'SBD', 'MXN', 'EUR']"
20,0.002860999999998448,"['EUR', 'AZN', 'EUR']"
21,0.001676000000006006,"['EUR', 'KYD', 'EUR']"
22,1.274050970231966,"['EUR', 'MWK', 'BOB', 'EUR']"
23,6.900000000253925e-05,"['EUR', 'USD', 'EUR']"
24,0.00850730000006017,"['EUR', 'HUF', 'EUR']"
25,0.003978399999993165,"['EUR', 'KES', 'EUR']"
26,0.01630199999997917,"['EUR', 'INR', 'EUR']"
27,0.002771999999984232,"['EUR', 'BOB', 'EUR']"
28,0.1212357823999977,"['EUR', 'MYR', 'IMP', 'EUR']"
29,0.005902681999847559,"['EUR', 'GNF', 'EUR']"
30,0.003256399999962412,"['EUR', 'LSL', 'EUR']"
31,0.001820722399981101,"['EUR', 'CDF', 'EUR']"
32,0.02775000000003747,"['EUR', 'MOP', 'EUR']"
33,0.001316900000003507,"['EUR', 'GYD', 'EUR']"
34,0.2576773573760294,"['EUR', 'MWK', 'ISK', 'EUR']"
35,0.009305000000003893,"['EUR', 'SOS', 'XAF']"
36,0.01722219999999997,"['EUR', 'EGP', 'EUR']"
37,0.4365965204000011,"['EUR', 'JOD', 'ARS', 'EUR']"
38,0.005189059999999301,"['EUR', 'NPR', 'EUR']"
39,0.0002160000000639428,"['EUR', 'XPF', 'EUR']"
40,23.47839358400006,"['EUR', 'BWP', 'BYN', 'EUR']"
41,0.2894147287999971,"['EUR', 'MYR', 'NAD', 'EUR']"
42,0.01564296919998043,"['EUR', 'SGD', 'IMP', 'EUR']"
43,0.009729049999962491,"['EUR', 'YER', 'EUR']"
44,0.000231426999963702,"['EUR', 'MMK', 'EUR']"
45,0.02924469999996404,"['EUR', 'MUR', 'EUR']"
46,0.006719999999993398,"['EUR', 'XCD', 'EUR']"
47,0.002167999999946879,"['EUR', 'MVR', 'EUR']"
48,0.01027520000000948,"['EUR', 'MRU', 'EUR']"
49,0.1440227644999847,"['EUR', 'TJS', 'TMT', 'EUR']"
50,0.005254800000020765,"['EUR', 'SRD', 'EUR']"
51,0.02545360000003605,"['EUR', 'AFN', 'EUR']"
52,0.01048399999998839,"['EUR', 'NZD', 'EUR']"
53,0.003386159000129396,"['EUR', 'KHR', 'EUR']"
54,0.005138060000020594,"['EUR', 'VUV', 'EUR']"
55,0.006105000000000693,"['EUR', 'CAD', 'EUR']"
56,0.007064000000012172,"['EUR', 'XDR', 'EUR']"
57,0.001194999999976076,"['EUR', 'SCR', 'EUR']"
58,0.006236000000003905,"['EUR', 'CUP', 'EUR']"
59,0.02424572000003788,"['EUR', 'CRC', 'EUR']"
60,1.880672874399947,"['EUR', 'KGS', 'PEN', 'EUR']"
61,0.0159714000000255,"['EUR', 'SDG', 'EUR']"
