,beneficio %,rutas
0,0.006985999999997716,"['EUR', 'CZK', 'EUR']"
1,0.1890395930000066,"['EUR', 'XCD', 'MUR', 'EUR']"
2,0.01307400000001291,"['EUR', 'TOP', 'EUR']"
3,0.01372400000001495,"['EUR', 'PGK', 'EUR']"
4,0.01253169999999582,"['EUR', 'DOP', 'EUR']"
5,0.006959900000036434,"['EUR', 'BTN', 'EUR']"
6,0.1468891524886828,"['EUR', 'BSD', 'BIF', 'EUR']"
7,0.2367519999999956,"['EUR', 'BYN', 'EUR']"
8,0.002816000000005481,"['EUR', 'CAD', 'EUR']"
9,0.0003486360000248823,"['EUR', 'BIF', 'EUR']"
10,0.003697999999996426,"['EUR', 'MDL', 'EUR']"
11,0.00449420000001588,"['EUR', 'ZMW', 'EUR']"
12,0.01955499999999333,"['EUR', 'RON', 'EUR']"
13,0.09877600000003373,"['EUR', 'RUB', 'EUR']"
14,0.1734089258000227,"['EUR', 'VES', 'QAR', 'EUR']"
15,0.0006738249000548535,"['EUR', 'LBP', 'EUR']"
16,0.04049832250854202,"['EUR', 'NIO', 'KHR', 'EUR']"
17,0.007474199999979447,"['EUR', 'MRU', 'EUR']"
18,0.006062960000030593,"['EUR', 'ISK', 'EUR']"
19,0.0001635565999080768,"['EUR', 'MGA', 'EUR']"
20,0.005207499999992926,"['EUR', 'EGP', 'EUR']"
21,0.4296484862000183,"['EUR', 'UYU', 'TVD', 'EUR']"
22,0.0007365499999467673,"['EUR', 'YER', 'EUR']"
23,0.00026478739991731,"['EUR', 'SLL', 'EUR']"
24,0.008032475480002077,"['EUR', 'FOK', 'MKD', 'EUR']"
25,0.02537203999999349,"['EUR', 'KZT', 'EUR']"
26,0.2768174819801406,"['EUR', 'ZWL', 'SYP', 'EUR']"
27,0.2633749073000402,"['EUR', 'GHS', 'QAR', 'EUR']"
28,0.09659321188997261,"['EUR', 'TJS', 'DJF', 'EUR']"
29,0.007594999999982477,"['EUR', 'MKD', 'EUR']"
30,0.02515799999995849,"['EUR', 'GTQ', 'EUR']"
31,0.00575360000001357,"['EUR', 'SZL', 'EUR']"
32,0.01490999999997911,"['EUR', 'AED', 'EUR']"
33,0.02094651914992252,"['EUR', 'XOF', 'NGN', 'EUR']"
34,0.00719532710005133,"['EUR', 'BOB', 'BAM', 'EUR']"
35,0.6009708099021127,"['EUR', 'DZD', 'SLL', 'EUR']"
36,0.001135633999993502,"['EUR', 'SYP', 'EUR']"
37,0.02165480000002606,"['EUR', 'AOA', 'EUR']"
38,0.009890000000001287,"['EUR', 'UGX', 'XOF']"
39,0.004084999999998118,"['EUR', 'SGD', 'EUR']"
40,0.003761000000013226,"['EUR', 'FKP', 'EUR']"
41,0.001969999999995586,"['EUR', 'AUD', 'EUR']"
42,0.009930270800029284,"['EUR', 'UYU', 'BAM', 'EUR']"
43,0.004978933759969273,"['EUR', 'DKK', 'KGS', 'EUR']"
44,0.008475499999982539,"['EUR', 'MUR', 'EUR']"
45,0.01808820040400949,"['EUR', 'SDG', 'SEK', 'EUR']"
46,0.003049174473312988,"['EUR', 'FOK', 'KHR', 'EUR']"
47,0.006433999999999607,"['EUR', 'KYD', 'EUR']"
48,0.006496000000000279,"['EUR', 'BBD', 'EUR']"
49,0.0002160000000639428,"['EUR', 'XPF', 'EUR']"
50,0.07464192899999667,"['EUR', 'TMT', 'KYD', 'EUR']"
51,0.005768090000035642,"['EUR', 'MVR', 'MGA']"
52,0.003429479999983442,"['EUR', 'RSD', 'EUR']"
53,0.1028488148000051,"['EUR', 'IDR', 'EUR']"
54,0.8630970532499838,"['EUR', 'TMT', 'MUR', 'EUR']"
55,0.01977426210000299,"['EUR', 'IRR', 'EUR']"
56,0.002264000000007371,"['EUR', 'CHF', 'EUR']"
57,0.03833916425002304,"['EUR', 'PKR', 'JEP', 'EUR']"
58,0.1483755090950334,"['EUR', 'THB', 'PYG', 'EUR']"
59,0.001510127400061734,"['EUR', 'MNT', 'EUR']"
60,0.004712960000019528,"['EUR', 'KGS', 'EUR']"
61,0.0005806609082670278,"['EUR', 'DKK', 'CDF', 'EUR']"
62,0.587849195899981,"['EUR', 'DZD', 'GTQ', 'EUR']"
63,0.1241416001000584,"['EUR', 'PKR', 'GEL', 'EUR']"
