,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
AED,1.0,24.0901,29.819,131.8997,0.4874,121.0233,30.2231,0.3629,0.4874,0.4624,0.482,0.5446,23.2676,0.482,0.1024,547.676,0.2723,0.3686,1.8689,1.2859,0.2723,20.6905,3.143,0.789,0.5446,0.3406,543.6624,0.2519,214.3872,1.7358,1022.2372,179.8453,6.5351,27.1763,5.9947,48.3924,1.8387,14.9509,38.914,4.9787,4.0844,13.9335,0.2465,0.5691,0.2079,1.8387,0.2079,0.8407,0.2079,2.1299,0.2079,14.9222,2436.0094,2.0864,57.074,2.1336,6.6808,1.857,28.8377,90.4452,3934.4748,0.8743,0.2079,20.6908,398.202,11453.5535,34.9484,0.2079,41.766,0.1931,33.4039,31.4077,25.8475,1104.702,0.3629,121.2519,331.2219,0.08159,0.2269,128.3499,3514.1454,410.4833,79.7128,41.7334,3.9805,1.2747,2.5855,4.9902,848.8424,15.1938,480.7879,804.5536,2.1976,9.9308,12.0747,4.1936,223.3625,5.4202,1.144,17.5323,3.9805,113.1539,9.7398,2.3834,33.1048,0.3935,0.1047,0.2723,1.0008,0.9605,14.0555,49.9169,1.1399,1937.9073,0.9912,1.2151,29.001,22.4879,285.5522,1.0211,2.1384,3.926,121.383,2.5497,0.3686,0.2079,3220.4871,157.8146,5.6494,115.9321,6.0383,677.5519,3.9805,9.093,3.5295,0.9531,0.7559,0.6075,3.9907,1.8405,0.3629,7.7888,630.8656,7.9237,972.015,0.2723,11.2052,3089.2923,1.1938,6223.5386,30.1552,0.6974,161.6693,0.7352,0.1975,161.6693,29.4109,68.2307,3.9805,4.8591,38.5788
AFN,0.04151,1.0,1.2378,5.5329,0.02023,5.0772,1.255,0.01513,0.02023,0.01923,0.01996,0.02261,0.975,0.01996,0.00425,23.1688,0.0113,0.01534,0.07772,0.05411,0.0113,0.859,0.1293,0.03662,0.02261,0.01418,22.6032,0.01048,8.9494,0.07185,42.4991,7.4072,0.2713,1.1254,0.2488,2.0088,0.07614,0.6205,1.6154,0.207,0.1695,0.5801,0.01021,0.02361,0.008634,0.07614,0.008634,0.03469,0.008634,0.08559,0.008634,0.618,100.8932,0.08689,2.3639,0.08872,0.2773,0.0769,1.1984,3.7742,162.764,0.03597,0.008634,0.859,16.4925,472.18,1.4507,0.008634,1.7366,0.008014,1.3795,1.3015,0.9941,45.7539,0.01513,5.0212,13.7517,0.003387,0.009419,5.243,132.6443,17.0395,3.3293,1.7324,0.1651,0.05279,0.1093,0.207,45.5772,0.6255,20.1116,33.3225,0.09139,0.4113,0.5045,0.1745,9.2313,0.2255,0.04765,0.7242,0.1651,4.7059,0.4043,0.09913,1.3744,0.01634,0.004346,0.0113,0.04209,0.03987,0.587,2.0745,0.04735,78.836,0.04114,0.05049,1.1985,0.9436,11.4858,0.04239,0.09034,0.163,5.0772,0.1055,0.01534,0.008634,133.3842,6.5363,0.234,4.8583,0.2501,28.1266,0.1651,0.3767,0.1465,0.03949,0.03335,0.02544,0.1662,0.07684,0.01513,0.3239,26.2177,0.3349,40.6002,0.0113,0.4682,129.7198,0.04956,259.7284,1.255,0.02918,6.6949,0.03052,0.008197,6.6949,1.2179,2.8323,0.1651,0.2037,1.5635
ALL,0.03354,0.8079,1.0,4.4654,0.01635,4.0976,1.0139,0.01224,0.01635,0.01554,0.01614,0.01826,0.7877,0.01614,0.003433,18.6987,0.009132,0.0124,0.06279,0.04376,0.009132,0.6947,0.1045,0.02959,0.01826,0.01147,18.2422,0.008475,7.2378,0.0581,34.3343,5.9841,0.2192,0.9102,0.2012,1.6229,0.06158,0.5013,1.305,0.1672,0.137,0.4682,0.008254,0.01908,0.006982,0.06158,0.006982,0.02799,0.006982,0.06907,0.006982,0.4988,81.4274,0.0702,1.9078,0.07175,0.224,0.06219,0.9672,3.0523,131.6334,0.02909,0.006982,0.6947,13.3105,381.08,1.172,0.006982,1.4029,0.006474,1.1157,1.0515,0.8023,36.9264,0.01224,4.0608,11.1215,0.002736,0.00761,4.2358,107.1608,13.7658,2.6897,1.3996,0.1335,0.04261,0.08831,0.1672,36.7838,0.5048,16.2478,26.8934,0.07391,0.332,0.4075,0.141,7.4502,0.1823,0.03853,0.5845,0.1335,3.8018,0.3266,0.08017,1.1115,0.01322,0.003511,0.009132,0.03401,0.03221,0.4748,1.676,0.03825,63.6903,0.03324,0.04083,0.9683,0.7623,9.2698,0.03424,0.07298,0.1317,4.0976,0.08532,0.0124,0.006982,107.6497,5.2752,0.1888,3.921,0.2022,22.7233,0.1335,0.3046,0.1183,0.03187,0.02694,0.02055,0.1344,0.06208,0.01224,0.2617,21.1594,0.2709,32.767,0.009132,0.3783,104.6923,0.04004,209.8308,1.0139,0.02358,5.4144,0.02466,0.006622,5.4144,0.985,2.2882,0.1335,0.1644,1.2619
AMD,0.007582,0.1807,0.2239,1.0,0.003695,0.9176,0.2264,0.002751,0.003695,0.003507,0.003654,0.004129,0.1761,0.003654,0.00077622,4.1874,0.002064,0.002802,0.01404,0.009798,0.002064,0.1567,0.0233,0.005929,0.004129,0.002581,4.0852,0.00191,1.6254,0.01313,7.6676,1.3382,0.04955,0.206,0.04558,0.3669,0.01394,0.1121,0.2911,0.03778,0.03097,0.1048,0.001868,0.004256,0.001573,0.01394,0.001573,0.006374,0.001573,0.01547,0.001573,0.1117,18.235,0.01569,0.4272,0.01619,0.05014,0.01408,0.2166,0.6898,29.8297,0.006616,0.001573,0.1567,2.9808,86.8369,0.2658,0.001573,0.3137,0.001464,0.2529,0.2347,0.196,8.2694,0.002751,0.9191,2.5162,0.00061856,0.00172,0.9779,23.9719,3.1121,0.5983,0.3126,0.03022,0.009542,0.01973,0.03787,8.2375,0.113,3.6315,6.0226,0.01668,0.07434,0.09098,0.03157,1.6684,0.04109,0.008674,0.1309,0.03022,0.849,0.07307,0.01809,0.2507,0.002977,0.00079376,0.002064,0.007609,0.007196,0.1066,0.3727,0.00867,14.1997,0.007514,0.009257,0.2198,0.1721,2.0759,0.007742,0.01621,0.02944,0.9176,0.01931,0.002802,0.001573,24.1073,1.1813,0.04229,0.8781,0.04577,5.02,0.03022,0.06894,0.02676,0.007231,0.006026,0.004569,0.03042,0.01387,0.002751,0.05833,4.7385,0.06091,7.3379,0.002064,0.08466,23.4218,0.009051,46.6823,0.2257,0.005266,1.2255,0.005574,0.001492,1.2255,0.2229,0.511,0.03022,0.03682,0.2826
ANG,2.0517,49.4252,61.179,270.6155,1.0,248.3005,62.0081,0.7445,1.0,0.9487,0.989,1.1173,47.7375,0.989,0.2101,1123.6537,0.5587,0.7562,3.8345,2.6383,0.5587,42.4501,6.4484,1.6187,1.1173,0.6988,1115.4191,0.5168,439.8531,3.5613,2097.2994,368.9843,13.4078,55.7569,12.2993,99.2855,3.7724,30.6744,79.8389,10.2147,8.3799,28.5869,0.5057,1.1677,0.4266,3.7724,0.4266,1.7249,0.4266,4.37,0.4266,30.6154,4997.902,4.2806,117.0973,4.3775,13.7069,3.8099,59.1656,185.5641,8072.2674,1.7937,0.4266,42.4509,816.9815,23498.9807,71.7028,0.4266,85.6902,0.3961,68.534,64.4385,53.0306,2266.4905,0.7445,248.7697,679.5601,0.1674,0.4655,263.3325,7209.8876,842.1788,163.5448,85.6235,8.1666,2.6152,5.3047,10.2382,1741.5496,31.1728,986.421,1650.6832,4.5088,20.3747,24.7733,8.6039,458.2674,11.1204,2.3472,35.9705,8.1666,232.1551,19.983,4.89,67.9202,0.8074,0.2148,0.5587,2.0534,1.9707,28.8372,102.4133,2.3387,3975.9578,2.0335,2.493,59.5006,46.1379,585.8605,2.095,4.3872,8.0548,249.0386,5.2312,0.7562,0.4266,6607.3959,323.7844,11.5908,237.8552,12.3887,1390.117,8.1666,18.6558,7.2413,1.9554,1.5509,1.2464,8.1876,3.776,0.7445,15.98,1294.3318,16.2568,1994.2597,0.5587,22.9894,6338.2269,2.4494,12768.6846,61.8687,1.4308,331.6929,1.5084,0.4051,331.6929,60.3417,139.9872,8.1667,9.9694,79.1512
AOA,0.008263,0.197,0.244,1.0898,0.004027,1.0,0.2467,0.002955,0.004027,0.003781,0.003925,0.0045,0.1919,0.003925,0.00084597,4.5633,0.00225,0.003045,0.0153,0.01063,0.00225,0.171,0.02539,0.007147,0.0045,0.00277,4.5364,0.002052,1.7718,0.01409,8.3558,1.4584,0.054,0.2213,0.04954,0.3999,0.01497,0.1222,0.3173,0.04075,0.03375,0.1159,0.002007,0.004637,0.00169,0.01497,0.00169,0.006832,0.00169,0.01686,0.00169,0.1217,19.8718,0.0171,0.4656,0.01763,0.05464,0.01512,0.236,0.7475,32.5159,0.007225,0.00169,0.171,3.2483,93.0,0.2888,0.00169,0.3419,0.001595,0.272,0.2611,0.1958,9.0116,0.002955,0.9872,2.7373,0.00067415,0.001875,1.0169,26.1236,3.3918,0.652,0.3407,0.03247,0.0104,0.02196,0.04074,8.9768,0.1232,3.9574,6.5632,0.01816,0.08101,0.09915,0.03441,1.8182,0.04479,0.009455,0.1475,0.03247,0.9441,0.07962,0.01942,0.2735,0.003252,0.00086509,0.00225,0.008292,0.007841,0.1162,0.4061,0.0093,15.4742,0.00819,0.01004,0.2354,0.1886,2.2622,0.008437,0.01767,0.03208,1.0128,0.02074,0.003046,0.00169,26.2712,1.2874,0.04609,0.9569,0.04916,5.4706,0.03247,0.07515,0.02886,0.007779,0.006567,0.004979,0.03298,0.01512,0.002955,0.06357,5.2536,0.06548,7.9966,0.00225,0.09226,25.5495,0.009866,50.8725,0.2459,0.005739,1.3162,0.006075,0.001632,1.3162,0.2394,0.5569,0.03247,0.04012,0.3079
ARS,0.03309,0.7968,0.9863,4.4176,0.01613,4.0538,1.0,0.01202,0.01613,0.01532,0.01589,0.01802,0.7769,0.01589,0.003388,18.4985,0.009009,0.0122,0.06184,0.04269,0.009009,0.6827,0.1031,0.02918,0.01802,0.01124,18.0469,0.008309,7.1022,0.0572,33.823,5.9506,0.2162,0.8959,0.1983,1.6012,0.06062,0.4947,1.2872,0.1642,0.1351,0.4631,0.008125,0.01885,0.006857,0.06062,0.006857,0.02769,0.006857,0.06833,0.006857,0.4935,80.5556,0.06903,1.8874,0.07057,0.221,0.06122,0.9569,2.9856,140.2726,0.02872,0.006857,0.6827,13.168,377.0,1.1526,0.006857,1.3837,0.006388,1.0958,1.0371,0.7937,36.531,0.01202,3.9972,10.9247,0.0027,0.007508,4.1954,105.6944,13.5818,2.6529,1.3804,0.1316,0.04215,0.08716,0.1649,36.39,0.4994,16.0254,26.6055,0.07269,0.3284,0.402,0.1391,7.3705,0.1792,0.03787,0.5782,0.1316,3.7498,0.3222,0.0789,1.0924,0.01298,0.003464,0.009009,0.03321,0.03177,0.4663,1.6516,0.03772,64.1203,0.03279,0.04014,0.955,0.7241,9.1705,0.03379,0.07198,0.1299,4.0538,0.08424,0.0122,0.006857,106.4972,5.2187,0.1868,3.879,0.1991,22.4114,0.1316,0.2993,0.117,0.03153,0.02657,0.02027,0.1322,0.06123,0.01202,0.258,20.9328,0.2639,32.4162,0.009009,0.3707,103.5714,0.03934,206.9559,1.0,0.02325,5.3296,0.02433,0.006533,5.3296,0.9696,2.2569,0.1316,0.1626,1.2483
AUD,2.7558,66.0724,81.6981,363.476,1.3432,338.389,83.1977,1.0,1.3432,1.2745,1.3278,1.5008,63.9557,1.328,0.2821,1509.2629,0.7504,1.0174,5.1426,3.5453,0.7504,56.9158,8.6656,2.1583,1.5008,0.9379,1498.2037,0.6939,591.0589,4.7703,2813.401,495.5417,18.009,74.8598,16.5562,133.3577,5.0649,41.148,107.0499,13.7134,11.2556,38.3973,0.6789,1.567,0.5718,5.0649,0.5718,2.3197,0.5718,5.8815,0.5718,41.1219,6713.0613,5.7398,157.2822,5.8811,18.3166,5.1152,79.4697,249.2263,10843.1091,2.4043,0.5718,56.9175,1097.3499,31605.4483,96.426,0.5718,114.7807,0.532,91.862,86.7469,71.6954,3044.2953,1.0,334.0009,912.9526,0.2248,0.6253,354.3189,9812.337,1131.1926,218.6554,114.6577,10.9799,3.5126,7.0748,13.758,2273.5831,41.9808,1321.8682,2217.1579,6.0575,27.3668,33.265,11.5187,615.209,14.8923,3.154,47.8952,10.9799,311.5273,26.7166,6.5709,91.0653,1.0841,0.2885,0.7504,2.7538,2.6387,38.7397,137.4741,3.1449,5351.3935,2.7314,3.3572,79.8843,61.9081,788.4355,2.8139,5.8626,10.7743,334.5025,7.0232,1.0174,0.5718,8874.8947,434.8993,15.5684,318.9018,16.6332,1882.7968,10.9799,25.0656,9.7339,2.6289,2.0699,1.6691,11.0242,5.0821,1.0,21.4522,1740.5584,21.8498,2674.6023,0.7504,30.8062,8512.4866,3.2738,17151.3713,82.9631,1.9139,445.3345,2.026,0.5448,445.3345,81.0155,187.4781,10.9799,13.3659,106.3142
AWG,2.0517,49.4252,61.179,270.6155,1.0,248.3005,62.0081,0.7445,1.0,0.9487,0.989,1.1173,47.7375,0.989,0.2101,1123.6537,0.5587,0.7562,3.8345,2.6383,0.5587,42.4501,6.4484,1.6187,1.1173,0.6988,1115.4191,0.5168,439.8531,3.5613,2097.2994,368.9843,13.4078,55.7569,12.2993,99.2855,3.7724,30.6744,79.8389,10.2147,8.3799,28.5869,0.5057,1.1677,0.4266,3.7724,0.4266,1.7249,0.4266,4.37,0.4266,30.6154,4997.902,4.2806,117.0973,4.3775,13.7069,3.8099,59.1656,185.5641,8072.2674,1.7937,0.4266,42.4509,816.9815,23498.9807,71.7028,0.4266,85.6902,0.3961,68.534,64.4385,53.0306,2266.4905,0.7445,248.7697,679.5601,0.1674,0.4655,263.3325,7209.8876,842.1788,163.5448,85.6235,8.1666,2.6152,5.3047,10.2382,1741.5496,31.1728,986.421,1650.6832,4.5088,20.3747,24.7733,8.6039,458.2674,11.1204,2.3472,35.9705,8.1666,232.1551,19.983,4.89,67.9202,0.8074,0.2148,0.5587,2.0534,1.9707,28.8372,102.4133,2.3387,3975.9578,2.0335,2.493,59.5006,46.1379,585.8605,2.095,4.3872,8.0548,249.0386,5.2312,0.7562,0.4266,6607.3959,323.7844,11.5908,237.8552,12.3887,1390.117,8.1666,18.6558,7.2413,1.9554,1.5509,1.2464,8.1876,3.776,0.7445,15.98,1294.3318,16.2568,1994.2597,0.5587,22.9894,6338.2269,2.4494,12768.6846,61.8687,1.4308,331.6929,1.5084,0.4051,331.6929,60.3417,139.9872,8.1667,9.9694,79.1512
AZN,2.1627,51.9975,64.363,285.1196,1.0541,264.4839,65.2557,0.7846,1.0541,1.0,1.0412,1.1778,50.6993,1.0412,0.2214,1206.9185,0.5889,0.7986,4.0411,2.7956,0.5889,44.6474,6.7257,1.6856,1.1778,0.7361,1177.4533,0.5444,464.455,3.7457,2209.8378,385.154,14.1333,58.7017,12.9845,104.6575,3.9717,32.2632,83.9942,10.7699,8.8333,30.2174,0.5324,1.2278,0.4484,3.9717,0.4484,1.8198,0.4484,4.4584,0.4484,32.195,5255.7692,4.518,123.1389,4.6155,14.4203,4.0111,62.4289,196.2943,8447.0622,1.881,0.4484,44.6474,859.1338,24728.9064,75.653,0.4484,90.2967,0.4175,72.0491,67.676,55.6573,2383.4302,0.7846,261.9085,715.8767,0.1764,0.4907,277.9686,6897.1648,887.7466,173.1148,90.0798,8.5973,2.7501,5.6836,10.7922,2374.2278,32.5823,1045.7523,1735.8504,4.7539,21.426,26.2304,9.0744,480.8798,11.7015,2.4727,37.7255,8.5973,244.6959,21.023,5.1571,71.4358,0.8486,0.2264,0.5889,2.1887,2.0733,30.4663,107.8671,2.4724,4099.2439,2.1435,2.6331,62.6333,48.9835,598.3216,2.2083,4.6972,8.474,264.4839,5.5037,0.7986,0.4484,6948.3051,340.49,12.1888,253.0816,13.043,1462.4783,8.5973,19.5479,7.6363,2.0617,1.734,1.3229,8.6543,3.9954,0.7846,16.8441,1365.7413,17.3703,2114.9613,0.5889,24.3461,6718.6163,2.5819,13505.0722,65.2559,1.5175,349.2114,1.59,0.427,349.2114,63.5287,147.2729,8.5974,10.6113,81.447
