,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
AED,1.0,23.794,30.3319,133.5498,0.4874,123.5437,29.9906,0.3623,0.4874,0.4619,0.4845,0.5446,23.2367,0.4845,0.1024,547.1593,0.2723,0.3689,1.8688,1.3079,0.2723,20.7724,3.1348,0.8194,0.5446,0.3403,541.985,0.2532,214.9935,1.7388,1024.8158,178.5263,6.5351,27.3173,6.0842,48.3924,1.8483,14.9157,38.8529,5.0102,4.0844,13.9065,0.2477,0.568,0.2069,1.8483,0.2069,0.8767,0.2069,2.2223,0.2069,14.9146,2427.5203,2.0895,56.8606,2.132,6.6732,1.8666,28.9545,92.2934,3875.2949,0.8777,0.2069,20.7727,396.7025,11419.9581,35.1382,0.2069,41.7018,0.1931,33.2837,31.2956,26.9911,1099.8623,0.3623,121.8813,332.4948,0.08159,0.2269,134.6275,3476.037,410.4833,78.7787,41.6896,3.9567,1.2676,2.592,4.9974,848.7418,15.2648,480.4175,796.3999,2.1959,9.8922,12.014,4.1984,223.2854,5.4622,1.1468,17.5628,3.9567,113.0197,9.7231,2.3489,33.2358,0.3912,0.1047,0.2723,1.0164,0.9588,14.2035,49.4878,1.1632,1939.7818,0.9912,1.2221,29.1565,26.7989,284.6972,1.0211,2.1638,3.9182,121.3135,2.5623,0.3689,0.2069,3170.368,157.2296,5.611,117.1397,6.0697,683.672,3.9567,9.1343,3.4207,0.9529,0.7556,0.6065,4.03,1.847,0.3623,7.7918,631.5523,8.0571,979.3344,0.2723,11.416,3120.8857,1.1809,6224.2333,30.563,0.6962,162.5085,0.7352,0.1973,162.5085,29.5636,68.125,3.9567,4.8634,37.615
AFN,0.04203,1.0,1.2748,5.5827,0.02048,5.1896,1.2596,0.01529,0.02048,0.01944,0.02038,0.02289,0.9851,0.02038,0.004303,23.4304,0.01144,0.01554,0.07865,0.05529,0.01144,0.8739,0.1319,0.03728,0.02289,0.01439,22.838,0.01066,9.0794,0.07287,43.1518,7.4133,0.2747,1.1491,0.2576,2.0338,0.07774,0.6269,1.6329,0.2107,0.1717,0.5863,0.01042,0.02392,0.008679,0.07774,0.008679,0.03691,0.008679,0.08342,0.008679,0.627,102.0544,0.08799,2.3905,0.08951,0.2805,0.07852,1.2165,3.9018,164.4151,0.03695,0.008679,0.8739,16.6776,478.2549,1.4768,0.008679,1.7479,0.008114,1.3934,1.311,1.1755,46.2389,0.01529,5.1267,13.9905,0.003429,0.009536,5.7511,132.6127,17.2515,3.2444,1.7521,0.1683,0.05329,0.111,0.2102,46.1951,0.6391,20.3203,33.4811,0.0922,0.4159,0.5096,0.1766,9.3345,0.2311,0.04835,0.7325,0.1683,4.7299,0.4086,0.09888,1.3983,0.01648,0.0044,0.01144,0.04317,0.0403,0.5983,2.0856,0.04909,79.5547,0.04166,0.05158,1.2247,1.2036,11.612,0.04291,0.09261,0.1647,5.1349,0.1079,0.01554,0.008679,133.2842,6.61,0.2359,4.9131,0.2553,28.7329,0.1683,0.3839,0.1486,0.03993,0.03367,0.02565,0.1698,0.07761,0.01529,0.3276,26.4832,0.3368,41.3757,0.01144,0.4859,131.4879,0.04963,260.9336,1.2795,0.02943,6.8356,0.0309,0.00829,6.8356,1.2435,2.8631,0.1683,0.2028,1.5787
ALL,0.03297,0.7845,1.0,4.3869,0.01607,4.078,0.9881,0.01197,0.01607,0.01525,0.01596,0.01795,0.7728,0.01596,0.003375,18.4116,0.008977,0.01217,0.0617,0.0433,0.008977,0.6843,0.1035,0.02925,0.01795,0.01127,17.9462,0.008344,7.1095,0.05706,33.8506,5.8154,0.2155,0.8998,0.2017,1.5954,0.06088,0.4918,1.2809,0.1653,0.1347,0.4607,0.00816,0.01876,0.006796,0.06088,0.006796,0.029,0.006796,0.06555,0.006796,0.4927,80.1946,0.06902,1.8784,0.07009,0.22,0.06148,0.9559,3.0553,128.7439,0.02893,0.006796,0.6843,13.1053,375.8137,1.1585,0.006796,1.3712,0.006365,1.0911,1.0284,0.9237,36.3346,0.01197,4.0144,10.9551,0.00269,0.007481,4.5116,104.0291,13.5331,2.5451,1.3744,0.1318,0.04188,0.08707,0.1649,36.3002,0.5022,15.9404,26.3095,0.0722,0.3268,0.3998,0.1385,7.3351,0.181,0.03786,0.5756,0.1318,3.7105,0.3206,0.07742,1.0949,0.0129,0.003452,0.008977,0.03386,0.03161,0.4685,1.636,0.03851,62.4073,0.03268,0.04039,0.9607,0.9442,9.1247,0.03366,0.07265,0.1292,4.0351,0.08451,0.01217,0.006796,104.735,5.1942,0.1854,3.8607,0.1999,22.5398,0.1318,0.3006,0.1168,0.03138,0.02641,0.02012,0.1329,0.06088,0.01197,0.257,20.8105,0.2637,32.5131,0.008977,0.3812,103.3235,0.03893,204.6923,1.0038,0.02308,5.3526,0.02424,0.006503,5.3526,0.9737,2.246,0.1318,0.1593,1.2406
AMD,0.007488,0.1791,0.2279,1.0,0.00365,0.9296,0.2252,0.002712,0.00365,0.003457,0.00362,0.004078,0.1764,0.00362,0.00076662,4.1969,0.002039,0.002764,0.01409,0.009837,0.002039,0.1552,0.02362,0.0061,0.004078,0.002554,4.0908,0.001888,1.6098,0.01298,7.6987,1.3294,0.04893,0.2041,0.0456,0.3624,0.01381,0.1123,0.2913,0.03741,0.03058,0.105,0.001851,0.004279,0.001546,0.01381,0.001546,0.006564,0.001546,0.01494,0.001546,0.1123,18.2803,0.01576,0.4282,0.01595,0.05025,0.01394,0.2179,0.6928,29.0177,0.006555,0.001546,0.1552,2.9874,85.5109,0.2623,0.001546,0.3132,0.001446,0.2481,0.2343,0.2021,8.2825,0.002712,0.9105,2.4821,0.00061091,0.001699,1.0084,23.7446,3.0736,0.5731,0.3132,0.02961,0.009546,0.01987,0.0374,8.2746,0.1145,3.6393,5.9973,0.01643,0.07449,0.0914,0.03164,1.672,0.0409,0.008587,0.1312,0.02961,0.851,0.07318,0.01767,0.2484,0.002924,0.00078395,0.002039,0.007731,0.007211,0.1064,0.3734,0.008785,14.2313,0.007422,0.009155,0.218,0.1975,2.08,0.007646,0.01657,0.0295,0.9198,0.01913,0.002764,0.001546,23.8743,1.184,0.04225,0.88,0.04534,5.14,0.02961,0.0684,0.02561,0.007131,0.006002,0.004579,0.03021,0.0139,0.002712,0.05849,4.7438,0.06017,7.4114,0.002039,0.08703,23.3687,0.008842,46.8074,0.2296,0.005285,1.214,0.005505,0.00148,1.214,0.2208,0.5122,0.02961,0.03632,0.2828
ANG,2.0517,48.8176,62.2311,274.0008,1.0,253.4716,61.531,0.7433,1.0,0.9477,0.9941,1.1173,47.6741,0.9941,0.2101,1122.5935,0.5587,0.7569,3.8342,2.6835,0.5587,42.6182,6.4316,1.681,1.1173,0.6983,1111.9776,0.5195,441.097,3.5675,2102.59,366.2782,13.4078,56.0463,12.4829,99.2855,3.792,30.6022,79.7135,10.2793,8.3799,28.5317,0.5083,1.1654,0.4244,3.792,0.4244,1.7987,0.4244,4.5595,0.4244,30.5999,4980.4851,4.2869,116.6596,4.3741,13.6912,3.8297,59.4053,189.3561,7950.8494,1.8008,0.4244,42.6189,813.9049,23430.0538,72.0923,0.4244,85.5586,0.3961,68.2874,64.2083,55.377,2256.561,0.7433,250.061,682.1716,0.1674,0.4655,276.2121,7131.7016,842.1788,161.6284,85.5335,8.1179,2.6007,5.3179,10.253,1741.3432,31.3185,985.661,1633.9546,4.5054,20.2956,24.6488,8.6137,458.1092,11.2068,2.3529,36.0332,8.1179,231.8798,19.9487,4.8192,68.1892,0.8027,0.2148,0.5587,2.0854,1.9672,29.141,101.5329,2.3864,3979.8037,2.0335,2.5073,59.8197,54.9827,584.1064,2.095,4.4394,8.0389,248.896,5.2569,0.7569,0.4244,6504.5679,322.5843,11.512,240.3328,12.453,1402.6735,8.1179,18.7406,7.0182,1.955,1.5503,1.2443,8.2683,3.7895,0.7433,15.9862,1295.7406,16.5306,2009.277,0.5587,23.4218,6403.0461,2.4228,12770.1099,62.7054,1.4284,333.4147,1.5084,0.4047,333.4147,60.655,139.7704,8.1179,9.9782,77.1738
AOA,0.008094,0.1927,0.2452,1.0758,0.003945,1.0,0.2423,0.002876,0.003945,0.003741,0.003837,0.004408,0.1898,0.003837,0.00082872,4.5149,0.002204,0.002986,0.01516,0.01059,0.002204,0.1681,0.02541,0.007172,0.004408,0.002706,4.4232,0.002008,1.7405,0.01375,8.2819,1.4301,0.0529,0.2163,0.04926,0.3917,0.01464,0.1208,0.3134,0.04076,0.03306,0.1133,0.001962,0.004603,0.001637,0.01464,0.001637,0.007112,0.001637,0.01607,0.001637,0.1208,19.6653,0.01695,0.4606,0.01726,0.05405,0.01478,0.2344,0.7472,31.3729,0.007106,0.001637,0.1682,3.2137,92.1569,0.2845,0.001637,0.3369,0.001563,0.2637,0.2548,0.2265,8.91,0.002876,0.9653,2.6918,0.00066039,0.001837,1.1201,25.5435,3.3226,0.6165,0.3369,0.03154,0.01027,0.02153,0.04048,8.9015,0.1231,3.915,6.4516,0.01777,0.08014,0.09833,0.03403,1.7987,0.04422,0.009284,0.1443,0.03154,0.9229,0.07873,0.01863,0.269,0.003167,0.00084744,0.002204,0.008317,0.007758,0.115,0.4017,0.0094,15.3094,0.008023,0.009893,0.2356,0.2287,2.2376,0.008265,0.01783,0.03174,0.9901,0.02028,0.002987,0.001637,25.6831,1.2737,0.04545,0.9467,0.04807,5.5294,0.03154,0.07395,0.02864,0.007694,0.006457,0.004926,0.03263,0.01495,0.002876,0.06292,5.1513,0.06523,7.9729,0.002204,0.09363,25.3369,0.00956,50.3535,0.247,0.005686,1.287,0.005951,0.001597,1.287,0.2341,0.551,0.03154,0.03907,0.3042
ARS,0.03334,0.7939,1.012,4.4404,0.01625,4.1277,1.0,0.01211,0.01625,0.01543,0.01615,0.01816,0.7821,0.01615,0.003414,18.6359,0.009079,0.01232,0.06231,0.04388,0.009079,0.6933,0.1047,0.0296,0.01816,0.01139,18.1648,0.008451,7.1733,0.05791,34.1712,5.9527,0.2179,0.9106,0.204,1.6136,0.06161,0.4973,1.2963,0.1662,0.1362,0.4663,0.008258,0.01901,0.006889,0.06161,0.006889,0.02935,0.006889,0.06635,0.006889,0.4987,81.1715,0.06967,1.9013,0.07101,0.2226,0.06222,0.9676,3.0906,120.9894,0.02929,0.006889,0.6933,13.265,380.3922,1.1735,0.006889,1.3876,0.006437,1.1091,1.0408,0.9349,36.7773,0.01211,4.0628,11.0382,0.00272,0.007566,4.5022,105.2788,13.6871,2.5756,1.391,0.1323,0.04239,0.088,0.1669,36.7424,0.5083,16.1319,26.6301,0.07314,0.3308,0.4046,0.1402,7.4244,0.1828,0.03834,0.5826,0.1323,3.755,0.3244,0.07877,1.1093,0.01307,0.003491,0.009079,0.03389,0.03199,0.4747,1.6501,0.03914,64.6795,0.03305,0.04085,0.9722,0.93,9.2359,0.03405,0.07352,0.1307,4.0842,0.08546,0.01232,0.006889,106.0109,5.2575,0.1876,3.9077,0.2023,22.8105,0.1323,0.3042,0.1182,0.03176,0.02673,0.02036,0.1345,0.06161,0.01211,0.2598,21.0641,0.2729,32.9092,0.009079,0.3807,104.5822,0.03918,207.1513,1.0158,0.02336,5.4171,0.02451,0.006577,5.4171,0.9855,2.273,0.1323,0.1613,1.2557
AUD,2.7604,65.4196,83.5454,368.7986,1.3454,347.75,82.5954,1.0,1.3454,1.2747,1.3369,1.5033,64.0322,1.3369,0.2826,1510.3642,0.7516,1.0196,5.1437,3.6092,0.7516,57.2505,8.6647,2.2475,1.5033,0.94,1496.0825,0.6985,592.42,4.7841,2822.2181,492.2701,18.0392,75.3721,16.8505,133.581,5.0996,41.0621,107.2667,13.8182,11.2745,38.3872,0.6836,1.5667,0.57,5.0996,0.57,2.4196,0.57,6.1962,0.57,41.1699,6700.8698,5.7509,156.9567,5.8853,18.3431,5.1502,79.9253,255.2293,10693.6931,2.4203,0.57,57.252,1095.0481,31531.798,96.9521,0.57,114.3119,0.5329,91.69,86.4704,74.2921,3036.0339,1.0,336.2865,917.5124,0.2252,0.6264,370.7473,9726.7825,1133.0867,217.1461,114.8734,10.9387,3.499,7.0868,13.7899,2278.5134,42.1875,1324.2441,2198.3636,6.0618,27.3062,33.1872,11.5476,616.7101,15.045,3.1629,48.0115,10.9387,307.9835,26.7381,6.4934,91.6009,1.0804,0.289,0.7516,2.8017,2.6389,39.1923,136.1952,3.2288,5360.1657,2.7359,3.3803,80.4798,73.8516,788.1058,2.8186,5.9401,10.7714,334.8709,7.0699,1.0196,0.57,8751.4092,434.013,15.4885,323.4395,16.7471,1882.2938,10.9387,25.2231,9.4172,2.6314,2.0753,1.6714,11.15,5.0773,1.0,21.4956,1744.8449,22.2166,2702.2395,0.7516,31.3702,8613.0479,3.2361,17186.7416,84.3445,1.9158,448.382,2.0294,0.544,448.382,81.5699,187.5689,10.9387,13.4362,103.8316
AWG,2.0517,48.8176,62.2311,274.0008,1.0,253.4716,61.531,0.7433,1.0,0.9477,0.9941,1.1173,47.6741,0.9941,0.2101,1122.5935,0.5587,0.7569,3.8342,2.6835,0.5587,42.6182,6.4316,1.681,1.1173,0.6983,1111.9776,0.5195,441.097,3.5675,2102.59,366.2782,13.4078,56.0463,12.4829,99.2855,3.792,30.6022,79.7135,10.2793,8.3799,28.5317,0.5083,1.1654,0.4244,3.792,0.4244,1.7987,0.4244,4.5595,0.4244,30.5999,4980.4851,4.2869,116.6596,4.3741,13.6912,3.8297,59.4053,189.3561,7950.8494,1.8008,0.4244,42.6189,813.9049,23430.0538,72.0923,0.4244,85.5586,0.3961,68.2874,64.2083,55.377,2256.561,0.7433,250.061,682.1716,0.1674,0.4655,276.2121,7131.7016,842.1788,161.6284,85.5335,8.1179,2.6007,5.3179,10.253,1741.3432,31.3185,985.661,1633.9546,4.5054,20.2956,24.6488,8.6137,458.1092,11.2068,2.3529,36.0332,8.1179,231.8798,19.9487,4.8192,68.1892,0.8027,0.2148,0.5587,2.0854,1.9672,29.141,101.5329,2.3864,3979.8037,2.0335,2.5073,59.8197,54.9827,584.1064,2.095,4.4394,8.0389,248.896,5.2569,0.7569,0.4244,6504.5679,322.5843,11.512,240.3328,12.453,1402.6735,8.1179,18.7406,7.0182,1.955,1.5503,1.2443,8.2683,3.7895,0.7433,15.9862,1295.7406,16.5306,2009.277,0.5587,23.4218,6403.0461,2.4228,12770.1099,62.7054,1.4284,333.4147,1.5084,0.4047,333.4147,60.655,139.7704,8.1179,9.9782,77.1738
AZN,2.1648,51.4487,65.5851,289.3011,1.0552,267.3298,64.8066,0.7845,1.0552,1.0,1.0476,1.1789,50.6822,1.0476,0.2216,1206.9645,0.5895,0.7996,4.0463,2.8457,0.5895,44.9339,6.7883,1.6903,1.1789,0.739,1176.4513,0.5466,466.5079,3.751,2220.0946,381.4045,14.1473,59.0602,13.2086,104.7616,3.9959,32.2551,84.0093,10.8178,8.8421,30.2031,0.5356,1.2305,0.4473,3.9959,0.4473,1.9008,0.4473,4.297,0.4473,32.2995,5257.113,4.5268,123.1391,4.6135,14.4291,4.0356,62.6658,200.5947,8447.8298,1.8983,0.4473,44.9339,859.1111,24748.5135,75.953,0.4473,89.9287,0.4179,71.7583,67.4496,58.5911,2381.8957,0.7845,263.5079,718.7603,0.1766,0.4912,292.2801,6822.7519,888.6295,166.9183,90.1433,8.5841,2.7451,5.7104,10.8185,2379.6402,32.9207,1045.4521,1724.7083,4.7519,21.4228,26.2185,9.0842,480.8458,11.8747,2.4844,37.7312,8.5841,243.3501,21.0238,5.1078,71.8943,0.846,0.2267,0.5895,2.2208,2.0733,30.7427,107.299,2.5366,4092.9843,2.1457,2.651,63.0711,59.1798,598.1671,2.2105,4.7645,8.4722,264.5158,5.5399,0.7996,0.4473,6865.847,340.5014,12.1514,253.0869,13.1227,1478.2708,8.5841,19.7248,7.4245,2.063,1.7324,1.3197,8.7443,3.9928,0.7845,16.8568,1364.2237,17.3974,2131.3825,0.5895,25.0004,6788.5988,2.5564,13424.7351,65.8309,1.5139,351.3438,1.5916,0.427,351.3438,63.9166,147.3033,8.5842,10.4443,81.3236
