,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
AED,1.0,23.8259,30.3595,127.3133,0.4874,110.0337,31.0524,0.374,0.4874,0.4623,0.4931,0.5446,23.2643,0.4931,0.1024,551.3449,0.2723,0.3722,1.8694,1.2745,0.2723,20.8294,3.2602,0.7776,0.5446,0.345,544.5557,0.2604,223.9272,1.776,1015.373,179.0823,6.5351,27.7984,6.125,48.3924,1.8808,14.9522,39.1646,5.0593,4.0844,13.9854,0.2521,0.5763,0.212,1.8808,0.2121,0.8261,0.212,2.1117,0.212,14.713,2422.5915,2.0824,56.92,2.1369,6.6901,1.8995,29.3789,93.4772,3916.3386,0.8914,0.212,20.8298,397.0244,11450.3264,35.0528,0.212,42.1114,0.1931,35.0443,31.5243,22.5814,1100.3461,0.374,124.0276,338.2458,0.08159,0.2269,120.7979,3568.7454,410.4833,90.0876,41.3893,4.2378,1.2831,2.6407,5.0355,1086.9535,15.418,499.7453,831.1459,2.201,9.9172,11.6205,4.1962,223.148,5.5196,1.1719,17.5931,4.2378,112.9905,9.7618,2.4345,33.327,0.4097,0.1047,0.2723,1.0199,0.9597,14.2739,50.8274,1.168,1859.1839,0.9912,1.2423,29.6404,20.9872,286.2473,1.0211,2.1628,3.9233,121.1775,2.5969,0.3722,0.212,3367.8222,157.3834,5.6457,115.7644,6.1766,685.6065,4.2378,9.2648,3.3967,0.9528,0.7676,0.608,4.0221,1.8464,0.374,7.9599,630.7764,8.0389,959.0936,0.2723,10.9986,3089.839,1.2077,6255.7092,30.459,0.6987,165.3701,0.7352,0.2004,165.3701,30.0842,68.1598,4.2379,4.6343,41.8559
AFN,0.04197,1.0,1.2742,5.3783,0.02046,4.8041,1.3026,0.01533,0.02046,0.01943,0.02046,0.02286,0.9861,0.02046,0.004297,23.4909,0.01143,0.01551,0.0786,0.05266,0.01143,0.8681,0.1336,0.03779,0.02286,0.01423,22.8874,0.01081,9.3132,0.07348,42.9175,7.467,0.2743,1.1536,0.255,2.0311,0.07805,0.6291,1.6438,0.2115,0.1714,0.5897,0.01046,0.02413,0.008738,0.07805,0.008738,0.03449,0.008738,0.08552,0.008738,0.6187,101.8753,0.08762,2.3936,0.08933,0.2808,0.07883,1.2469,3.8768,163.4615,0.03678,0.008738,0.8681,16.6957,480.4118,1.4712,0.008738,1.7689,0.008103,1.4606,1.3211,0.9211,46.272,0.01533,5.147,14.107,0.003424,0.009524,5.0915,136.4102,17.2284,3.8303,1.7372,0.1737,0.05396,0.1122,0.2114,46.272,0.6521,21.1816,34.9515,0.09201,0.417,0.4929,0.1765,9.3426,0.2289,0.04888,0.7336,0.1737,4.7436,0.4097,0.1002,1.389,0.01679,0.004394,0.01143,0.04243,0.04028,0.5973,2.1317,0.0488,78.3591,0.0416,0.05173,1.2413,0.9164,11.645,0.04286,0.09234,0.1647,5.1044,0.1073,0.01551,0.008738,141.6243,6.6183,0.2374,4.8623,0.2563,28.7758,0.1737,0.386,0.143,0.03996,0.03431,0.02571,0.1674,0.07763,0.01533,0.3344,26.5593,0.3358,40.2646,0.01143,0.4721,128.9526,0.05069,262.7934,1.2823,0.02956,6.8626,0.03086,0.008409,6.8626,1.2485,2.8607,0.1737,0.1991,1.7194
ALL,0.03294,0.7848,1.0,4.2077,0.01605,3.7584,1.0223,0.0121,0.01605,0.01525,0.01615,0.01794,0.7739,0.01615,0.003372,18.3778,0.008969,0.01224,0.06168,0.04155,0.008969,0.6851,0.1048,0.02966,0.01794,0.01123,17.9057,0.008532,7.3491,0.05799,33.6816,5.8601,0.2153,0.9103,0.2013,1.594,0.06159,0.4937,1.29,0.166,0.1345,0.4613,0.008256,0.01894,0.006895,0.06159,0.006895,0.02699,0.006895,0.0669,0.006895,0.484,79.7006,0.06876,1.8726,0.07049,0.2204,0.0622,0.9755,3.0592,128.9897,0.02902,0.006895,0.6851,13.0617,375.8431,1.1546,0.006895,1.3882,0.006359,1.1526,1.0368,0.7206,36.2002,0.0121,4.0615,11.132,0.002687,0.007474,3.9958,107.0542,13.5207,3.006,1.3633,0.137,0.04221,0.08803,0.1659,36.2002,0.5101,16.6233,27.3438,0.07261,0.3263,0.3869,0.1385,7.3091,0.1807,0.03858,0.5739,0.137,3.7228,0.3215,0.07905,1.0961,0.01325,0.003449,0.008969,0.0333,0.03161,0.4713,1.673,0.0383,61.4959,0.03265,0.04082,0.9741,0.7192,9.1103,0.03363,0.07247,0.1292,3.9933,0.08463,0.01224,0.006895,110.7977,5.1777,0.1857,3.8039,0.2023,22.583,0.137,0.3046,0.1119,0.03126,0.02693,0.02018,0.1321,0.06093,0.0121,0.2624,20.7783,0.265,31.5004,0.008969,0.3705,100.8842,0.03978,206.2401,1.0063,0.0232,5.4154,0.02422,0.0066,5.4154,0.9852,2.2451,0.137,0.1558,1.3451
AMD,0.007855,0.1859,0.2377,1.0,0.003828,0.8932,0.2423,0.002914,0.003828,0.003625,0.003862,0.004278,0.1834,0.003862,0.00080418,4.3677,0.002139,0.00292,0.01462,0.009894,0.002139,0.1633,0.02492,0.00602,0.004278,0.002699,4.2555,0.00204,1.7589,0.01382,7.9781,1.3887,0.05133,0.2177,0.04808,0.3801,0.01473,0.117,0.306,0.03955,0.03208,0.1096,0.001975,0.004494,0.001652,0.01473,0.001652,0.006489,0.001652,0.0159,0.001652,0.115,18.9418,0.0163,0.445,0.01679,0.05221,0.01488,0.2318,0.7305,30.7616,0.006905,0.001652,0.1633,3.1043,89.9387,0.273,0.001652,0.3289,0.001516,0.2747,0.2458,0.1774,8.6034,0.002914,0.9714,2.6524,0.00064084,0.001782,0.9502,25.3788,3.2242,0.7126,0.3231,0.03259,0.01003,0.02092,0.03949,8.6034,0.1212,3.939,6.4986,0.0173,0.07754,0.09148,0.03289,1.7371,0.04335,0.009205,0.1364,0.03259,0.8817,0.07618,0.019,0.2613,0.003189,0.00082235,0.002139,0.007891,0.007496,0.1121,0.3961,0.009149,14.5776,0.007785,0.009709,0.2314,0.1622,2.1652,0.00802,0.01718,0.03067,0.9491,0.02029,0.00292,0.001652,26.3324,1.2306,0.04414,0.904,0.04837,5.3594,0.03259,0.07277,0.02668,0.00747,0.006398,0.004763,0.03146,0.01444,0.002914,0.06228,4.9382,0.06415,7.4864,0.002139,0.08777,24.2698,0.009486,48.8473,0.2384,0.005491,1.2952,0.005775,0.001566,1.2952,0.2356,0.5322,0.03259,0.03702,0.3197
ANG,2.0517,48.883,62.2879,261.2057,1.0,225.7535,63.7095,0.7673,1.0,0.9485,1.0116,1.1173,47.7308,1.0116,0.2101,1131.181,0.5587,0.7636,3.8353,2.6149,0.5587,42.7351,6.6888,1.5953,1.1173,0.7078,1117.2518,0.5343,459.4261,3.6438,2083.2165,367.4189,13.4078,57.0332,12.5664,99.2855,3.8588,30.6771,80.353,10.38,8.3799,28.6935,0.5172,1.1823,0.435,3.8588,0.4351,1.6949,0.435,4.3325,0.435,30.1862,4970.3727,4.2724,116.7814,4.3843,13.7259,3.8971,60.2761,191.7849,8035.0579,1.8288,0.435,42.7359,814.5653,23492.3596,71.917,0.435,86.3989,0.3961,71.8995,64.6776,46.3298,2257.5536,0.7673,254.4644,693.9707,0.1674,0.4655,247.8382,7321.9092,842.1788,184.8306,84.9175,8.6946,2.6324,5.4179,10.3311,2230.0764,31.6327,1025.3153,1705.242,4.5158,20.3468,23.8414,8.6093,457.8275,11.3244,2.4043,36.0954,8.6946,231.8198,20.0281,4.9949,68.3762,0.8405,0.2148,0.5587,2.0925,1.969,29.2855,104.2813,2.3964,3814.4429,2.0335,2.5488,60.8126,43.0589,587.2867,2.095,4.4373,8.0493,248.6169,5.328,0.7636,0.435,6909.68,322.8997,11.5831,237.511,12.6723,1406.6424,8.6946,19.0085,6.969,1.9548,1.5749,1.2474,8.252,3.7882,0.7673,16.3312,1294.1488,16.4933,1967.7492,0.5587,22.5656,6339.3485,2.4779,12834.6883,62.492,1.4334,339.2859,1.5084,0.4111,339.2859,61.723,139.8418,8.6948,9.5081,85.8748
AOA,0.009088,0.2082,0.2661,1.1195,0.00443,1.0,0.2713,0.003359,0.00443,0.004046,0.004422,0.004949,0.2053,0.004422,0.00093047,4.8897,0.002475,0.003383,0.01637,0.01159,0.002475,0.1893,0.0279,0.007873,0.004949,0.003097,4.9761,0.002334,2.0355,0.01583,8.9317,1.5546,0.05939,0.2493,0.05568,0.4398,0.01687,0.1309,0.3426,0.04395,0.03712,0.1277,0.002261,0.005031,0.001897,0.01687,0.001897,0.00718,0.001897,0.0178,0.001897,0.1288,21.2058,0.01825,0.4982,0.01942,0.05845,0.01703,0.2595,0.8497,35.5999,0.008103,0.001897,0.1893,3.4753,100.0,0.3186,0.001897,0.3682,0.001755,0.3133,0.2876,0.1917,9.6317,0.003359,1.1122,3.0747,0.00074148,0.002062,1.0606,28.4123,3.7305,0.7978,0.3617,0.038,0.01123,0.02448,0.044,9.6317,0.1357,4.4099,7.2753,0.02,0.08681,0.1024,0.03682,1.9447,0.05017,0.01065,0.1615,0.038,1.0322,0.08528,0.0218,0.3029,0.003724,0.00095149,0.002475,0.008834,0.008392,0.1298,0.4435,0.0102,16.32,0.009008,0.01129,0.2595,0.1914,2.424,0.00928,0.01923,0.03433,1.1073,0.02327,0.003383,0.001897,29.4798,1.3776,0.04942,1.0121,0.05539,6.0,0.038,0.08422,0.02976,0.008317,0.007163,0.005332,0.03656,0.01616,0.003359,0.06972,5.7548,0.07307,8.3813,0.002475,0.09827,26.8421,0.01098,54.6858,0.2669,0.006147,1.483,0.006682,0.001821,1.483,0.2698,0.5959,0.038,0.04145,0.3579
ARS,0.0322,0.7677,0.9782,4.1269,0.0157,3.6863,1.0,0.01189,0.0157,0.01491,0.01581,0.01754,0.757,0.01581,0.003297,18.0249,0.008769,0.01195,0.0602,0.0405,0.008769,0.6675,0.1025,0.02901,0.01754,0.01101,17.5619,0.008353,7.168,0.05675,32.6987,5.7671,0.2105,0.8912,0.1969,1.5584,0.0603,0.4815,1.2619,0.1627,0.1315,0.4525,0.008082,0.01855,0.006729,0.0603,0.006729,0.02647,0.006729,0.06562,0.006729,0.4747,78.1705,0.06706,1.8367,0.06875,0.2156,0.0609,0.9567,2.9863,120.3303,0.0284,0.006729,0.6675,12.8109,368.6275,1.1238,0.006729,1.3579,0.006217,1.1251,1.0142,0.7068,35.5052,0.01189,3.9762,10.8602,0.002627,0.007307,3.8857,104.7187,13.219,2.9404,1.3336,0.1349,0.0414,0.08592,0.1623,35.5052,0.5003,16.2606,26.8188,0.07081,0.32,0.3784,0.1355,7.1687,0.1768,0.03758,0.5629,0.1349,3.6415,0.3145,0.07778,1.068,0.01301,0.003372,0.008769,0.03269,0.03092,0.459,1.6368,0.03751,59.8725,0.03192,0.03995,0.9529,0.6914,8.9354,0.03288,0.07089,0.1264,3.9167,0.08322,0.01195,0.006729,108.6705,5.0783,0.1822,3.7309,0.198,22.0905,0.1349,0.297,0.1097,0.03066,0.02634,0.01974,0.1288,0.0596,0.01189,0.256,20.3794,0.2578,30.8956,0.008769,0.3542,98.9474,0.03887,201.7401,0.9844,0.02269,5.3015,0.02368,0.006452,5.3015,0.9645,2.1961,0.1349,0.1528,1.3193
AUD,2.6739,65.2327,82.6658,343.2181,1.3033,297.731,84.1294,1.0,1.3033,1.2636,1.3202,1.4561,61.9711,1.3205,0.2738,1474.2813,0.7281,0.998,5.0616,3.419,0.7281,55.6774,8.732,2.0458,1.4561,0.9234,1456.1289,0.697,602.6401,4.738,2746.4195,485.906,17.4738,74.4301,16.4942,129.3942,5.0358,40.4866,106.9988,13.6608,10.9211,37.3966,0.675,1.5528,0.5657,5.0358,0.5657,2.2318,0.5657,5.6971,0.5657,39.3421,6477.9514,5.6377,152.2027,5.7235,18.314,5.0859,78.5585,250.3925,10437.8932,2.3811,0.5657,55.6959,1061.6336,30907.322,94.2823,0.5657,115.3727,0.5162,93.6624,84.82,61.2645,2942.299,1.0,332.0837,906.0151,0.2182,0.6067,326.3438,9724.0597,1097.573,241.0975,113.2622,11.3387,3.4308,7.0092,13.7727,2963.6,42.0044,1331.2978,2222.4641,5.8949,26.5183,31.0232,11.459,597.0437,14.7671,3.1525,46.4804,11.3387,309.5833,26.7266,6.5076,89.0838,1.0941,0.2799,0.7281,2.7361,2.6236,38.1613,137.7463,3.1315,5031.2963,2.6502,3.3401,79.4098,56.2345,771.3982,2.7303,5.8279,10.7107,324.0256,6.9468,0.998,0.5657,9005.4758,420.8394,15.0964,309.4804,16.5378,1871.5365,11.3387,24.7859,9.1631,2.6062,2.027,1.6486,10.7538,5.0613,1.0,21.3077,1692.46,21.6521,2564.3125,0.7286,29.638,8348.1026,3.2654,16760.2549,82.6194,1.8917,442.7783,1.9658,0.5374,442.7783,80.5504,186.4024,11.3388,12.3165,111.922
AWG,2.0517,48.883,62.2879,261.2057,1.0,225.7535,63.7095,0.7673,1.0,0.9485,1.0116,1.1173,47.7308,1.0116,0.2101,1131.181,0.5587,0.7636,3.8353,2.6149,0.5587,42.7351,6.6888,1.5953,1.1173,0.7078,1117.2518,0.5343,459.4261,3.6438,2083.2165,367.4189,13.4078,57.0332,12.5664,99.2855,3.8588,30.6771,80.353,10.38,8.3799,28.6935,0.5172,1.1823,0.435,3.8588,0.4351,1.6949,0.435,4.3325,0.435,30.1862,4970.3727,4.2724,116.7814,4.3843,13.7259,3.8971,60.2761,191.7849,8035.0579,1.8288,0.435,42.7359,814.5653,23492.3596,71.917,0.435,86.3989,0.3961,71.8995,64.6776,46.3298,2257.5536,0.7673,254.4644,693.9707,0.1674,0.4655,247.8382,7321.9092,842.1788,184.8306,84.9175,8.6946,2.6324,5.4179,10.3311,2230.0764,31.6327,1025.3153,1705.242,4.5158,20.3468,23.8414,8.6093,457.8275,11.3244,2.4043,36.0954,8.6946,231.8198,20.0281,4.9949,68.3762,0.8405,0.2148,0.5587,2.0925,1.969,29.2855,104.2813,2.3964,3814.4429,2.0335,2.5488,60.8126,43.0589,587.2867,2.095,4.4373,8.0493,248.6169,5.328,0.7636,0.435,6909.68,322.8997,11.5831,237.511,12.6723,1406.6424,8.6946,19.0085,6.969,1.9548,1.5749,1.2474,8.252,3.7882,0.7673,16.3312,1294.1488,16.4933,1967.7492,0.5587,22.5656,6339.3485,2.4779,12834.6883,62.492,1.4334,339.2859,1.5084,0.4111,339.2859,61.723,139.8418,8.6948,9.5081,85.8748
AZN,2.163,51.4781,65.595,275.8286,1.0543,247.1471,67.0571,0.7914,1.0543,1.0,1.0567,1.178,50.761,1.0567,0.2215,1208.4851,0.589,0.8015,4.0461,2.7223,0.589,44.8622,6.876,1.7822,1.178,0.7352,1177.4404,0.5585,479.9673,3.798,2209.3131,384.3851,14.1354,59.576,13.177,104.6735,4.0308,32.3862,84.619,10.9149,8.8346,30.3357,0.5403,1.2423,0.4508,4.0308,0.4508,1.784,0.4508,4.3995,0.4508,31.8295,5240.9563,4.5105,123.1389,4.6197,14.4546,4.0709,64.145,200.7556,8424.225,1.8994,0.4508,44.8623,858.9097,24745.4329,75.1596,0.4508,91.0588,0.4176,75.4117,68.0081,48.4322,2380.4533,0.7914,265.8094,729.3343,0.1765,0.4908,261.9364,7022.1384,887.8821,197.1771,89.4256,8.9667,2.7757,5.7743,10.8918,2380.4533,33.5458,1090.3911,1798.0742,4.7582,21.4545,25.375,9.0834,480.6292,11.799,2.5193,37.738,8.9667,244.1903,21.0913,5.1769,71.7796,0.8673,0.2265,0.589,2.1844,2.0735,30.7813,109.7359,2.5119,4033.7758,2.1439,2.6709,63.7594,47.1402,599.0732,2.2087,4.7535,8.4766,262.5938,5.5424,0.8015,0.4508,7285.8382,340.4781,12.2137,250.1389,13.2373,1481.3225,8.9667,19.8916,7.353,2.0605,1.7664,1.3235,8.6509,3.9964,0.7914,17.2139,1366.3415,17.3246,2071.4051,0.589,24.3045,6644.8986,2.6123,13528.1158,66.0085,1.5218,354.4126,1.5902,0.4334,354.4126,64.4749,147.2658,8.9667,10.2434,88.4526
