,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
AED,1.0,24.0888,30.4327,129.5224,0.4874,119.3934,30.4912,0.3649,0.4874,0.4625,0.4893,0.5446,23.4583,0.4893,0.1024,549.1046,0.2723,0.3709,1.8749,1.2938,0.2723,20.7025,3.1553,0.8453,0.5446,0.3424,542.5347,0.2542,219.7106,1.7369,1029.9085,179.1943,6.5351,27.5844,6.1179,48.3924,1.8663,15.0036,39.162,4.9893,4.0844,13.9496,0.2502,0.5685,0.209,1.8663,0.209,0.8362,0.209,2.0903,0.209,14.6247,2420.1126,2.0934,56.6621,2.1362,6.7018,1.8849,29.2672,94.7198,3907.6835,0.8819,0.209,20.7027,395.2217,11429.7024,35.1096,0.209,41.9814,0.1931,33.9003,31.4176,24.4791,1096.506,0.3649,123.0731,334.8269,0.08159,0.2269,121.544,3539.3491,410.4833,84.2665,41.5546,3.9811,1.2654,2.6329,5.0107,994.5218,15.4435,486.1452,816.3824,2.2003,9.8536,12.0292,4.1861,222.7114,5.4702,1.1479,17.5501,3.9811,113.1788,9.7746,2.3727,33.124,0.3979,0.1047,0.2723,1.0105,0.9592,14.0668,51.2658,1.1592,1873.5412,0.9912,1.2321,29.4832,21.3657,284.3343,1.0211,2.1486,3.9169,121.1307,2.5699,0.3709,0.209,3204.4704,156.6649,5.6047,115.838,6.129,684.3633,3.9811,9.1652,3.4008,0.952,0.798,0.6141,4.0216,1.8482,0.3649,7.8569,630.6056,7.9953,965.3813,0.2723,11.3393,3088.3114,1.201,6230.1097,30.3861,0.7008,164.0974,0.7352,0.199,164.0974,29.8527,68.1613,3.9812,4.7662,39.6209
AFN,0.04151,1.0,1.2634,5.4276,0.02023,5.0522,1.266,0.01513,0.02023,0.01921,0.02033,0.02261,0.9769,0.02033,0.00425,23.2954,0.0113,0.01539,0.0779,0.05361,0.0113,0.8566,0.1307,0.03689,0.02261,0.01422,22.7065,0.01056,9.1122,0.07187,42.5891,7.4422,0.2713,1.1462,0.2545,2.0089,0.07755,0.6235,1.6257,0.2073,0.1696,0.5836,0.01039,0.02372,0.008665,0.07755,0.008665,0.03497,0.008665,0.08488,0.008665,0.6132,101.4665,0.087,2.3756,0.08848,0.2782,0.07832,1.2217,3.9052,162.1893,0.0364,0.008665,0.8566,16.5702,475.5,1.4575,0.008665,1.7421,0.008014,1.402,1.3034,0.9739,45.9725,0.01513,5.114,13.8579,0.003387,0.00942,5.042,134.4844,17.0404,3.5024,1.7251,0.1663,0.05305,0.1102,0.208,45.8855,0.6423,20.0559,34.2279,0.09113,0.4131,0.5104,0.1741,9.2718,0.2273,0.04766,0.7282,0.1663,4.7007,0.4058,0.09886,1.3706,0.01647,0.004346,0.0113,0.04198,0.03982,0.582,2.1292,0.04829,78.1559,0.04115,0.05139,1.2244,0.9023,11.5506,0.04239,0.09132,0.1626,5.0522,0.1068,0.01539,0.008665,134.3518,6.5684,0.235,4.8598,0.2547,28.4102,0.1663,0.3792,0.142,0.03965,0.03365,0.02548,0.1666,0.0768,0.01513,0.3265,26.3592,0.3323,40.3838,0.0113,0.4698,129.336,0.04986,259.2923,1.2628,0.02917,6.8187,0.03052,0.008263,6.8187,1.2405,2.8296,0.1663,0.1993,1.6553
ALL,0.03286,0.7915,1.0,4.2903,0.01602,3.9935,1.0021,0.01197,0.01602,0.01521,0.0161,0.01789,0.7733,0.0161,0.003364,18.414,0.008947,0.01218,0.06166,0.04244,0.008947,0.6781,0.1035,0.0292,0.01789,0.01125,17.9485,0.008357,7.2139,0.05689,33.711,5.8908,0.2147,0.9074,0.2014,1.5901,0.06139,0.4935,1.2868,0.1641,0.1342,0.4613,0.008229,0.01878,0.00686,0.06139,0.00686,0.02764,0.00686,0.06709,0.00686,0.4847,80.205,0.06887,1.8778,0.07005,0.2202,0.062,0.9657,3.0917,128.4011,0.02881,0.00686,0.6781,13.0981,375.8627,1.1537,0.00686,1.3789,0.006344,1.1099,1.0317,0.7698,36.3393,0.01197,4.0486,10.9709,0.002681,0.007456,3.9909,106.4499,13.4882,2.7723,1.3655,0.1317,0.04194,0.08719,0.1646,36.2706,0.5077,15.875,27.0558,0.07215,0.3266,0.404,0.1378,7.329,0.18,0.03773,0.5756,0.1317,3.7208,0.3212,0.07827,1.085,0.01304,0.00344,0.008947,0.03322,0.03152,0.4607,1.6853,0.03823,61.8635,0.03257,0.04068,0.9692,0.7142,9.1303,0.03355,0.07228,0.1287,3.9935,0.08456,0.01218,0.00686,106.1994,5.192,0.1857,3.8415,0.2016,22.4878,0.1317,0.3002,0.1122,0.03134,0.02664,0.02017,0.1319,0.06079,0.01197,0.2585,20.8359,0.263,31.9217,0.008947,0.3719,102.2347,0.03946,205.2402,0.9995,0.02309,5.3982,0.02416,0.006541,5.3982,0.982,2.2397,0.1317,0.1575,1.3085
AMD,0.007721,0.1842,0.2331,1.0,0.003763,0.9308,0.2339,0.002816,0.003763,0.003561,0.003777,0.004205,0.1804,0.003777,0.00079046,4.292,0.002102,0.002864,0.0144,0.00999,0.002102,0.1594,0.02413,0.00603,0.004205,0.002647,4.1835,0.001965,1.6963,0.01338,7.8249,1.371,0.05046,0.2129,0.04731,0.3736,0.01441,0.115,0.2993,0.03844,0.03153,0.1075,0.001931,0.004358,0.001611,0.01441,0.001611,0.006456,0.001611,0.01564,0.001611,0.113,18.6946,0.01607,0.4377,0.01648,0.05136,0.01455,0.2251,0.7277,30.17,0.006779,0.001611,0.1594,3.053,88.2451,0.2707,0.001611,0.3214,0.001491,0.2609,0.2409,0.189,8.4701,0.002816,0.95,2.5748,0.00062991,0.001752,0.9391,24.7535,3.1692,0.6381,0.3191,0.03095,0.009775,0.02031,0.03859,8.4541,0.1183,3.7202,6.3063,0.01697,0.07612,0.09406,0.03234,1.7083,0.04223,0.008863,0.1342,0.03095,0.8697,0.0749,0.0184,0.255,0.003064,0.00080833,0.002102,0.007741,0.007372,0.1086,0.3902,0.008964,14.4362,0.007652,0.009541,0.227,0.1645,2.1281,0.007884,0.0169,0.03016,0.9308,0.01988,0.002864,0.001611,24.7535,1.2102,0.04329,0.8954,0.04731,5.2565,0.03095,0.07076,0.02626,0.007341,0.006243,0.004685,0.031,0.01415,0.002816,0.06009,4.8565,0.0621,7.4405,0.002102,0.08659,23.8438,0.009272,47.8475,0.2304,0.005395,1.2667,0.005676,0.001532,1.2667,0.2304,0.5235,0.03095,0.03671,0.305
ANG,2.0517,49.4223,62.4381,265.738,1.0,244.9565,62.5581,0.7486,1.0,0.949,1.0038,1.1173,48.1289,1.0038,0.2101,1126.5847,0.5587,0.761,3.8466,2.6544,0.5587,42.4749,6.4736,1.7343,1.1173,0.7025,1113.1054,0.5216,450.7749,3.5635,2113.0386,367.6487,13.4078,56.5943,12.552,99.2855,3.8291,30.7826,80.3478,10.2364,8.3799,28.62,0.5133,1.1665,0.4289,3.8291,0.4289,1.7155,0.4289,4.2886,0.4289,30.0051,4965.2869,4.2951,116.2523,4.3828,13.7499,3.8671,60.0468,194.3343,8017.3004,1.8093,0.4289,42.4753,810.8668,23450.0458,72.0336,0.4289,86.1321,0.3961,69.5525,64.4587,50.2231,2249.675,0.7486,252.5061,686.9562,0.1674,0.4655,249.3689,7261.5975,842.1788,172.8876,85.2566,8.168,2.5962,5.4019,10.2802,2040.4364,31.685,997.4124,1674.9521,4.5142,20.2164,24.6801,8.5884,456.9316,11.2232,2.3551,36.0071,8.168,232.2063,20.0542,4.868,67.9598,0.8163,0.2148,0.5587,2.0732,1.9679,28.8606,105.1808,2.3783,3843.8995,2.0335,2.5279,60.49,43.8354,583.3618,2.095,4.4083,8.0362,248.5209,5.2726,0.7611,0.4289,6574.535,321.4257,11.4991,237.6621,12.5748,1404.0918,8.168,18.804,6.9773,1.9531,1.6372,1.26,8.2511,3.7918,0.7486,16.1198,1293.7983,16.4038,1980.6496,0.5587,23.2646,6336.2143,2.464,12782.1664,62.3424,1.4379,336.6747,1.5084,0.4084,336.6747,61.248,139.845,8.1681,9.7786,81.2893
AOA,0.008376,0.1979,0.2504,1.0743,0.004082,1.0,0.2513,0.003019,0.004082,0.003818,0.004047,0.004561,0.1938,0.004047,0.00085752,4.611,0.002281,0.003107,0.01547,0.01084,0.002281,0.1734,0.02592,0.007373,0.004561,0.002833,4.5836,0.002102,1.8406,0.0143,8.4063,1.4728,0.05474,0.2282,0.05125,0.4053,0.01544,0.1236,0.3216,0.04108,0.03421,0.1176,0.002069,0.004682,0.001728,0.01544,0.001728,0.006922,0.001728,0.0168,0.001728,0.1214,20.0837,0.01726,0.4702,0.0179,0.05517,0.01559,0.2418,0.7935,32.7362,0.007388,0.001728,0.1734,3.2798,94.1176,0.2941,0.001728,0.3453,0.001617,0.2796,0.2648,0.1928,9.0995,0.003019,1.018,2.805,0.00068335,0.001901,1.0403,26.5928,3.4381,0.6855,0.3429,0.03295,0.0105,0.02243,0.04124,9.0823,0.1271,3.9967,6.7749,0.01843,0.08177,0.1011,0.03474,1.8352,0.04583,0.009616,0.1489,0.03295,0.9542,0.08047,0.01969,0.2774,0.003333,0.0008769,0.002281,0.008316,0.007919,0.1178,0.4192,0.0096,15.5089,0.008302,0.01032,0.243,0.1886,2.2863,0.008552,0.01815,0.0324,1.0234,0.02127,0.003108,0.001728,26.5928,1.3001,0.04651,0.9619,0.0507,5.6471,0.03295,0.07678,0.0281,0.007849,0.006707,0.005033,0.03369,0.0152,0.003019,0.06456,5.3193,0.06698,7.9933,0.002281,0.09302,25.6,0.01006,51.4029,0.2476,0.005796,1.3573,0.006158,0.001667,1.3573,0.2469,0.5624,0.03295,0.03944,0.3276
ARS,0.0328,0.7899,0.9979,4.2748,0.01599,3.9792,1.0,0.01195,0.01599,0.01517,0.01606,0.01786,0.7716,0.01606,0.003358,18.3477,0.00893,0.01216,0.06149,0.04239,0.00893,0.6772,0.1033,0.02914,0.01786,0.01124,17.8839,0.008342,7.2042,0.0568,33.7772,5.8769,0.2143,0.9056,0.2011,1.5871,0.06127,0.4921,1.2841,0.1637,0.134,0.4597,0.008213,0.01875,0.006845,0.06127,0.006845,0.02755,0.006845,0.06685,0.006845,0.4829,79.9163,0.06866,1.8711,0.06994,0.2198,0.06188,0.9622,3.0911,126.5715,0.02878,0.006845,0.6772,13.0509,374.5098,1.1534,0.006845,1.376,0.006332,1.1077,1.0296,0.7671,36.2085,0.01195,4.0407,10.9479,0.002676,0.007442,3.9961,106.2276,13.4623,2.7665,1.3626,0.1315,0.04179,0.08699,0.1643,36.14,0.5059,15.8418,26.9584,0.07204,0.3254,0.4032,0.1375,7.3026,0.1797,0.03767,0.5736,0.1315,3.713,0.3205,0.07824,1.0835,0.01301,0.003434,0.00893,0.03314,0.03145,0.4597,1.6813,0.03813,61.4452,0.03251,0.0406,0.9671,0.7105,9.0974,0.03349,0.07213,0.1284,3.9792,0.08442,0.01216,0.006845,105.8172,5.1733,0.1851,3.8277,0.2012,22.4408,0.1315,0.2995,0.1118,0.03123,0.02658,0.02013,0.1316,0.06067,0.01195,0.2579,20.7609,0.2623,31.8068,0.00893,0.3719,101.8667,0.03934,204.8115,0.9975,0.02304,5.3876,0.02411,0.006528,5.3876,0.9801,2.2351,0.1315,0.1569,1.3038
AUD,2.7407,66.1116,83.5086,355.1555,1.3358,331.236,83.6674,1.0,1.3358,1.2685,1.3412,1.4925,63.7627,1.3412,0.2806,1504.9061,0.7463,1.0199,5.1439,3.5448,0.7463,56.7321,8.6508,2.3079,1.4925,0.9381,1486.9042,0.6967,602.3919,4.7475,2828.7458,491.8394,17.9104,75.6116,16.9386,132.6269,5.1158,41.1732,107.4885,13.6767,11.194,38.231,0.6856,1.5582,0.5724,5.1158,0.5723,2.2937,0.5724,5.7814,0.5724,40.0813,6632.7086,5.7442,155.2917,5.8538,18.3888,5.1666,80.2115,259.6315,10671.7053,2.4183,0.5724,56.6403,1083.1687,31391.543,96.2599,0.5724,115.1496,0.5291,92.7698,86.1486,67.8852,3005.1514,1.0,337.3553,916.5261,0.2236,0.6219,332.5585,9751.0009,1124.9939,229.5109,113.989,10.9275,3.468,7.1969,13.7456,2542.7616,42.3962,1353.4759,2237.4275,6.0315,27.0054,32.6116,11.5008,609.4088,14.9786,3.1307,47.4433,10.9275,310.6117,26.82,6.5114,90.7714,1.0903,0.2869,0.7463,2.7708,2.6309,38.4774,140.7807,3.1722,5138.755,2.7164,3.3938,80.8364,58.3896,786.2904,2.7985,5.8852,10.7411,331.9784,7.0413,1.0194,0.5724,8782.3676,429.3655,15.3606,315.8948,16.8003,1877.2636,10.9275,25.1308,9.3328,2.6121,2.1825,1.6838,10.9945,5.0776,1.0,21.4872,1725.634,21.9211,2636.0142,0.7461,31.1291,8469.4227,3.291,17116.8264,83.3235,1.9209,449.8071,2.0149,0.5457,449.8071,81.8291,186.9739,10.9314,13.0175,108.5877
AWG,2.0517,49.4223,62.4381,265.738,1.0,244.9565,62.5581,0.7486,1.0,0.949,1.0038,1.1173,48.1289,1.0038,0.2101,1126.5847,0.5587,0.761,3.8466,2.6544,0.5587,42.4749,6.4736,1.7343,1.1173,0.7025,1113.1054,0.5216,450.7749,3.5635,2113.0386,367.6487,13.4078,56.5943,12.552,99.2855,3.8291,30.7826,80.3478,10.2364,8.3799,28.62,0.5133,1.1665,0.4289,3.8291,0.4289,1.7155,0.4289,4.2886,0.4289,30.0051,4965.2869,4.2951,116.2523,4.3828,13.7499,3.8671,60.0468,194.3343,8017.3004,1.8093,0.4289,42.4753,810.8668,23450.0458,72.0336,0.4289,86.1321,0.3961,69.5525,64.4587,50.2231,2249.675,0.7486,252.5061,686.9562,0.1674,0.4655,249.3689,7261.5975,842.1788,172.8876,85.2566,8.168,2.5962,5.4019,10.2802,2040.4364,31.685,997.4124,1674.9521,4.5142,20.2164,24.6801,8.5884,456.9316,11.2232,2.3551,36.0071,8.168,232.2063,20.0542,4.868,67.9598,0.8163,0.2148,0.5587,2.0732,1.9679,28.8606,105.1808,2.3783,3843.8995,2.0335,2.5279,60.49,43.8354,583.3618,2.095,4.4083,8.0362,248.5209,5.2726,0.7611,0.4289,6574.535,321.4257,11.4991,237.6621,12.5748,1404.0918,8.168,18.804,6.9773,1.9531,1.6372,1.26,8.2511,3.7918,0.7486,16.1198,1293.7983,16.4038,1980.6496,0.5587,23.2646,6336.2143,2.464,12782.1664,62.3424,1.4379,336.6747,1.5084,0.4084,336.6747,61.248,139.845,8.1681,9.7786,81.2893
AZN,2.1619,52.0547,65.7638,280.8288,1.0537,261.8958,65.9014,0.7883,1.0537,1.0,1.059,1.1774,50.8527,1.059,0.2213,1207.5889,0.5887,0.8018,4.0549,2.7944,0.5887,44.6463,6.8052,1.8612,1.1774,0.7409,1177.0599,0.5501,474.5763,3.7451,2216.9659,387.4008,14.1284,59.7054,13.2567,104.6215,4.0396,32.4561,84.6273,10.7967,8.8303,30.2551,0.5415,1.235,0.4514,4.0396,0.4514,1.8133,0.4514,4.4001,0.4514,31.7851,5259.8326,4.529,123.1485,4.6114,14.4823,4.0797,63.33,203.5653,8447.0622,1.897,0.4514,44.6463,858.9682,24733.4555,75.9581,0.4514,90.6826,0.4174,73.0552,67.8506,52.6488,2383.128,0.7883,266.3867,721.899,0.1764,0.4906,262.3245,7000.5532,887.4413,182.3196,89.7978,8.6661,2.7502,5.7341,10.8327,2378.6187,33.2945,1043.9987,1774.3119,4.7497,21.4157,26.5694,9.0644,480.6347,11.8405,2.4821,37.7508,8.6661,244.6938,21.1224,5.1517,71.434,0.8583,0.2263,0.5887,2.185,2.0728,30.3093,110.8352,2.5146,4068.3801,2.1428,2.6766,63.7438,46.9443,598.7616,2.2076,4.7535,8.4643,261.8958,5.5667,0.8018,0.4514,6964.5429,340.493,12.1812,251.9238,13.2661,1478.8807,8.6661,19.7514,7.3687,2.0616,1.7516,1.3266,8.68,3.9979,0.7883,16.9978,1366.413,17.3299,2093.4221,0.5887,24.4576,6702.6264,2.5964,13497.3747,65.7344,1.5182,355.1822,1.5894,0.4303,355.1822,64.6149,147.2938,8.6661,10.3295,85.8089
