,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
AED,1.0,23.907,30.3584,128.3531,0.4874,115.1005,30.7364,0.3675,0.4874,0.462,0.4925,0.5446,23.2462,0.4925,0.1024,548.7406,0.2723,0.3688,1.8701,1.2806,0.2723,20.7739,3.1665,0.7854,0.5446,0.3432,544.0337,0.2566,221.4749,1.7387,1008.1286,177.4449,6.5351,27.7682,6.1384,48.3924,1.8788,14.9412,39.034,5.0227,4.0844,13.9986,0.2518,0.5723,0.2088,1.8788,0.2088,0.8354,0.2088,2.1159,0.2088,14.6753,2422.4863,2.0835,56.9036,2.1363,6.6695,1.8974,29.256,94.3938,3887.8613,0.8755,0.2088,20.7743,396.7368,11446.0649,35.2792,0.2088,42.0792,0.1931,34.4437,31.502,22.9721,1099.2603,0.3675,123.8929,334.0882,0.08159,0.2269,123.4052,3537.7808,410.4833,86.2937,41.5302,3.9782,1.2771,2.598,5.0261,1087.5862,15.5101,499.4027,825.8086,2.2004,9.8999,11.56,4.1953,222.7262,5.4417,1.1499,17.5062,3.9782,113.0087,9.7335,2.3958,33.2383,0.402,0.1047,0.2723,1.0162,0.9594,14.2032,49.3934,1.1618,1847.7728,0.9912,1.2395,29.6443,22.0817,285.8116,1.0211,2.163,3.9219,121.3291,2.6017,0.3688,0.2088,3300.8949,157.2491,5.6427,115.9273,6.1699,685.8388,3.9782,9.1629,3.4034,0.9527,0.7674,0.6083,3.9845,1.8438,0.3675,7.8978,632.6113,7.9948,958.5607,0.2723,11.2432,3069.7494,1.2054,6234.2946,30.3861,0.6984,165.1905,0.7352,0.1992,165.1905,30.0515,68.1587,3.9782,4.7401,40.8938
AFN,0.04183,1.0,1.2699,5.3826,0.02039,4.9231,1.2857,0.0153,0.02039,0.01936,0.02048,0.02278,0.9821,0.02048,0.004283,23.3313,0.01139,0.01543,0.07831,0.05363,0.01139,0.8668,0.1312,0.03763,0.02278,0.01431,22.7434,0.01067,9.2078,0.07259,42.6368,7.4503,0.2734,1.1545,0.2557,2.0242,0.07812,0.6247,1.6327,0.2104,0.1708,0.5851,0.01047,0.02398,0.008681,0.07812,0.008681,0.03507,0.008681,0.08499,0.008681,0.6138,101.3285,0.08738,2.3802,0.08933,0.279,0.07889,1.2277,3.9425,163.5554,0.03654,0.008681,0.8668,16.5948,477.8333,1.4757,0.008681,1.7621,0.008075,1.4273,1.3154,0.9787,45.9802,0.0153,5.1512,13.9755,0.003413,0.009491,5.1409,134.8566,17.17,3.6715,1.7372,0.1668,0.05342,0.1117,0.21,45.9802,0.6465,21.0962,34.5422,0.09201,0.4141,0.4934,0.1758,9.2082,0.2261,0.0482,0.7285,0.1668,4.7228,0.4071,0.09982,1.3869,0.01671,0.004379,0.01139,0.04249,0.04013,0.5942,2.0676,0.04872,78.1304,0.04146,0.0518,1.2337,0.9394,11.5715,0.04271,0.09204,0.164,5.077,0.1079,0.01543,0.008681,138.0708,6.5775,0.236,4.8661,0.2565,28.6878,0.1668,0.3834,0.1421,0.03971,0.03406,0.02564,0.1665,0.07739,0.0153,0.3306,26.4025,0.3361,40.0156,0.01139,0.4714,128.5989,0.05042,260.5201,1.2716,0.02944,6.8683,0.03075,0.008334,6.8683,1.2495,2.851,0.1668,0.1976,1.7101
ALL,0.03294,0.7875,1.0,4.2402,0.01606,3.8783,1.0125,0.01204,0.01606,0.01524,0.01612,0.01794,0.7734,0.01612,0.003372,18.3796,0.008969,0.01214,0.06167,0.0422,0.008969,0.6822,0.1033,0.02963,0.01794,0.01126,17.9165,0.008396,7.2466,0.05713,33.5761,5.8671,0.2153,0.9086,0.2012,1.594,0.06148,0.492,1.2858,0.1656,0.1345,0.4609,0.00824,0.01889,0.006832,0.06148,0.006832,0.02763,0.006832,0.06695,0.006832,0.4836,79.8233,0.06881,1.875,0.07031,0.2197,0.06209,0.9671,3.1028,128.7191,0.02876,0.006832,0.6822,13.0729,376.4216,1.1621,0.006832,1.3877,0.006359,1.1233,1.0359,0.771,36.2217,0.01204,4.0541,10.9988,0.002687,0.007474,4.0484,106.1984,13.5212,2.8913,1.368,0.1313,0.04208,0.08799,0.1654,36.2217,0.5093,16.6131,27.2112,0.07242,0.3262,0.3886,0.1384,7.2539,0.178,0.03793,0.5739,0.1313,3.7191,0.3206,0.07856,1.0915,0.01315,0.003449,0.008969,0.03346,0.0316,0.4676,1.6282,0.03836,61.5267,0.03265,0.04076,0.9716,0.7397,9.1156,0.03363,0.07248,0.1292,3.9995,0.08489,0.01214,0.006832,108.7677,5.1815,0.1859,3.8334,0.2019,22.5914,0.1313,0.3017,0.112,0.03128,0.02682,0.02019,0.1311,0.06094,0.01204,0.2603,20.799,0.2645,31.523,0.008969,0.3712,101.3061,0.03971,205.157,1.0014,0.02318,5.4054,0.02422,0.006563,5.4054,0.9834,2.2451,0.1313,0.1556,1.3472
AMD,0.007791,0.1858,0.2358,1.0,0.003797,0.9146,0.2383,0.002865,0.003797,0.003598,0.00384,0.004243,0.1821,0.00384,0.00079766,4.3346,0.002121,0.00288,0.01452,0.009977,0.002121,0.1618,0.02426,0.006058,0.004243,0.002673,4.2254,0.001999,1.7255,0.01354,7.9291,1.377,0.05091,0.2165,0.04801,0.377,0.01465,0.1161,0.3029,0.03908,0.03182,0.1087,0.001963,0.004449,0.001624,0.01465,0.001624,0.006509,0.001624,0.01579,0.001624,0.114,18.8254,0.0162,0.4422,0.01665,0.05183,0.01479,0.2281,0.7385,30.2904,0.00684,0.001624,0.1618,3.0831,89.1765,0.2758,0.001624,0.3269,0.001504,0.2683,0.2439,0.179,8.5425,0.002865,0.9659,2.6109,0.00063565,0.001768,0.9624,25.0831,3.1981,0.6808,0.3222,0.0311,0.009924,0.02078,0.03915,8.5425,0.1201,3.9114,6.4174,0.01715,0.07693,0.09202,0.03265,1.7108,0.0424,0.008959,0.1354,0.0311,0.8758,0.07565,0.01864,0.2588,0.003133,0.00081569,0.002121,0.007875,0.007443,0.1107,0.3837,0.009088,14.4188,0.007722,0.009709,0.2309,0.1716,2.1498,0.007955,0.01707,0.03045,0.9432,0.02025,0.00288,0.001624,25.6516,1.222,0.04385,0.9041,0.0481,5.3265,0.0311,0.07139,0.02652,0.00742,0.006326,0.004736,0.03107,0.01435,0.002865,0.06131,4.9052,0.06257,7.4343,0.002121,0.08757,23.9165,0.009392,48.3501,0.235,0.005447,1.2879,0.005728,0.001547,1.2879,0.2343,0.5286,0.0311,0.0367,0.3177
ANG,2.0517,49.0493,62.2856,263.3391,1.0,236.149,63.0611,0.7541,1.0,0.9479,1.0105,1.1173,47.6937,1.0105,0.2101,1125.8379,0.5587,0.7567,3.8369,2.6274,0.5587,42.6214,6.4966,1.6115,1.1173,0.704,1116.1809,0.5264,454.3947,3.5673,2068.3532,364.0594,13.4078,56.9713,12.594,99.2855,3.8546,30.6545,80.0851,10.3049,8.3799,28.7207,0.5167,1.1741,0.4284,3.8546,0.4284,1.714,0.4284,4.3412,0.4284,30.1089,4970.1569,4.2746,116.7478,4.383,13.6837,3.8929,60.0238,193.6656,7976.6317,1.7961,0.4284,42.6222,813.9753,23483.6165,72.3815,0.4284,86.3329,0.3961,70.6673,64.6319,47.1313,2255.3259,0.7541,254.188,685.4407,0.1674,0.4655,253.1874,7258.3798,842.1788,177.0468,85.2066,8.1619,2.6202,5.3302,10.312,2231.3745,31.8218,1024.6125,1694.2916,4.5145,20.3113,23.7173,8.6075,456.9619,11.1646,2.3593,35.917,8.1619,231.8572,19.9699,4.9153,68.1942,0.8248,0.2148,0.5587,2.085,1.9683,29.1403,101.3393,2.3836,3791.0311,2.0335,2.5431,60.8205,45.3045,586.3927,2.095,4.4377,8.0464,248.928,5.3378,0.7567,0.4284,6772.3668,322.6242,11.577,237.8452,12.6586,1407.119,8.1619,18.7994,6.9827,1.9546,1.5744,1.248,8.1749,3.7829,0.7541,16.2038,1297.9134,16.4028,1966.6559,0.5587,23.0674,6298.1311,2.4732,12790.7524,62.3424,1.433,338.9174,1.5084,0.4088,338.9174,61.656,139.8395,8.162,9.7252,83.9009
AOA,0.008688,0.2031,0.2578,1.0933,0.004235,1.0,0.2605,0.003147,0.004235,0.003924,0.004236,0.004731,0.1991,0.004236,0.00088951,4.7391,0.002366,0.003204,0.01588,0.01113,0.002366,0.1805,0.02653,0.007615,0.004731,0.002942,4.7557,0.002202,1.9247,0.01491,8.669,1.5055,0.05678,0.2388,0.05335,0.4204,0.01616,0.1269,0.3312,0.04275,0.03549,0.1219,0.002166,0.004864,0.00179,0.01616,0.00179,0.007124,0.00179,0.01726,0.00179,0.1247,20.5821,0.01771,0.4835,0.01857,0.05667,0.01632,0.2494,0.8203,33.7877,0.007608,0.00179,0.1805,3.3708,97.0588,0.3066,0.00179,0.3574,0.001677,0.294,0.2745,0.1988,9.3396,0.003147,1.0656,2.9034,0.00070884,0.001971,1.0389,27.4238,3.5663,0.7444,0.3523,0.03433,0.01085,0.0233,0.0426,9.3396,0.1313,4.2765,7.0163,0.01912,0.08411,0.1006,0.0357,1.8704,0.04729,0.009993,0.1541,0.03433,0.9875,0.08271,0.02059,0.2888,0.003494,0.00090961,0.002366,0.00861,0.008137,0.1234,0.4195,0.0099,15.7643,0.008611,0.01077,0.2506,0.1911,2.3504,0.008871,0.01867,0.03329,1.0606,0.0223,0.003205,0.00179,28.0453,1.336,0.04794,0.9884,0.05307,5.8235,0.03433,0.07963,0.02887,0.008065,0.006916,0.005178,0.03463,0.01569,0.003147,0.06703,5.5247,0.06948,8.1281,0.002366,0.09574,26.1214,0.01048,52.862,0.257,0.005956,1.4208,0.006387,0.001731,1.4208,0.2585,0.5779,0.03433,0.04013,0.3474
ARS,0.03253,0.7778,0.9877,4.1966,0.01586,3.8384,1.0,0.01189,0.01586,0.01505,0.0159,0.01772,0.7639,0.0159,0.003331,18.1905,0.008859,0.01204,0.06084,0.04148,0.008859,0.6741,0.102,0.02927,0.01772,0.01111,17.7322,0.008271,7.1303,0.05642,32.7994,5.7731,0.2126,0.8967,0.1986,1.5744,0.06067,0.4861,1.2699,0.1632,0.1329,0.4562,0.008132,0.01868,0.00675,0.06067,0.00675,0.02735,0.00675,0.06626,0.00675,0.4786,79.0021,0.06778,1.8557,0.06937,0.217,0.06127,0.9572,3.0677,121.0365,0.02836,0.00675,0.6741,12.9384,372.549,1.1408,0.00675,1.3705,0.006281,1.1104,1.0231,0.7631,35.8491,0.01189,4.0007,10.8087,0.002654,0.007383,3.9911,104.8878,13.355,2.8556,1.3511,0.1289,0.04165,0.08664,0.1634,35.8491,0.5041,16.4079,26.9313,0.07145,0.3229,0.3838,0.1367,7.1793,0.1751,0.03743,0.568,0.1289,3.6732,0.3167,0.07756,1.0785,0.01302,0.003406,0.008859,0.03306,0.03121,0.4607,1.607,0.03781,60.1162,0.03225,0.04017,0.9596,0.7246,9.0218,0.03322,0.07159,0.1276,3.9583,0.08388,0.01204,0.00675,107.6487,5.1282,0.184,3.7939,0.1992,22.3125,0.1289,0.2969,0.1108,0.03096,0.02649,0.01994,0.1292,0.06019,0.01189,0.2571,20.585,0.2604,31.1987,0.008859,0.3658,100.2639,0.03919,202.6236,0.989,0.0229,5.3342,0.02392,0.006482,5.3342,0.9704,2.2174,0.1289,0.154,1.3333
AUD,2.7208,65.3644,83.0544,349.0299,1.3261,317.7805,84.1269,1.0,1.3261,1.2581,1.3403,1.4817,63.076,1.3403,0.2786,1492.9951,0.7408,1.0058,5.1145,3.4886,0.7408,56.4395,8.6362,2.1011,1.4817,0.9338,1480.1906,0.6978,603.3904,4.7238,2739.6347,485.4494,17.7803,75.5652,16.7582,131.6641,5.1126,40.8504,106.9991,13.6811,11.1127,38.0871,0.6853,1.5605,0.5671,5.1126,0.5671,2.2714,0.5671,5.8223,0.5671,39.928,6591.0278,5.694,154.8217,5.8155,18.2341,5.1634,79.5988,257.2251,10578.5442,2.3854,0.5671,56.4415,1079.4295,31143.3909,96.144,0.5671,115.4801,0.5253,93.5264,86.1017,62.3388,2990.8343,1.0,337.1481,909.1006,0.222,0.6174,336.3483,9823.5298,1116.827,234.53,113.8553,10.8433,3.4747,7.0018,13.6935,2970.68,42.168,1355.1772,2246.8351,5.9899,26.9353,31.427,11.491,608.2418,14.784,3.1312,47.3533,10.8433,309.6922,26.6083,6.5172,90.3031,1.0948,0.2849,0.7408,2.7742,2.6307,38.6454,135.0611,3.169,5041.2189,2.6967,3.3857,80.7223,60.0618,784.831,2.7782,5.8648,10.7416,330.1086,7.0724,1.0058,0.5671,8980.9755,427.8386,15.3525,315.2951,16.79,1877.2063,10.8433,24.9341,9.2598,2.5935,2.0606,1.6593,10.8422,5.075,1.0,21.4764,1723.8087,21.7663,2610.9418,0.7408,30.7024,8348.6807,3.293,16977.5061,83.1345,1.9039,449.5308,2.0003,0.5421,449.5308,81.7789,187.0133,10.8434,12.9168,111.2627
AWG,2.0517,49.0493,62.2856,263.3391,1.0,236.149,63.0611,0.7541,1.0,0.9479,1.0105,1.1173,47.6937,1.0105,0.2101,1125.8379,0.5587,0.7567,3.8369,2.6274,0.5587,42.6214,6.4966,1.6115,1.1173,0.704,1116.1809,0.5264,454.3947,3.5673,2068.3532,364.0594,13.4078,56.9713,12.594,99.2855,3.8546,30.6545,80.0851,10.3049,8.3799,28.7207,0.5167,1.1741,0.4284,3.8546,0.4284,1.714,0.4284,4.3412,0.4284,30.1089,4970.1569,4.2746,116.7478,4.383,13.6837,3.8929,60.0238,193.6656,7976.6317,1.7961,0.4284,42.6222,813.9753,23483.6165,72.3815,0.4284,86.3329,0.3961,70.6673,64.6319,47.1313,2255.3259,0.7541,254.188,685.4407,0.1674,0.4655,253.1874,7258.3798,842.1788,177.0468,85.2066,8.1619,2.6202,5.3302,10.312,2231.3745,31.8218,1024.6125,1694.2916,4.5145,20.3113,23.7173,8.6075,456.9619,11.1646,2.3593,35.917,8.1619,231.8572,19.9699,4.9153,68.1942,0.8248,0.2148,0.5587,2.085,1.9683,29.1403,101.3393,2.3836,3791.0311,2.0335,2.5431,60.8205,45.3045,586.3927,2.095,4.4377,8.0464,248.928,5.3378,0.7567,0.4284,6772.3668,322.6242,11.577,237.8452,12.6586,1407.119,8.1619,18.7994,6.9827,1.9546,1.5744,1.248,8.1749,3.7829,0.7541,16.2038,1297.9134,16.4028,1966.6559,0.5587,23.0674,6298.1311,2.4732,12790.7524,62.3424,1.433,338.9174,1.5084,0.4088,338.9174,61.656,139.8395,8.162,9.7252,83.9009
AZN,2.1645,51.6663,65.6087,277.9508,1.055,254.8485,66.429,0.7949,1.055,1.0,1.0655,1.1788,50.7435,1.0655,0.2216,1207.7549,0.5894,0.7995,4.0459,2.7713,0.5894,44.8917,6.7765,1.7141,1.1788,0.7419,1177.3215,0.5549,474.131,3.7552,2202.8948,384.9254,14.1451,60.0699,13.3183,104.7454,4.0643,32.2766,84.3576,10.8581,8.8407,30.2881,0.5448,1.2391,0.4506,4.0643,0.4507,1.8119,0.4506,4.3993,0.4506,31.7758,5245.3222,4.5145,123.2114,4.6227,14.4138,4.1046,63.5516,204.859,8421.884,1.8976,0.4506,44.892,859.0398,24762.497,76.5967,0.4506,91.0429,0.4179,74.4308,67.961,49.8356,2380.1887,0.7948,268.0132,724.5108,0.1766,0.4912,267.8214,6967.5708,888.4917,189.6934,89.7524,8.6331,2.7652,5.773,10.8791,2380.1887,33.4682,1089.9578,1788.0936,4.7613,21.4359,25.4936,9.0817,476.6673,11.6438,2.482,37.713,8.6331,244.006,21.0354,5.1739,71.8268,0.8687,0.2266,0.5894,2.1954,2.0733,30.5947,106.8226,2.5241,4036.6196,2.1453,2.6931,64.0992,48.0928,599.0028,2.2102,4.7554,8.4757,262.8125,5.6192,0.7995,0.4506,7147.3088,340.4858,12.2179,251.897,13.3471,1482.1927,8.6331,19.7408,7.3697,2.0624,1.7598,1.3249,8.6242,3.9982,0.7948,17.0809,1366.7389,17.377,2071.4286,0.5894,24.3551,6671.2221,2.6092,13460.0695,65.6968,1.5211,357.3509,1.5913,0.4312,357.3509,65.0094,147.2998,8.6331,10.227,88.5263
