,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
AED,1.0,23.9065,30.4732,128.3785,0.4874,115.4026,30.8002,0.3679,0.4874,0.4624,0.4927,0.5446,23.4182,0.4927,0.1024,549.9744,0.2723,0.3694,1.872,1.2805,0.2723,20.7975,3.1502,0.8556,0.5446,0.3433,543.9831,0.2568,221.7895,1.7394,1013.328,178.655,6.5351,27.7788,6.155,48.3924,1.8795,14.9781,39.1567,5.0189,4.0844,13.9971,0.2519,0.5696,0.2087,1.8795,0.2087,0.8356,0.2087,2.1044,0.2087,14.6753,2422.4863,2.087,56.9036,2.1375,6.6662,1.8981,29.2692,94.7941,3910.7861,0.8778,0.2087,20.7977,396.7368,11444.3365,35.2817,0.2087,42.0997,0.1931,34.509,31.4562,23.005,1099.2603,0.3679,123.9403,334.9133,0.08159,0.2269,123.7591,3540.352,410.4833,85.9386,41.4924,3.9813,1.2771,2.6347,5.0218,1088.4243,15.5066,502.8861,825.8086,2.2017,9.8999,11.6282,4.1917,222.371,5.4418,1.1511,17.4988,3.9813,112.899,9.732,2.3974,33.276,0.402,0.1047,0.2723,1.0161,0.9554,14.2442,49.2987,1.1642,1875.7658,0.9912,1.2393,29.648,22.1433,284.5509,1.0211,2.1495,3.9149,121.3371,2.6044,0.3694,0.2087,3300.8949,157.2491,5.6427,115.9834,6.1722,684.1424,3.9813,9.1863,3.403,0.9525,0.8039,0.6072,3.9824,1.8484,0.3679,7.916,632.4805,8.0144,958.2998,0.2723,11.3313,3070.1121,1.206,6241.2858,30.4153,0.6968,165.2537,0.7352,0.1992,165.2537,30.063,68.1133,3.9814,4.7378,40.8911
AFN,0.04183,1.0,1.2747,5.3826,0.02039,4.9231,1.2886,0.01537,0.02039,0.01935,0.0206,0.02278,0.9825,0.0206,0.004283,23.3313,0.01139,0.01545,0.07832,0.05355,0.01139,0.8688,0.1311,0.03771,0.02278,0.01435,22.7434,0.01073,9.2828,0.07255,42.4492,7.48,0.2734,1.1613,0.2576,2.0242,0.07857,0.6266,1.6379,0.2099,0.1708,0.5851,0.01053,0.02407,0.008717,0.07857,0.008717,0.03507,0.008717,0.08499,0.008717,0.6138,101.3285,0.08733,2.3802,0.08933,0.2788,0.07935,1.2277,3.959,163.5554,0.03662,0.008717,0.8688,16.5948,477.8333,1.4758,0.008717,1.7613,0.008075,1.4407,1.3147,0.9787,45.9802,0.01537,5.1812,13.9961,0.003413,0.009492,5.183,134.9448,17.1704,3.67,1.7356,0.1668,0.05342,0.1116,0.21,45.9802,0.6465,21.0953,34.5422,0.09201,0.4141,0.4905,0.1752,9.2082,0.2275,0.04824,0.7285,0.1668,4.7213,0.4071,0.09991,1.3901,0.01681,0.004379,0.01139,0.0425,0.03996,0.5948,2.0619,0.04881,78.6415,0.04146,0.05206,1.2396,0.931,11.5715,0.04271,0.09199,0.1638,5.077,0.1087,0.01545,0.008717,138.0708,6.5775,0.236,4.8661,0.258,28.6174,0.1668,0.3831,0.1421,0.03971,0.03418,0.02578,0.1668,0.07736,0.01537,0.3318,26.4025,0.3363,40.0156,0.01139,0.4744,128.5989,0.05044,261.7711,1.2769,0.02952,6.9083,0.03075,0.008334,6.9083,1.2568,2.8492,0.1668,0.1976,1.7101
ALL,0.03282,0.7845,1.0,4.2402,0.01599,3.8783,1.0109,0.01205,0.01599,0.01518,0.01615,0.01787,0.7708,0.01615,0.00336,18.3796,0.008936,0.01212,0.06144,0.04199,0.008936,0.6812,0.1028,0.02959,0.01787,0.01125,17.9165,0.008415,7.2787,0.05689,33.302,5.8681,0.2145,0.9106,0.202,1.588,0.06161,0.4916,1.285,0.1646,0.134,0.4609,0.008258,0.01889,0.006835,0.06161,0.006835,0.02763,0.006835,0.06695,0.006835,0.4836,79.8233,0.06851,1.875,0.07005,0.2188,0.06222,0.9671,3.1043,128.2453,0.02872,0.006835,0.6812,13.0729,376.4216,1.1578,0.006835,1.3818,0.006335,1.1296,1.0314,0.771,36.2217,0.01205,4.0627,10.9744,0.002677,0.007446,4.0661,105.8658,13.4703,2.8791,1.3616,0.1308,0.04208,0.08754,0.1647,36.2217,0.5093,16.5494,27.2112,0.07215,0.3262,0.3848,0.1375,7.2539,0.1784,0.03783,0.5739,0.1308,3.7039,0.3194,0.07834,1.09,0.01318,0.003436,0.008936,0.03334,0.03135,0.4664,1.6176,0.03829,61.6947,0.03253,0.04082,0.9725,0.7304,9.1156,0.03351,0.07217,0.1285,3.9995,0.08522,0.01212,0.006835,108.7677,5.1815,0.1859,3.8334,0.2023,22.4507,0.1308,0.3004,0.112,0.03128,0.02681,0.02022,0.1308,0.06069,0.01205,0.2603,20.799,0.2637,31.523,0.008936,0.3722,101.3061,0.03957,205.3618,1.0017,0.02316,5.4169,0.02413,0.006538,5.4169,0.9854,2.2352,0.1308,0.1556,1.3472
AMD,0.007789,0.1858,0.2358,1.0,0.003797,0.9146,0.2383,0.002865,0.003797,0.003597,0.00384,0.004242,0.1821,0.00384,0.00079751,4.3346,0.002121,0.00288,0.01452,0.009977,0.002121,0.1618,0.02426,0.006128,0.004242,0.002673,4.2254,0.001999,1.7276,0.01354,7.9291,1.377,0.0509,0.2165,0.04801,0.377,0.01465,0.1161,0.3029,0.03908,0.03182,0.1087,0.001963,0.004449,0.001624,0.01465,0.001624,0.006509,0.001624,0.01579,0.001624,0.114,18.8254,0.0162,0.4422,0.01665,0.05183,0.01479,0.2281,0.7385,30.463,0.00684,0.001624,0.1618,3.0831,89.1455,0.2758,0.001624,0.3269,0.001504,0.2683,0.2439,0.1792,8.5425,0.002865,0.9659,2.6109,0.00063552,0.001768,0.9615,25.0831,3.1974,0.6808,0.3222,0.0311,0.009924,0.02078,0.03913,8.5425,0.1201,3.9114,6.4174,0.01715,0.07693,0.09202,0.03265,1.7108,0.04239,0.008967,0.1354,0.0311,0.8758,0.07565,0.01864,0.2588,0.003133,0.00081553,0.002121,0.007875,0.007443,0.111,0.3837,0.009085,14.4188,0.007721,0.009709,0.2306,0.1718,2.1498,0.007954,0.01707,0.03045,0.9432,0.02025,0.00288,0.001624,25.6516,1.222,0.04385,0.9041,0.0481,5.3265,0.0311,0.07156,0.02651,0.007414,0.006326,0.004736,0.03107,0.01435,0.002865,0.06131,4.9052,0.06257,7.4343,0.002121,0.08757,23.9146,0.009394,48.3501,0.235,0.005447,1.2879,0.005727,0.001547,1.2879,0.2343,0.5286,0.0311,0.0367,0.3177
ANG,2.0517,49.0484,62.5211,263.3912,1.0,236.7687,63.1919,0.7548,1.0,0.9486,1.0109,1.1173,48.0466,1.0109,0.2101,1128.3692,0.5587,0.7578,3.8406,2.6271,0.5587,42.6697,6.4631,1.7555,1.1173,0.7044,1116.077,0.5268,455.0401,3.5687,2079.0207,366.5422,13.4078,56.9931,12.6281,99.2855,3.8561,30.7302,80.3369,10.2971,8.3799,28.7176,0.5169,1.1686,0.4283,3.8561,0.4283,1.7145,0.4283,4.3175,0.4283,30.1089,4970.1569,4.2818,116.7478,4.3855,13.6768,3.8944,60.051,194.4868,8023.666,1.801,0.4283,42.6701,813.9753,23480.0702,72.3867,0.4283,86.375,0.3961,70.8013,64.5379,47.1987,2255.3259,0.7548,254.2852,687.1336,0.1674,0.4655,253.9136,7263.6552,842.1788,176.3181,85.129,8.1684,2.6202,5.4055,10.3031,2233.0939,31.8146,1031.7594,1694.2916,4.5171,20.3113,23.8574,8.5999,456.2332,11.1649,2.3617,35.9018,8.1684,231.6321,19.967,4.9187,68.2715,0.8249,0.2148,0.5587,2.0848,1.9601,29.2246,101.145,2.3886,3848.4637,2.0335,2.5425,60.828,45.4308,583.8062,2.095,4.4101,8.0321,248.9444,5.3434,0.7579,0.4283,6772.3668,322.6242,11.577,237.9604,12.6634,1403.6386,8.1684,18.8473,6.9819,1.9542,1.6494,1.2458,8.1707,3.7923,0.7548,16.241,1297.645,16.443,1966.1207,0.5587,23.2482,6298.8753,2.4742,12805.0961,62.4023,1.4296,339.047,1.5084,0.4088,339.047,61.6796,139.7464,8.1685,9.7205,83.8954
AOA,0.008665,0.2031,0.2578,1.0933,0.004224,1.0,0.2605,0.003147,0.004224,0.003924,0.004236,0.004719,0.1991,0.004236,0.00088718,4.7391,0.00236,0.003201,0.01588,0.0111,0.00236,0.1802,0.02653,0.007615,0.004719,0.002942,4.733,0.002202,1.9225,0.01491,8.669,1.5055,0.05663,0.2388,0.05335,0.4193,0.01616,0.1269,0.3312,0.04275,0.03539,0.1214,0.002166,0.004864,0.00179,0.01616,0.00179,0.007124,0.00179,0.01726,0.00179,0.1247,20.5821,0.01771,0.4835,0.01853,0.05667,0.01632,0.2494,0.8217,33.8989,0.007611,0.00179,0.1803,3.3708,97.0588,0.3058,0.00179,0.3574,0.001673,0.294,0.2732,0.1988,9.3396,0.003147,1.0656,2.9031,0.00070698,0.001966,1.0389,27.4238,3.557,0.7444,0.3523,0.03433,0.01085,0.02321,0.0426,9.3396,0.1313,4.2765,7.0163,0.01908,0.08411,0.1006,0.0357,1.8704,0.04717,0.009978,0.153,0.03433,0.9825,0.08271,0.02059,0.2883,0.003485,0.00090723,0.00236,0.00861,0.008137,0.1235,0.4195,0.0099,15.7643,0.008589,0.01074,0.2506,0.1911,2.3504,0.008848,0.01867,0.03329,1.0557,0.0223,0.003202,0.00179,28.0453,1.336,0.04794,0.9884,0.05307,5.8235,0.03433,0.07963,0.02887,0.008065,0.006916,0.005178,0.03452,0.01569,0.003147,0.06703,5.4977,0.06947,8.1281,0.00236,0.09574,26.1214,0.01045,52.862,0.257,0.005956,1.4208,0.006371,0.001727,1.4208,0.2585,0.5779,0.03433,0.04013,0.3474
ARS,0.03247,0.776,0.9892,4.1966,0.01582,3.8384,1.0,0.01192,0.01582,0.01501,0.01597,0.01768,0.7624,0.01597,0.003324,18.1905,0.008841,0.01199,0.06078,0.04153,0.008841,0.674,0.1017,0.02927,0.01768,0.01113,17.7322,0.008319,7.1935,0.05629,32.9002,5.8004,0.2122,0.9004,0.1997,1.5712,0.06092,0.4863,1.2711,0.1629,0.1326,0.4562,0.008166,0.01869,0.006761,0.06092,0.006761,0.02735,0.006761,0.06626,0.006761,0.4786,79.0021,0.06776,1.8557,0.0693,0.2164,0.06153,0.9572,3.0708,126.1456,0.0284,0.006761,0.674,12.9384,372.549,1.1408,0.006761,1.3668,0.006268,1.1169,1.0203,0.7631,35.8491,0.01192,4.0173,10.8506,0.002649,0.007367,4.0191,104.7226,13.3273,2.848,1.3469,0.1293,0.04165,0.08658,0.163,35.8491,0.5041,16.3708,26.9313,0.07138,0.3229,0.3806,0.136,7.1793,0.1763,0.03742,0.568,0.1293,3.6639,0.3159,0.07751,1.0783,0.01304,0.003399,0.008841,0.03299,0.03101,0.4613,1.6006,0.03787,60.9008,0.03218,0.04036,0.962,0.7222,9.0218,0.03315,0.07139,0.1271,3.9583,0.08427,0.01199,0.006761,107.6487,5.1282,0.184,3.7939,0.2001,22.2083,0.1293,0.2971,0.1108,0.03096,0.02652,0.02001,0.1293,0.06004,0.01192,0.2574,20.585,0.2608,31.1987,0.008841,0.3679,100.2639,0.03919,203.1443,0.9909,0.02291,5.3565,0.02387,0.006469,5.3565,0.9744,2.2111,0.1293,0.154,1.3333
AUD,2.7181,65.0483,82.9582,349.0299,1.3248,317.7805,83.8824,1.0,1.3248,1.2583,1.3402,1.4802,63.1453,1.3402,0.2783,1494.8705,0.7401,1.0081,5.0966,3.4865,0.7401,56.5234,8.581,2.3191,1.4802,0.9332,1478.5901,0.6979,603.7159,4.7152,2756.1954,486.7611,17.7628,75.5599,16.8913,131.5343,5.1123,40.7837,106.6043,13.6588,11.1017,38.0453,0.6851,1.548,0.5669,5.1123,0.5667,2.2714,0.5669,5.8223,0.5669,39.8885,6584.5132,5.6815,154.6687,5.8115,18.1371,5.1631,79.5561,257.7746,10577.5898,2.3903,0.5669,56.4117,1078.3626,31143.3915,96.1464,0.5669,114.584,0.5247,93.6883,85.669,62.3388,2987.8781,1.0,337.1246,908.3935,0.2218,0.6168,337.1054,9666.1035,1115.7257,232.3477,112.9077,10.8287,3.4712,7.1533,13.6666,2970.68,42.168,1356.4954,2244.6143,5.9885,26.9087,30.8077,11.395,608.2418,14.7839,3.1119,47.3533,10.8287,307.1725,26.4796,6.5201,90.4375,1.0933,0.2846,0.7401,2.7673,2.5987,38.5877,134.1722,3.1561,5112.1884,2.694,3.3859,80.6977,60.2158,784.831,2.7754,5.8373,10.6512,329.8039,7.0784,1.0073,0.5669,8972.0987,427.4158,15.3373,315.2951,16.7888,1861.0902,10.8287,24.9659,9.2598,2.5935,2.185,1.6499,10.8273,5.0333,1.0,21.4497,1723.8087,21.8118,2610.9418,0.74,30.8638,8348.6797,3.293,16993.6384,82.6686,1.8932,449.4994,1.9983,0.5421,449.4994,81.7731,185.364,10.8238,12.9168,111.1454
AWG,2.0517,49.0484,62.5211,263.3912,1.0,236.7687,63.1919,0.7548,1.0,0.9486,1.0109,1.1173,48.0466,1.0109,0.2101,1128.3692,0.5587,0.7578,3.8406,2.6271,0.5587,42.6697,6.4631,1.7555,1.1173,0.7044,1116.077,0.5268,455.0401,3.5687,2079.0207,366.5422,13.4078,56.9931,12.6281,99.2855,3.8561,30.7302,80.3369,10.2971,8.3799,28.7176,0.5169,1.1686,0.4283,3.8561,0.4283,1.7145,0.4283,4.3175,0.4283,30.1089,4970.1569,4.2818,116.7478,4.3855,13.6768,3.8944,60.051,194.4868,8023.666,1.801,0.4283,42.6701,813.9753,23480.0702,72.3867,0.4283,86.375,0.3961,70.8013,64.5379,47.1987,2255.3259,0.7548,254.2852,687.1336,0.1674,0.4655,253.9136,7263.6552,842.1788,176.3181,85.129,8.1684,2.6202,5.4055,10.3031,2233.0939,31.8146,1031.7594,1694.2916,4.5171,20.3113,23.8574,8.5999,456.2332,11.1649,2.3617,35.9018,8.1684,231.6321,19.967,4.9187,68.2715,0.8249,0.2148,0.5587,2.0848,1.9601,29.2246,101.145,2.3886,3848.4637,2.0335,2.5425,60.828,45.4308,583.8062,2.095,4.4101,8.0321,248.9444,5.3434,0.7579,0.4283,6772.3668,322.6242,11.577,237.9604,12.6634,1403.6386,8.1684,18.8473,6.9819,1.9542,1.6494,1.2458,8.1707,3.7923,0.7548,16.241,1297.645,16.443,1966.1207,0.5587,23.2482,6298.8753,2.4742,12805.0961,62.4023,1.4296,339.047,1.5084,0.4088,339.047,61.6796,139.7464,8.1685,9.7205,83.8954
AZN,2.1628,51.6867,65.884,278.0395,1.0542,254.8485,66.6032,0.7948,1.0542,1.0,1.065,1.1778,50.7811,1.065,0.2214,1207.7549,0.5889,0.7989,4.048,2.7685,0.5889,44.9041,6.7754,1.8844,1.1778,0.7418,1177.3215,0.5548,479.7066,3.7509,2194.06,386.6177,14.134,60.0438,13.3173,104.6626,4.0625,32.3888,84.6582,10.8488,8.8337,30.2881,0.5445,1.2443,0.4506,4.0625,0.4506,1.8124,0.4506,4.3993,0.4506,31.7758,5245.3222,4.5138,123.2114,4.6185,14.4125,4.1028,63.5516,204.7058,8452.0391,1.8942,0.4506,44.9041,859.0398,24758.9493,76.5967,0.4506,91.0358,0.4175,74.4755,67.952,49.9434,2380.1887,0.7948,267.8965,723.6973,0.1765,0.4908,268.0549,6974.8467,887.7893,189.6887,89.708,8.6255,2.7652,5.7676,10.8611,2380.1887,33.4682,1090.3428,1788.0936,4.7571,21.4359,25.3518,9.0576,476.6673,11.7555,2.493,37.713,8.6255,244.0296,21.041,5.1666,71.8466,0.8689,0.2264,0.5889,2.1968,2.0656,30.7363,106.5749,2.5237,4064.7072,2.1437,2.6916,64.106,48.0803,599.0028,2.2084,4.7547,8.4642,262.8125,5.6191,0.7989,0.4506,7147.3088,340.4858,12.2179,251.897,13.3412,1479.1384,8.6255,19.7982,7.3682,2.0614,1.7665,1.3325,8.6208,3.9986,0.7948,17.1473,1366.7389,17.3802,2071.4286,0.5889,24.5204,6669.3663,2.6082,13530.0593,65.9976,1.5259,357.1953,1.5901,0.4309,357.1953,64.9811,147.2632,8.6255,10.227,88.5263
