,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
AED,1.0,24.2523,30.3575,133.1796,0.4874,124.3945,29.8719,0.3679,0.4874,0.4623,0.4828,0.5446,23.2488,0.4828,0.1024,545.6368,0.2723,0.3696,1.8699,1.3609,0.2723,20.7318,3.1588,0.8302,0.5446,0.343,544.3471,0.254,218.7861,1.7322,1040.9862,175.577,6.5351,27.2214,6.1049,48.3924,1.8418,14.9277,38.9572,4.5125,4.0844,13.9077,0.2469,0.5716,0.2069,1.8418,0.2069,0.8765,0.2069,2.2534,0.2069,14.5529,2433.5886,2.0953,56.9351,2.1316,6.6759,1.8601,28.6652,92.3017,3880.8882,0.8812,0.2069,20.7323,397.3037,11454.602,35.1377,0.2069,41.5708,0.1931,32.5124,31.2188,28.0306,1099.7065,0.3679,121.4532,331.0588,0.08159,0.2269,138.2536,3438.0054,410.4833,74.6399,41.8312,4.061,1.2694,2.5989,5.0237,829.7491,15.2611,481.1012,793.5255,2.1956,9.9039,11.9277,4.1813,223.3708,5.5466,1.1412,17.4202,4.061,113.2638,9.7387,2.3814,33.1709,0.3953,0.1047,0.2723,1.0302,0.9607,14.2763,49.2958,1.1582,1852.7225,0.9912,1.2203,29.0232,28.2607,285.3992,1.0211,2.1553,3.9322,121.5025,2.5776,0.3696,0.2069,3167.633,157.5042,5.6124,116.6408,6.0484,685.541,4.061,9.1295,3.1831,0.953,0.7619,0.6069,4.0374,1.842,0.3679,7.7276,631.3038,8.1531,975.6872,0.2723,11.6002,3088.1508,1.1687,6218.9052,30.8347,0.6964,161.9376,0.7352,0.1966,161.9376,29.4598,68.2718,4.0611,4.8267,36.5111
AFN,0.04123,1.0,1.2517,5.748,0.0201,5.3038,1.2335,0.01514,0.0201,0.01911,0.01988,0.02246,0.9678,0.01988,0.004222,23.3693,0.01123,0.01521,0.07722,0.05593,0.01123,0.8558,0.13,0.03663,0.02246,0.01413,22.8014,0.01045,9.0338,0.07133,42.9694,7.2053,0.2695,1.1208,0.2509,1.9954,0.07583,0.6165,1.6063,0.1989,0.1684,0.5851,0.01016,0.02361,0.008515,0.07583,0.008515,0.03675,0.008515,0.0832,0.008515,0.6092,101.8685,0.0865,2.3833,0.08779,0.2753,0.07659,1.2199,3.806,160.8833,0.03623,0.008515,0.8558,16.6309,478.3824,1.4489,0.008515,1.7173,0.00796,1.3375,1.2871,1.196,46.033,0.01514,5.0008,13.648,0.003364,0.009356,5.7136,129.0307,16.9255,3.0406,1.7248,0.1673,0.05314,0.1097,0.207,46.12,0.6389,19.9704,33.2165,0.09043,0.4146,0.5009,0.1728,9.1945,0.2285,0.04718,0.7305,0.1673,4.6757,0.4016,0.09816,1.3693,0.01626,0.004317,0.01123,0.04252,0.03961,0.5877,2.0383,0.04777,78.2897,0.04087,0.05029,1.1972,1.1887,11.571,0.0421,0.091,0.1621,5.0828,0.1058,0.01521,0.008515,132.5951,6.593,0.2349,4.9006,0.249,28.2672,0.1673,0.3765,0.1484,0.03982,0.03315,0.02539,0.1665,0.07617,0.01514,0.3209,26.4042,0.3315,40.8326,0.01123,0.479,124.1603,0.04819,255.4142,1.2617,0.02907,6.6677,0.03031,0.008108,6.6677,1.213,2.8151,0.1673,0.2026,1.5296
ALL,0.03294,0.7989,1.0,4.5076,0.01606,4.1592,0.9854,0.01211,0.01606,0.01527,0.0159,0.01794,0.7732,0.0159,0.003373,18.3261,0.00897,0.01216,0.06169,0.04472,0.00897,0.6843,0.1039,0.02926,0.01794,0.0113,17.8808,0.008354,7.223,0.05703,34.3277,5.7562,0.2153,0.8962,0.2006,1.5941,0.06063,0.4925,1.2833,0.1589,0.1345,0.4588,0.008127,0.01886,0.006809,0.06063,0.006809,0.02882,0.006809,0.06524,0.006809,0.4777,79.8852,0.0691,1.869,0.0702,0.2199,0.06124,0.9566,3.0431,128.6349,0.02897,0.006809,0.6843,13.0419,375.1471,1.1575,0.006809,1.3719,0.006359,1.0694,1.0282,0.9379,36.0991,0.01211,3.9984,10.9123,0.002688,0.007475,4.5645,103.081,13.5217,2.4291,1.378,0.1337,0.04167,0.08761,0.1654,36.1673,0.501,15.9541,26.0483,0.0723,0.3251,0.4002,0.1381,7.2103,0.1827,0.03772,0.5728,0.1337,3.7354,0.3208,0.07849,1.0949,0.013,0.003449,0.00897,0.03397,0.03165,0.4699,1.6284,0.03816,62.5447,0.03265,0.04021,0.9564,0.9496,9.074,0.03364,0.0727,0.1295,3.9859,0.08463,0.01216,0.006809,103.981,5.1702,0.1842,3.843,0.1991,22.5823,0.1337,0.301,0.1164,0.03123,0.02648,0.02028,0.1331,0.06085,0.01211,0.2563,20.7062,0.265,32.0209,0.00897,0.3827,97.3664,0.0385,204.046,1.008,0.02322,5.3312,0.02422,0.006477,5.3312,0.9699,2.2489,0.1337,0.1588,1.1995
AMD,0.007509,0.174,0.2218,1.0,0.00366,0.9227,0.2166,0.002771,0.00366,0.003465,0.003621,0.004089,0.1706,0.003621,0.00076876,4.0656,0.002045,0.002774,0.01363,0.01027,0.002045,0.1557,0.02304,0.006138,0.004089,0.00258,3.9668,0.001903,1.6428,0.01301,7.593,1.2682,0.04907,0.2042,0.04567,0.3634,0.01381,0.1087,0.2832,0.03623,0.03067,0.1018,0.001852,0.004203,0.001557,0.01381,0.001557,0.006582,0.001557,0.01447,0.001557,0.106,17.7223,0.01528,0.4146,0.016,0.04868,0.01395,0.2122,0.6934,29.1406,0.00662,0.001557,0.1557,2.8933,86.0097,0.2637,0.001557,0.3032,0.00145,0.2438,0.2266,0.2105,8.0085,0.002771,0.9109,2.487,0.00061261,0.001704,1.0376,22.7587,3.0822,0.5254,0.3043,0.03059,0.009244,0.01945,0.03771,8.0236,0.1111,3.5253,5.7788,0.01648,0.07212,0.08908,0.03066,1.5996,0.04165,0.008569,0.1271,0.03059,0.8238,0.07092,0.01788,0.2491,0.002969,0.00078613,0.002045,0.007409,0.006986,0.1072,0.3567,0.008685,13.8033,0.007442,0.009154,0.2176,0.2138,2.013,0.007667,0.01583,0.02894,0.8843,0.01929,0.002774,0.001557,23.0679,1.147,0.04087,0.8526,0.04536,4.9935,0.03059,0.06855,0.0239,0.007151,0.00585,0.004438,0.03033,0.01346,0.002771,0.05659,4.5936,0.06014,7.1038,0.002045,0.08464,23.1884,0.008776,45.369,0.2242,0.005114,1.2145,0.00552,0.001481,1.2145,0.2209,0.4961,0.03059,0.03524,0.2661
ANG,2.0517,49.7579,62.2837,273.2413,1.0,255.2171,61.2874,0.7549,1.0,0.9484,0.9906,1.1173,47.6991,0.9906,0.2101,1119.4699,0.5587,0.7584,3.8365,2.792,0.5587,42.535,6.4808,1.7033,1.1173,0.7037,1116.8239,0.5211,448.8781,3.5539,2135.7663,360.2272,13.4078,55.8494,12.5253,99.2855,3.7787,30.6268,79.9275,9.2582,8.3799,28.534,0.5065,1.1727,0.4245,3.7787,0.4245,1.7983,0.4245,4.6231,0.4245,29.8579,4992.9352,4.2989,116.8123,4.3734,13.6967,3.8162,58.8118,189.3732,7962.325,1.8078,0.4245,42.536,815.1384,23501.1317,72.0913,0.4245,85.2898,0.3961,66.705,64.0508,57.5097,2256.2415,0.7549,249.1826,679.2254,0.1674,0.4655,283.6516,7053.6732,842.1788,153.1369,85.8241,8.3318,2.6044,5.3321,10.3069,1702.3762,31.3109,987.0638,1628.0572,4.5046,20.3196,24.4718,8.5786,458.2844,11.3798,2.3414,35.7406,8.3318,232.3806,19.9806,4.8858,68.056,0.8111,0.2148,0.5587,2.1136,1.9711,29.2904,101.139,2.3762,3801.1862,2.0335,2.5036,59.5461,57.9817,585.5467,2.095,4.422,8.0677,249.2837,5.2884,0.7584,0.4245,6498.9565,323.1477,11.5148,239.3091,12.4093,1406.5081,8.3318,18.7308,6.5308,1.9552,1.5632,1.2452,8.2834,3.7791,0.7549,15.8545,1295.2307,16.7276,2001.7939,0.5587,23.7999,6335.8848,2.3978,12759.1784,63.2628,1.4288,332.2434,1.5084,0.4034,332.2434,60.4419,140.0715,8.332,9.9027,74.909
AOA,0.008039,0.1885,0.2404,1.0838,0.003918,1.0,0.2347,0.002917,0.003918,0.003651,0.00383,0.004378,0.1848,0.00383,0.00082305,4.4061,0.002189,0.002971,0.01477,0.01094,0.002189,0.1667,0.02497,0.007112,0.004378,0.002722,4.4412,0.002012,1.7592,0.01375,8.229,1.3744,0.05253,0.2159,0.04909,0.389,0.01461,0.1178,0.3069,0.03376,0.03283,0.1131,0.001958,0.004555,0.001638,0.01461,0.001638,0.00693,0.001638,0.01569,0.001638,0.1149,19.2067,0.01656,0.4494,0.01714,0.05275,0.01475,0.23,0.7422,31.2045,0.007085,0.001638,0.1667,3.1357,90.1961,0.2825,0.001638,0.3286,0.001552,0.2578,0.2543,0.2255,8.6792,0.002917,0.9633,2.6619,0.00065588,0.001824,1.0929,24.6649,3.2999,0.5694,0.3297,0.03221,0.01002,0.02164,0.03964,8.6957,0.1205,3.8206,6.2628,0.01765,0.07816,0.09654,0.03322,1.7336,0.0446,0.009176,0.1424,0.03221,0.9235,0.07686,0.01888,0.2667,0.003179,0.00084165,0.002189,0.00803,0.007571,0.1148,0.3866,0.0092,14.9593,0.007968,0.009812,0.23,0.215,2.1816,0.008209,0.01716,0.03137,0.9913,0.02042,0.002972,0.001638,25.0,1.2431,0.04429,0.924,0.04797,5.4118,0.03221,0.07341,0.02798,0.007508,0.00634,0.00481,0.03246,0.01459,0.002917,0.06133,5.1508,0.06556,7.6987,0.002189,0.09172,23.4097,0.009397,49.1689,0.243,0.005543,1.2845,0.00591,0.001581,1.2845,0.2337,0.5377,0.03221,0.03819,0.2884
ARS,0.03348,0.8107,1.0148,4.6177,0.01632,4.2609,1.0,0.0123,0.01632,0.01549,0.01613,0.01823,0.7846,0.01613,0.003427,18.7739,0.009115,0.01236,0.0626,0.0455,0.009115,0.6928,0.1054,0.0297,0.01823,0.01148,18.3178,0.008495,7.3228,0.05803,34.8484,5.8777,0.2188,0.9096,0.2043,1.62,0.06155,0.4997,1.3023,0.1506,0.1367,0.47,0.00825,0.01921,0.006917,0.06155,0.006917,0.02953,0.006917,0.06684,0.006917,0.4894,81.8372,0.07014,1.9146,0.07131,0.2232,0.06216,0.98,3.0957,125.4158,0.0295,0.006917,0.6928,13.3606,384.3137,1.175,0.006917,1.3922,0.006463,1.0865,1.0435,0.9608,36.9811,0.0123,4.0585,11.0822,0.002731,0.007596,4.6326,104.6074,13.7415,2.4651,1.3984,0.1362,0.04269,0.08903,0.1678,37.051,0.5133,16.1904,26.6848,0.07345,0.3331,0.4061,0.1401,7.3865,0.1858,0.03826,0.5868,0.1362,3.7907,0.3256,0.07966,1.1084,0.0132,0.003505,0.009115,0.03445,0.03212,0.4772,1.6502,0.03882,62.0209,0.03318,0.04081,0.9706,0.9575,9.2957,0.03418,0.07377,0.1314,4.0833,0.08587,0.01236,0.006917,106.5217,5.2966,0.1887,3.9369,0.2021,22.9167,0.1362,0.3045,0.1192,0.03199,0.02687,0.02058,0.1349,0.06176,0.0123,0.2592,21.2121,0.2727,32.8033,0.009115,0.3883,99.7455,0.03909,207.0682,1.0229,0.02357,5.4114,0.02461,0.006583,5.4114,0.9844,2.2822,0.1362,0.1627,1.2288
AUD,2.7179,66.0428,82.5995,360.8722,1.3247,342.773,81.3056,1.0,1.3247,1.2545,1.312,1.4802,63.1687,1.3121,0.2783,1483.0127,0.7401,1.0046,5.0891,3.6981,0.7401,56.3587,8.6015,2.2504,1.4802,0.9322,1479.5092,0.69,594.188,4.7041,2833.0546,477.9194,17.7619,73.9685,16.6009,131.5279,5.0046,40.6272,106.0238,12.2716,11.1012,37.8004,0.6708,1.555,0.5619,5.0046,0.5619,2.3758,0.5619,6.1467,0.5619,39.5541,6614.3761,5.7025,154.7468,5.7936,18.1662,5.0543,77.9104,251.1633,10549.098,2.3969,0.5619,56.3578,1079.8521,31048.473,95.4485,0.5619,113.3374,0.5247,88.3292,84.9599,75.9624,2988.9492,1.0,330.024,899.8866,0.2218,0.6167,375.2781,9372.5308,1115.672,202.8071,113.8424,11.0593,3.4502,7.0418,13.6328,2248.5406,41.2814,1306.4896,2156.7639,5.9677,26.9183,32.4384,11.4035,608.4006,15.0773,3.1016,47.3656,11.0593,308.6214,26.5021,6.4738,90.1739,1.0744,0.2846,0.7401,2.8017,2.6147,38.8021,134.1785,3.1449,5040.2467,2.6939,3.3157,78.8451,76.773,777.5183,2.7753,5.8592,10.6957,330.2379,6.9985,1.0046,0.5619,8609.4732,428.0889,15.2541,317.6022,16.4352,1865.5589,11.0593,24.8175,8.6181,2.583,2.0732,1.6499,10.9748,5.0271,1.0,21.0066,1719.0667,22.1232,2656.8606,0.7401,31.5699,8373.7449,3.1752,16924.9539,83.8322,1.8932,440.032,1.9982,0.5331,440.032,80.0508,185.8074,11.0587,13.1428,99.2354
AWG,2.0517,49.7579,62.2837,273.2413,1.0,255.2171,61.2874,0.7549,1.0,0.9484,0.9906,1.1173,47.6991,0.9906,0.2101,1119.4699,0.5587,0.7584,3.8365,2.792,0.5587,42.535,6.4808,1.7033,1.1173,0.7037,1116.8239,0.5211,448.8781,3.5539,2135.7663,360.2272,13.4078,55.8494,12.5253,99.2855,3.7787,30.6268,79.9275,9.2582,8.3799,28.534,0.5065,1.1727,0.4245,3.7787,0.4245,1.7983,0.4245,4.6231,0.4245,29.8579,4992.9352,4.2989,116.8123,4.3734,13.6967,3.8162,58.8118,189.3732,7962.325,1.8078,0.4245,42.536,815.1384,23501.1317,72.0913,0.4245,85.2898,0.3961,66.705,64.0508,57.5097,2256.2415,0.7549,249.1826,679.2254,0.1674,0.4655,283.6516,7053.6732,842.1788,153.1369,85.8241,8.3318,2.6044,5.3321,10.3069,1702.3762,31.3109,987.0638,1628.0572,4.5046,20.3196,24.4718,8.5786,458.2844,11.3798,2.3414,35.7406,8.3318,232.3806,19.9806,4.8858,68.056,0.8111,0.2148,0.5587,2.1136,1.9711,29.2904,101.139,2.3762,3801.1862,2.0335,2.5036,59.5461,57.9817,585.5467,2.095,4.422,8.0677,249.2837,5.2884,0.7584,0.4245,6498.9565,323.1477,11.5148,239.3091,12.4093,1406.5081,8.3318,18.7308,6.5308,1.9552,1.5632,1.2452,8.2834,3.7791,0.7549,15.8545,1295.2307,16.7276,2001.7939,0.5587,23.7999,6335.8848,2.3978,12759.1784,63.2628,1.4288,332.2434,1.5084,0.4034,332.2434,60.4419,140.0715,8.332,9.9027,74.909
AZN,2.1633,52.3227,65.494,288.6401,1.0544,273.9239,64.5383,0.7972,1.0544,1.0,1.043,1.1781,50.6377,1.043,0.2215,1206.9444,0.589,0.7987,4.0402,2.9517,0.589,44.8686,6.8034,1.7143,1.1781,0.7427,1177.6168,0.5481,472.9469,3.7443,2248.2531,376.9983,14.137,58.8023,13.1613,104.6849,3.9785,32.2575,84.0473,10.4578,8.8356,30.217,0.5333,1.2354,0.448,3.9785,0.448,1.9002,0.448,4.2968,0.448,31.4619,5261.1691,4.5258,123.0878,4.6094,14.4027,4.018,63.0025,199.8003,8422.7129,1.9057,0.448,44.8686,858.9298,24769.9674,76.0628,0.448,89.8508,0.4176,70.2158,67.3438,60.7355,2377.4528,0.7972,262.3576,716.5389,0.1765,0.4909,299.1512,6751.1774,887.9784,159.0908,90.2478,8.8037,2.7443,5.738,10.8675,2381.9471,32.996,1044.898,1715.5208,4.7477,21.4112,26.2103,9.0423,474.8634,11.9633,2.4701,37.726,8.8037,244.6439,21.0105,5.151,71.7897,0.8546,0.2265,0.589,2.2247,2.0727,30.77,106.6495,2.5029,4096.2981,2.1441,2.6384,62.7504,62.0207,597.6049,2.2089,4.7612,8.4835,262.5104,5.5554,0.7987,0.448,6848.0978,340.508,12.1334,253.0983,13.0654,1479.0044,8.8037,19.7114,6.9021,2.0641,1.7344,1.3285,8.7384,3.9856,0.7972,16.7882,1363.6905,17.3445,2108.8703,0.589,25.0625,6673.9119,2.5282,13363.7956,66.0165,1.5209,349.8101,1.5904,0.4254,349.8101,63.6376,147.2913,8.8038,10.4612,79.0
