,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
AED,1.0,24.1864,30.6422,122.9251,0.4874,113.8313,32.4343,0.3846,0.4874,0.4623,0.4987,0.5446,23.8114,0.4987,0.1024,554.9319,0.2723,0.3746,1.8707,1.3158,0.2723,21.092,3.2939,0.7978,0.5446,0.3493,543.3896,0.2619,226.4372,1.8214,1082.0316,183.5654,6.5351,28.1146,6.2926,48.3924,1.9022,15.0037,39.6153,5.0368,4.0844,14.1212,0.255,0.5873,0.2169,1.9022,0.2169,0.7769,0.2169,2.1567,0.2169,14.7192,2402.83,2.0859,56.9264,2.1384,6.685,1.9211,30.5971,99.0544,3962.8755,0.9132,0.2169,21.0923,397.0744,11460.0689,35.3475,0.2169,42.1092,0.1931,34.6161,31.8205,22.0148,1104.9841,0.3846,125.4387,344.7981,0.08159,0.2269,113.0477,3854.9966,410.4833,97.5548,41.3019,4.2776,1.2972,2.6614,5.2022,1088.838,15.7479,501.216,854.1447,2.2025,9.9252,11.6813,4.2029,222.7451,5.4033,1.1937,17.4993,4.2776,112.9816,9.7537,2.6118,33.7471,0.421,0.1047,0.2723,1.0064,0.968,14.2483,54.9529,1.1723,1874.7383,0.9912,1.2606,30.0039,15.6996,283.4631,1.0211,2.1858,3.5539,121.8221,2.6845,0.3746,0.2169,3524.6332,157.3878,5.7418,121.8483,6.2468,687.5151,4.2776,9.3328,3.4012,0.9522,0.7945,0.6288,4.4456,1.8421,0.3846,8.0206,633.2105,8.0238,1002.0988,0.2723,10.8928,3008.3913,1.3546,6317.1541,31.2285,0.7019,167.2515,0.7352,0.2023,167.2515,30.4265,68.1253,4.2776,4.6774,71.9066
AFN,0.04135,1.0,1.2669,5.1403,0.02015,4.6613,1.3409,0.0159,0.02015,0.01912,0.02056,0.02252,0.9898,0.02056,0.004233,23.162,0.01126,0.01542,0.07739,0.05437,0.01126,0.8689,0.136,0.03755,0.02252,0.01442,22.5479,0.01079,9.3178,0.07497,44.7486,7.5714,0.2702,1.1589,0.2591,2.0008,0.07841,0.6208,1.6379,0.2087,0.1689,0.5855,0.01051,0.02426,0.008965,0.07841,0.008965,0.03218,0.008965,0.08763,0.008965,0.6098,99.5441,0.08632,2.3583,0.08791,0.2764,0.07919,1.2724,4.0801,163.8385,0.03769,0.008965,0.8689,16.4499,475.2745,1.4615,0.008965,1.7414,0.007982,1.4224,1.3126,0.8961,45.7771,0.0159,5.1708,14.2385,0.003373,0.009382,4.6728,149.4386,16.9716,4.0731,1.7076,0.1762,0.05374,0.1117,0.2151,45.562,0.6521,20.8375,35.3854,0.09055,0.4112,0.4877,0.1739,9.2041,0.2231,0.04923,0.7225,0.1762,4.6737,0.4033,0.1079,1.3902,0.01738,0.004329,0.01126,0.04168,0.04003,0.5864,2.2738,0.0485,77.2082,0.04098,0.05195,1.2386,0.6438,11.4959,0.04222,0.09155,0.1469,5.0498,0.1108,0.01542,0.008965,146.0181,6.5202,0.2379,5.072,0.2575,28.4261,0.1762,0.3842,0.1409,0.0394,0.03408,0.026,0.1828,0.07635,0.0159,0.3322,26.2185,0.3313,41.4696,0.01126,0.4508,124.9433,0.05601,261.1376,1.2925,0.02931,6.8944,0.0304,0.008363,6.8944,1.2542,2.8167,0.1762,0.1936,2.9204
ALL,0.03263,0.7893,1.0,4.0458,0.01591,3.6688,1.0584,0.01264,0.01591,0.0151,0.01635,0.01777,0.7812,0.01635,0.003341,18.2303,0.008886,0.01227,0.06109,0.04323,0.008886,0.6909,0.1073,0.02964,0.01777,0.01147,17.747,0.008582,7.4093,0.05961,35.3207,5.9762,0.2133,0.9216,0.206,1.5793,0.06235,0.49,1.2928,0.1647,0.1333,0.4608,0.008358,0.01915,0.007129,0.06235,0.007129,0.02533,0.007129,0.06897,0.007129,0.4799,78.3491,0.06813,1.8562,0.06991,0.2182,0.06297,1.0015,3.2444,130.2809,0.02997,0.007129,0.6909,12.9474,374.0784,1.1536,0.007129,1.3745,0.0063,1.1311,1.036,0.7053,36.0302,0.01264,4.1117,11.3221,0.002663,0.007405,3.6883,117.9541,13.396,3.2149,1.3479,0.1401,0.0423,0.08819,0.1698,35.8609,0.5132,16.4473,27.8511,0.072,0.3236,0.3849,0.1373,7.2444,0.1774,0.03915,0.5686,0.1401,3.689,0.3183,0.0858,1.1055,0.01382,0.003417,0.008886,0.0329,0.03159,0.4663,1.7947,0.03828,60.9415,0.03235,0.04131,0.9776,0.5081,9.0481,0.03332,0.07226,0.116,3.9746,0.08809,0.01227,0.007129,114.9277,5.1319,0.1872,3.992,0.2048,22.4368,0.1401,0.3055,0.1109,0.03101,0.0269,0.02052,0.1454,0.06026,0.01264,0.2622,20.636,0.2634,32.6399,0.008886,0.3559,98.3402,0.04421,206.1194,1.0202,0.02313,5.4823,0.02399,0.006601,5.4823,0.9973,2.2233,0.1401,0.1524,2.2986
AMD,0.008135,0.1945,0.2472,1.0,0.003965,0.9068,0.2612,0.003154,0.003965,0.003757,0.004085,0.00443,0.1928,0.004085,0.00083289,4.506,0.002215,0.003064,0.01508,0.01073,0.002215,0.1727,0.02639,0.006345,0.00443,0.002862,4.3865,0.002147,1.8422,0.01484,8.7163,1.4759,0.05316,0.2303,0.05141,0.3937,0.01558,0.1209,0.3188,0.04104,0.03323,0.1139,0.002089,0.004726,0.001783,0.01558,0.001783,0.006321,0.001783,0.01705,0.001783,0.1186,19.3655,0.01682,0.4588,0.01748,0.05386,0.01574,0.2475,0.8097,32.2401,0.007505,0.001783,0.1727,3.2002,93.2327,0.29,0.001783,0.3392,0.001571,0.2832,0.2557,0.1791,8.9056,0.003154,1.0275,2.8271,0.00066372,0.001846,0.9183,29.108,3.3393,0.7937,0.3321,0.03494,0.01045,0.02175,0.04229,8.8637,0.1269,4.0598,6.8839,0.01801,0.07999,0.09488,0.0339,1.7906,0.04396,0.009711,0.1406,0.03494,0.9103,0.07859,0.02142,0.2763,0.00345,0.00085171,0.002215,0.00812,0.007825,0.1159,0.4428,0.009552,15.0415,0.008063,0.01036,0.2436,0.1262,2.2364,0.008307,0.01783,0.02856,0.9824,0.02198,0.003065,0.001783,28.4066,1.2685,0.04628,0.9867,0.05117,5.5476,0.03494,0.07593,0.02767,0.007739,0.006631,0.005069,0.03643,0.01487,0.003154,0.06468,5.1006,0.0659,8.0676,0.002215,0.08773,24.4747,0.01102,50.8794,0.2512,0.005654,1.37,0.005981,0.001644,1.37,0.2492,0.5486,0.03494,0.03766,0.5681
ANG,2.0517,49.6227,62.8679,252.2025,1.0,233.5449,66.5446,0.789,1.0,0.9486,1.0231,1.1173,48.8533,1.0231,0.2101,1138.5405,0.5587,0.7685,3.8381,2.6997,0.5587,43.2739,6.7581,1.6369,1.1173,0.7166,1114.8593,0.5374,464.5758,3.737,2219.9782,376.6168,13.4078,57.6821,12.9105,99.2855,3.9027,30.7828,81.2778,10.3338,8.3799,28.9721,0.5231,1.205,0.445,3.9027,0.445,1.594,0.445,4.4248,0.445,30.1991,4929.8286,4.2796,116.7944,4.3872,13.7154,3.9415,62.7752,203.2276,8130.5365,1.8736,0.445,43.2746,814.668,23512.348,72.5216,0.445,86.3944,0.3961,71.0211,65.2853,45.1673,2267.0694,0.789,257.3595,707.414,0.1674,0.4655,231.9373,7909.2039,842.1788,200.1508,84.7381,8.7762,2.6614,5.4603,10.6732,2233.9428,32.3096,1028.3328,1752.4281,4.5188,20.3632,23.9663,8.6231,457.0009,11.0859,2.4491,35.9029,8.7762,231.8015,20.0115,5.3587,69.2382,0.8638,0.2148,0.5587,2.0647,1.9861,29.2329,112.7456,2.4052,3846.3555,2.0335,2.5864,61.5582,32.2106,581.5745,2.095,4.4845,7.2914,249.9395,5.5077,0.7685,0.445,7231.4052,322.9087,11.7803,249.9932,12.8165,1410.5582,8.7762,19.1479,6.9782,1.9537,1.63,1.2901,9.121,3.7795,0.789,16.4557,1299.1427,16.4623,2055.9821,0.5587,22.3485,6172.2441,2.7792,12960.7533,64.0708,1.44,343.146,1.5084,0.415,343.146,62.4253,139.771,8.7762,9.5964,147.529
AOA,0.008785,0.2145,0.2726,1.1027,0.004282,1.0,0.2881,0.003328,0.004282,0.004108,0.004314,0.004784,0.2127,0.004314,0.00089942,4.9689,0.002392,0.003291,0.01662,0.01156,0.002392,0.1853,0.0291,0.008028,0.004784,0.003019,4.8143,0.002268,1.9895,0.01576,9.6118,1.6275,0.05741,0.2432,0.05529,0.4251,0.01645,0.1333,0.3515,0.04477,0.03588,0.125,0.002206,0.005212,0.001879,0.01645,0.001879,0.006903,0.001879,0.0188,0.001879,0.1308,21.3552,0.01855,0.5059,0.01879,0.05939,0.01662,0.273,0.8703,34.8188,0.008024,0.001879,0.1853,3.529,101.9608,0.3106,0.001879,0.3741,0.001696,0.2996,0.281,0.1922,9.8206,0.003328,1.085,3.0295,0.00071674,0.001993,1.0028,32.0988,3.6061,0.8753,0.3662,0.03701,0.01153,0.02395,0.04622,9.7744,0.1399,4.477,7.5912,0.01935,0.08821,0.1046,0.03738,1.9746,0.04748,0.01049,0.1555,0.03701,1.0004,0.08667,0.0226,0.2965,0.003699,0.00091975,0.002392,0.008954,0.008629,0.1252,0.4883,0.0104,16.5869,0.008707,0.01108,0.266,0.1392,2.4662,0.00897,0.01967,0.0315,1.0793,0.02323,0.003291,0.001879,31.3253,1.3988,0.05103,1.0881,0.05404,6.1176,0.03701,0.082,0.03022,0.008453,0.007313,0.00559,0.03906,0.0164,0.003328,0.07133,5.6081,0.0705,8.8965,0.002392,0.09674,26.8041,0.0119,56.107,0.277,0.006235,1.4467,0.006459,0.001777,1.4467,0.2632,0.605,0.03701,0.04153,0.6265
ARS,0.03083,0.7458,0.9448,3.8278,0.01503,3.4712,1.0,0.01186,0.01503,0.01426,0.01534,0.01679,0.7381,0.01534,0.003157,17.248,0.008395,0.01153,0.05768,0.04048,0.008395,0.6509,0.1014,0.02801,0.01679,0.01078,16.7907,0.008067,6.9904,0.05598,33.3607,5.6596,0.2015,0.8646,0.1932,1.492,0.0585,0.4626,1.2215,0.1555,0.1259,0.436,0.007842,0.01814,0.006706,0.0585,0.006706,0.02396,0.006706,0.06526,0.006706,0.4541,74.1273,0.06431,1.7562,0.06586,0.2061,0.05908,0.9475,3.0167,119.0609,0.02816,0.006706,0.6509,12.2497,353.9216,1.0853,0.006706,1.2987,0.005952,1.0643,0.9789,0.6673,34.0888,0.01186,3.8578,10.6275,0.002515,0.006996,3.4893,111.4468,12.6559,3.0376,1.2735,0.1316,0.04002,0.08335,0.1604,33.9286,0.4856,15.54,26.3504,0.06783,0.3062,0.3637,0.1297,6.854,0.1668,0.03687,0.538,0.1316,3.4855,0.3008,0.0805,1.0414,0.01302,0.003228,0.008395,0.03108,0.02985,0.4391,1.6943,0.03611,57.8011,0.03056,0.03875,0.9237,0.4762,8.5606,0.03148,0.06827,0.1096,3.7604,0.08238,0.01153,0.006706,108.7349,4.8554,0.1771,3.7769,0.1921,21.1992,0.1316,0.2868,0.1049,0.02934,0.02542,0.01939,0.1359,0.05694,0.01186,0.2479,19.5241,0.2465,30.8811,0.008395,0.3358,93.0412,0.04133,194.7484,0.9639,0.02186,5.1437,0.02267,0.006236,5.1437,0.9357,2.1006,0.1316,0.1442,2.1747
AUD,2.6003,62.9018,79.104,317.1058,1.2674,300.517,84.2993,1.0,1.2674,1.1988,1.2966,1.4161,61.7439,1.2962,0.2662,1442.9898,0.708,0.9734,4.8596,3.4131,0.708,54.8264,8.5769,1.9393,1.4161,0.9083,1412.976,0.6812,588.5219,4.725,2811.9814,478.0003,16.993,73.1009,16.3568,125.8339,4.9459,38.9754,102.9068,13.0665,10.6206,36.7194,0.663,1.5263,0.5642,4.9459,0.5642,2.0154,0.5642,5.7094,0.5642,38.2744,6248.0798,5.4151,148.0256,5.5583,17.3096,4.995,79.5615,256.1527,10299.8288,2.3771,0.5642,54.8291,1032.5127,29705.3035,91.7078,0.5642,109.1402,0.502,89.9447,82.7399,57.6739,2873.2907,1.0,326.1534,896.5126,0.2122,0.59,293.5695,10460.6599,1067.3727,253.1175,107.5244,11.1164,3.373,6.8519,13.4887,2809.97,41.1794,1298.7866,2221.0328,5.7252,25.8084,30.295,10.8786,578.765,14.0492,3.1004,45.0572,11.1164,293.0532,25.2509,6.7971,87.7222,1.0951,0.2722,0.708,2.6116,2.485,37.0536,142.7779,3.0456,4892.4826,2.5773,3.2723,77.8868,40.7619,752.0022,2.6552,5.634,9.2624,316.7741,6.9796,0.9734,0.5642,9165.1051,409.2555,14.9304,313.9617,16.2424,1773.2192,11.1164,24.2649,8.8224,2.4727,1.9992,1.6339,11.5402,4.786,1.0,20.8521,1641.6644,20.8349,2599.3872,0.708,28.3134,7791.538,3.492,16468.3121,81.2581,1.8246,434.8711,1.9117,0.5253,434.8711,79.112,176.6107,11.116,12.13,186.9783
AWG,2.0517,49.6227,62.8679,252.2025,1.0,233.5449,66.5446,0.789,1.0,0.9486,1.0231,1.1173,48.8533,1.0231,0.2101,1138.5405,0.5587,0.7685,3.8381,2.6997,0.5587,43.2739,6.7581,1.6369,1.1173,0.7166,1114.8593,0.5374,464.5758,3.737,2219.9782,376.6168,13.4078,57.6821,12.9105,99.2855,3.9027,30.7828,81.2778,10.3338,8.3799,28.9721,0.5231,1.205,0.445,3.9027,0.445,1.594,0.445,4.4248,0.445,30.1991,4929.8286,4.2796,116.7944,4.3872,13.7154,3.9415,62.7752,203.2276,8130.5365,1.8736,0.445,43.2746,814.668,23512.348,72.5216,0.445,86.3944,0.3961,71.0211,65.2853,45.1673,2267.0694,0.789,257.3595,707.414,0.1674,0.4655,231.9373,7909.2039,842.1788,200.1508,84.7381,8.7762,2.6614,5.4603,10.6732,2233.9428,32.3096,1028.3328,1752.4281,4.5188,20.3632,23.9663,8.6231,457.0009,11.0859,2.4491,35.9029,8.7762,231.8015,20.0115,5.3587,69.2382,0.8638,0.2148,0.5587,2.0647,1.9861,29.2329,112.7456,2.4052,3846.3555,2.0335,2.5864,61.5582,32.2106,581.5745,2.095,4.4845,7.2914,249.9395,5.5077,0.7685,0.445,7231.4052,322.9087,11.7803,249.9932,12.8165,1410.5582,8.7762,19.1479,6.9782,1.9537,1.63,1.2901,9.121,3.7795,0.789,16.4557,1299.1427,16.4623,2055.9821,0.5587,22.3485,6172.2441,2.7792,12960.7533,64.0708,1.44,343.146,1.5084,0.415,343.146,62.4253,139.771,8.7762,9.5964,147.529
AZN,2.1629,52.2888,66.246,266.1995,1.0542,243.4231,70.1136,0.8342,1.0542,1.0,1.0804,1.1779,51.7537,1.0804,0.2214,1209.5557,0.5889,0.8103,4.0467,2.8441,0.5889,45.6589,7.1113,1.8307,1.1779,0.757,1177.4884,0.5675,488.8519,3.9342,2339.8416,395.898,14.1347,60.9113,13.5995,104.6682,4.1212,32.4585,85.6447,10.9268,8.8342,30.5749,0.5524,1.2686,0.4714,4.1212,0.4714,1.6827,0.4714,4.5763,0.4714,31.844,5198.3573,4.5136,123.1563,4.6221,14.4523,4.1621,66.4462,213.6456,8595.67,1.9781,0.4714,45.6589,859.0431,24789.0595,76.4468,0.4714,91.0552,0.4176,74.84,68.6337,47.4202,2390.5571,0.8342,271.7669,745.8471,0.1765,0.4908,244.2704,7813.9372,887.8373,212.9739,89.2909,9.2211,2.8063,5.8424,11.2519,2379.3233,34.053,1089.5642,1847.8832,4.7607,21.4724,25.4999,9.0926,480.6531,11.7028,2.5829,37.7288,9.2211,244.3804,21.0868,5.6654,73.0542,0.9124,0.2264,0.5889,2.1796,2.0928,30.7644,118.8935,2.5405,4037.1063,2.1438,2.7294,64.842,33.6775,600.332,2.2086,4.7868,7.6831,263.7083,5.8168,0.8103,0.4714,7625.3012,340.4976,12.422,264.8671,13.534,1486.353,9.2211,20.1578,7.3597,2.06,1.782,1.3593,9.6003,3.9923,0.8342,17.3694,1369.1725,17.4197,2165.6116,0.5889,23.5738,6525.029,2.9298,13654.5141,67.581,1.5325,362.3558,1.5902,0.4375,362.3558,65.9199,147.2809,9.2212,10.1102,152.506
