,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
AED,1.0,24.0404,30.3594,129.1184,0.4874,118.2471,30.5583,0.3665,0.4874,0.4622,0.4896,0.5446,23.2531,0.4896,0.1024,546.512,0.2723,0.3717,1.8707,1.2825,0.2723,20.6487,3.1534,0.7776,0.5446,0.3436,542.7565,0.2538,221.9702,1.7358,1014.7222,178.9003,6.5351,27.6003,6.1182,48.3924,1.8674,14.9548,39.0922,4.9937,4.0844,14.1286,0.2503,0.5713,0.209,1.8674,0.209,0.8367,0.209,2.1284,0.209,14.6247,2420.1126,2.0898,56.6621,2.1351,6.6859,1.886,29.2582,94.6327,3891.5156,0.8779,0.209,20.6489,395.2217,11437.3801,34.9482,0.209,42.0668,0.1931,34.1589,31.6624,24.9695,1096.506,0.3665,123.1439,335.8235,0.08159,0.2269,122.2798,3542.3653,410.4833,85.7498,41.6015,3.9725,1.2654,2.6174,5.0121,1086.8905,15.4349,499.1616,816.3824,2.1992,9.8536,11.729,4.1965,223.3368,5.4406,1.1483,17.5318,3.9725,114.4379,9.7586,2.3949,33.0379,0.3988,0.1047,0.2723,1.0109,0.9604,14.1732,50.0706,1.1621,1863.0456,0.9912,1.2346,29.4642,22.1325,287.8577,1.0211,2.1484,3.9249,121.2768,2.5833,0.3717,0.209,3204.4704,156.6649,5.6047,115.8092,6.1326,685.1892,3.9725,9.1519,3.4033,0.9529,0.7677,0.607,4.0001,1.8441,0.3665,7.8894,637.8586,7.9995,960.448,0.2723,11.3706,3083.8121,1.2029,6224.9431,30.4065,0.6958,164.1919,0.7352,0.1981,164.1919,29.8699,68.2596,3.9725,4.7792,39.7041
AFN,0.0416,1.0,1.2629,5.4276,0.02027,5.0522,1.2722,0.01522,0.02027,0.01928,0.02031,0.02265,0.9784,0.02031,0.004259,23.2954,0.01133,0.01545,0.07798,0.05355,0.01133,0.8589,0.1311,0.037,0.02265,0.01427,22.7065,0.01057,9.2484,0.0721,42.6103,7.4469,0.2718,1.1451,0.2537,2.013,0.07748,0.624,1.6261,0.2086,0.1699,0.5836,0.01039,0.02384,0.008692,0.07748,0.008692,0.03497,0.008692,0.08488,0.008692,0.6132,101.4665,0.08715,2.3756,0.08871,0.2781,0.07825,1.2217,3.9278,162.6203,0.03636,0.008692,0.8589,16.5702,475.5,1.4537,0.008692,1.7463,0.00803,1.4228,1.3087,0.9739,45.9725,0.01522,5.1092,13.9701,0.003394,0.009439,5.1226,134.6444,17.0747,3.5212,1.7305,0.1653,0.05305,0.1105,0.2084,45.8855,0.6423,20.9541,34.2279,0.09138,0.4131,0.495,0.1749,9.2718,0.2271,0.04788,0.7282,0.1653,4.7151,0.4059,0.09912,1.3742,0.01655,0.004355,0.01133,0.04211,0.03995,0.5893,2.0774,0.04827,78.3907,0.04123,0.05129,1.2278,0.9204,11.5506,0.04247,0.09166,0.1633,5.0522,0.1071,0.01545,0.008692,134.3518,6.5684,0.235,4.8598,0.2544,28.5016,0.1653,0.3802,0.142,0.03965,0.03373,0.02563,0.1667,0.07694,0.01522,0.3294,26.3592,0.3336,40.3838,0.01133,0.4764,129.336,0.05004,258.9732,1.2686,0.02922,6.8123,0.03058,0.00824,6.8123,1.2393,2.8394,0.1653,0.1993,1.6553
ALL,0.03294,0.7919,1.0,4.2903,0.01605,3.9935,1.0074,0.01205,0.01605,0.01526,0.01609,0.01794,0.7748,0.01609,0.003372,18.414,0.008969,0.01223,0.06175,0.04241,0.008969,0.6802,0.1038,0.0293,0.01794,0.0113,17.9485,0.008373,7.3243,0.0571,33.7413,5.8969,0.2153,0.9069,0.2009,1.594,0.06136,0.4942,1.2876,0.1651,0.1345,0.4613,0.008225,0.01888,0.006883,0.06136,0.006883,0.02764,0.006883,0.06709,0.006883,0.4847,80.205,0.06901,1.8778,0.07026,0.2202,0.06197,0.9657,3.1107,128.789,0.0288,0.006883,0.6802,13.0981,375.8627,1.1511,0.006883,1.3828,0.006359,1.1268,1.0363,0.7698,36.3393,0.01205,4.0463,11.0638,0.002687,0.007474,4.0564,106.6194,13.5208,2.7883,1.3703,0.1309,0.04194,0.08752,0.165,36.2706,0.5077,16.5928,27.0558,0.07237,0.3266,0.392,0.1385,7.329,0.1798,0.03792,0.5756,0.1309,3.7337,0.3214,0.0785,1.0883,0.01311,0.003449,0.008969,0.03334,0.03163,0.4667,1.645,0.03822,62.0744,0.03265,0.04062,0.9722,0.7289,9.1303,0.03363,0.07258,0.1293,3.9935,0.08482,0.01223,0.006883,106.1994,5.192,0.1857,3.8415,0.2015,22.5692,0.1309,0.3011,0.1122,0.03134,0.02671,0.02029,0.132,0.06093,0.01205,0.2608,20.8359,0.2642,31.9217,0.008969,0.3772,102.2347,0.03962,205.0702,1.0046,0.02314,5.3951,0.02422,0.006525,5.3951,0.9815,2.2484,0.1309,0.1575,1.3085
AMD,0.007745,0.1842,0.2331,1.0,0.003775,0.9308,0.2339,0.002832,0.003775,0.00358,0.003781,0.004218,0.1804,0.003781,0.00079294,4.292,0.002109,0.002877,0.0144,0.00991,0.002109,0.1602,0.02413,0.005835,0.004218,0.002655,4.1835,0.00197,1.7191,0.01343,7.8249,1.371,0.05061,0.2132,0.04725,0.3748,0.01442,0.115,0.2993,0.03886,0.03163,0.1075,0.001933,0.004358,0.001617,0.01442,0.001617,0.00648,0.001617,0.01564,0.001617,0.113,18.6946,0.01607,0.4377,0.01653,0.05136,0.01457,0.2251,0.733,30.1392,0.006783,0.001617,0.1602,3.053,88.5808,0.2711,0.001617,0.3214,0.001495,0.2646,0.2409,0.1934,8.4701,0.002832,0.951,2.6046,0.00063188,0.001757,0.9503,24.7535,3.1791,0.6381,0.3191,0.03085,0.009775,0.02031,0.03886,8.4541,0.1183,3.7202,6.3063,0.01703,0.07612,0.09406,0.03234,1.7083,0.04214,0.008893,0.1342,0.03085,0.8697,0.0749,0.01844,0.2563,0.003081,0.00081085,0.002109,0.007741,0.007372,0.1098,0.3902,0.008985,14.4362,0.007676,0.009566,0.228,0.1684,2.1281,0.007908,0.0169,0.03016,0.9308,0.01991,0.002877,0.001617,24.7535,1.2102,0.04329,0.8954,0.04736,5.2565,0.03085,0.07089,0.02636,0.007389,0.006243,0.004685,0.03111,0.01415,0.002832,0.06009,4.8565,0.06231,7.4405,0.002109,0.08659,23.8837,0.009316,47.8475,0.2304,0.005395,1.2681,0.005694,0.001536,1.2681,0.2307,0.5235,0.03085,0.03671,0.305
ANG,2.0517,49.3231,62.2878,264.9092,1.0,242.6047,62.6956,0.752,1.0,0.9484,1.0044,1.1173,47.7078,1.0044,0.2101,1121.2656,0.5587,0.7627,3.8381,2.6313,0.5587,42.3644,6.4698,1.5954,1.1173,0.7049,1113.5604,0.5207,455.4109,3.5613,2081.8812,367.0454,13.4078,56.6269,12.5525,99.2855,3.8313,30.6824,80.2045,10.2454,8.3799,28.9872,0.5136,1.1722,0.4288,3.8313,0.4288,1.7167,0.4288,4.3667,0.4288,30.0051,4965.2869,4.2876,116.2523,4.3806,13.7173,3.8694,60.0283,194.1556,7984.129,1.8012,0.4288,42.3649,810.8668,23465.7981,71.7023,0.4288,86.3075,0.3961,70.0829,64.961,51.2294,2249.675,0.752,252.6515,689.0011,0.1674,0.4655,250.8785,7267.7858,842.1788,175.9307,85.3527,8.1502,2.5962,5.37,10.2833,2229.947,31.6675,1024.1179,1674.9521,4.512,20.2164,24.0641,8.6098,458.2148,11.1623,2.3559,35.9695,8.1502,234.7895,20.0215,4.9135,67.783,0.8183,0.2148,0.5587,2.0739,1.9704,29.0788,102.7287,2.3842,3822.3658,2.0335,2.5331,60.451,45.4086,590.5906,2.095,4.4078,8.0525,248.8206,5.3,0.7627,0.4288,6574.535,321.4257,11.4991,237.603,12.582,1405.7862,8.1502,18.7767,6.9826,1.955,1.575,1.2454,8.2068,3.7835,0.752,16.1865,1308.6791,16.4124,1970.5281,0.5587,23.3288,6326.9833,2.4679,12771.5662,62.3844,1.4275,336.8686,1.5084,0.4064,336.8686,61.2833,140.0465,8.1502,9.8053,81.46
AOA,0.008457,0.1979,0.2504,1.0743,0.004122,1.0,0.2513,0.003091,0.004122,0.003818,0.004125,0.004606,0.1938,0.004125,0.00086584,4.611,0.002303,0.003144,0.01547,0.01085,0.002303,0.1746,0.02592,0.007373,0.004606,0.002897,4.6042,0.002137,1.8772,0.01462,8.4063,1.4728,0.05527,0.2325,0.05175,0.4092,0.01573,0.1236,0.3216,0.04108,0.03454,0.1201,0.002109,0.004682,0.001761,0.01573,0.001761,0.006922,0.001761,0.0168,0.001761,0.1214,20.0837,0.01726,0.4702,0.01806,0.05517,0.01589,0.2418,0.8004,32.9106,0.007425,0.001761,0.1746,3.2798,94.1176,0.2956,0.001761,0.3453,0.001633,0.2881,0.271,0.1928,9.0995,0.003091,1.0375,2.8401,0.00068997,0.001919,1.0403,26.5928,3.4714,0.6855,0.3429,0.03347,0.0105,0.02257,0.04124,9.0823,0.1271,3.9967,6.7749,0.0186,0.08177,0.1011,0.03474,1.8352,0.04602,0.009711,0.15,0.03347,0.9751,0.08047,0.02022,0.2794,0.003373,0.0008854,0.002303,0.008316,0.007919,0.1199,0.4192,0.0096,15.5089,0.008382,0.01044,0.243,0.1886,2.2863,0.008635,0.01815,0.0324,1.0288,0.02176,0.003144,0.001761,26.5928,1.3001,0.04651,0.9619,0.05167,5.6471,0.03347,0.07741,0.0281,0.007849,0.006707,0.005033,0.03383,0.0152,0.003091,0.06456,5.4557,0.06765,7.9933,0.002303,0.09302,25.6,0.01017,51.4029,0.2476,0.005796,1.3833,0.006217,0.001675,1.3833,0.2517,0.5624,0.03347,0.03944,0.3276
ARS,0.03272,0.7861,0.9927,4.2748,0.01595,3.9792,1.0,0.01196,0.01595,0.01515,0.01601,0.01782,0.7691,0.01601,0.00335,18.3477,0.008911,0.01215,0.06122,0.04208,0.008911,0.676,0.103,0.02908,0.01782,0.01122,17.8839,0.008319,7.2635,0.05675,33.206,5.8544,0.2139,0.9024,0.1999,1.5836,0.06106,0.4894,1.2782,0.1635,0.1337,0.4597,0.008184,0.01876,0.006838,0.06106,0.006838,0.02755,0.006838,0.06685,0.006838,0.4829,79.9163,0.06839,1.8711,0.06983,0.2186,0.06167,0.9622,3.0964,123.7216,0.02871,0.006838,0.676,13.0509,374.5098,1.1451,0.006838,1.3727,0.006318,1.1123,1.0288,0.7671,36.2085,0.01196,4.0264,10.992,0.00267,0.007426,3.9794,105.8394,13.4328,2.7679,1.3603,0.1304,0.04179,0.0868,0.1638,36.14,0.5059,16.4712,26.9584,0.07192,0.3254,0.3891,0.1375,7.3026,0.1787,0.03763,0.5736,0.1304,3.7064,0.3191,0.07769,1.0816,0.01302,0.003426,0.008911,0.03309,0.0314,0.4611,1.6385,0.03797,60.9666,0.03243,0.04042,0.9651,0.7103,9.0974,0.03341,0.07205,0.1283,3.9792,0.0842,0.01215,0.006838,105.8172,5.1733,0.1851,3.8277,0.2005,22.4041,0.1304,0.299,0.1118,0.03123,0.02652,0.02014,0.1313,0.06048,0.01196,0.2582,20.7609,0.2629,31.8068,0.008911,0.3721,101.8667,0.0393,203.5703,0.9972,0.02297,5.3686,0.02406,0.006482,5.3686,0.9767,2.2319,0.1304,0.1569,1.3038
AUD,2.7284,65.7067,82.9671,353.1587,1.3298,323.5395,83.6016,1.0,1.3298,1.2639,1.3356,1.4858,63.3702,1.3354,0.2793,1491.0996,0.7429,1.0151,5.117,3.5023,0.7429,56.3897,8.6095,2.1224,1.4858,0.9375,1480.8553,0.693,606.461,4.7351,2775.479,489.4224,17.8302,75.2957,16.7223,132.0333,5.0944,40.908,106.8525,13.6453,11.1439,38.5483,0.6828,1.5603,0.5704,5.0944,0.5703,2.2887,0.5704,5.8121,0.5704,39.902,6603.0279,5.7166,154.5968,5.827,18.2707,5.145,79.8281,258.4527,10613.4872,2.397,0.5704,56.3871,1078.3216,31288.5194,95.4983,0.5704,114.7485,0.5267,93.2148,86.0573,68.3749,2991.7036,1.0,335.9459,916.3788,0.2226,0.6191,334.3719,9700.5128,1119.9586,233.9362,113.6961,10.8459,3.4525,7.1147,13.7052,2971.82,42.3962,1361.754,2227.4152,6.0028,26.8846,31.9809,11.489,609.1326,14.8539,3.1362,47.4218,10.8459,309.7876,26.6691,6.5306,90.2235,1.0882,0.2857,0.7429,2.7593,2.6246,38.659,136.9127,3.1663,5095.0932,2.7042,3.3714,80.4032,60.431,785.9383,2.786,5.8646,10.7253,330.8913,7.0454,1.015,0.5704,8743.0674,427.4441,15.2919,315.752,16.7301,1872.6083,10.8459,25.0028,9.3098,2.6064,2.0919,1.6576,10.9232,5.0564,1.0,21.5163,1726.3362,21.8673,2618.4813,0.7428,31.1124,8435.0033,3.2856,17020.3232,83.0583,1.8998,447.9278,2.0059,0.5412,447.9278,81.4872,186.5563,10.844,13.033,108.3287
AWG,2.0517,49.3231,62.2878,264.9092,1.0,242.6047,62.6956,0.752,1.0,0.9484,1.0044,1.1173,47.7078,1.0044,0.2101,1121.2656,0.5587,0.7627,3.8381,2.6313,0.5587,42.3644,6.4698,1.5954,1.1173,0.7049,1113.5604,0.5207,455.4109,3.5613,2081.8812,367.0454,13.4078,56.6269,12.5525,99.2855,3.8313,30.6824,80.2045,10.2454,8.3799,28.9872,0.5136,1.1722,0.4288,3.8313,0.4288,1.7167,0.4288,4.3667,0.4288,30.0051,4965.2869,4.2876,116.2523,4.3806,13.7173,3.8694,60.0283,194.1556,7984.129,1.8012,0.4288,42.3649,810.8668,23465.7981,71.7023,0.4288,86.3075,0.3961,70.0829,64.961,51.2294,2249.675,0.752,252.6515,689.0011,0.1674,0.4655,250.8785,7267.7858,842.1788,175.9307,85.3527,8.1502,2.5962,5.37,10.2833,2229.947,31.6675,1024.1179,1674.9521,4.512,20.2164,24.0641,8.6098,458.2148,11.1623,2.3559,35.9695,8.1502,234.7895,20.0215,4.9135,67.783,0.8183,0.2148,0.5587,2.0739,1.9704,29.0788,102.7287,2.3842,3822.3658,2.0335,2.5331,60.451,45.4086,590.5906,2.095,4.4078,8.0525,248.8206,5.3,0.7627,0.4288,6574.535,321.4257,11.4991,237.603,12.582,1405.7862,8.1502,18.7767,6.9826,1.955,1.575,1.2454,8.2068,3.7835,0.752,16.1865,1308.6791,16.4124,1970.5281,0.5587,23.3288,6326.9833,2.4679,12771.5662,62.3844,1.4275,336.8686,1.5084,0.4064,336.8686,61.2833,140.0465,8.1502,9.8053,81.46
AZN,2.1634,51.8787,65.515,279.3173,1.0544,261.8958,65.9978,0.7912,1.0544,1.0,1.0564,1.1781,50.7601,1.0564,0.2215,1207.5889,0.5891,0.8037,4.0453,2.7734,0.5891,44.7234,6.7999,1.7161,1.1781,0.7419,1177.0599,0.5502,479.8203,3.7513,2210.5645,386.3374,14.1377,59.5584,13.1985,104.6899,4.0296,32.3747,84.36,10.846,8.836,30.2551,0.5401,1.2367,0.4519,4.0296,0.4519,1.8138,0.4519,4.4001,0.4519,31.7851,5259.8326,4.5211,123.1485,4.6168,14.428,4.0697,63.33,204.4172,8437.0062,1.8919,0.4519,44.7236,858.9682,24764.8479,75.6949,0.4519,90.5935,0.4176,73.9423,67.8955,54.0053,2383.128,0.7912,265.7309,726.5747,0.1765,0.4909,266.0227,6985.1721,888.0212,182.6728,89.7751,8.6033,2.7502,5.7339,10.843,2378.6187,33.2945,1087.072,1774.3119,4.7552,21.4157,25.6811,9.0736,480.6347,11.7813,2.4843,37.7508,8.6033,244.6122,21.0589,5.1555,71.5574,0.8609,0.2265,0.5891,2.1844,2.0725,30.5726,107.7705,2.5097,4066.8033,2.1442,2.6683,63.691,47.8573,598.7616,2.209,4.7553,8.4698,261.8958,5.5671,0.8037,0.4519,6964.5429,340.493,12.1812,251.9238,13.2334,1478.6234,8.6033,19.7279,7.3719,2.0639,1.75,1.3294,8.6747,3.9918,0.7912,17.0893,1366.413,17.3888,2093.4221,0.5891,24.7133,6690.9527,2.6022,13435.1812,65.8138,1.5158,354.3079,1.5905,0.4285,354.3079,64.4559,147.3026,8.6033,10.3295,85.8089
