,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
AED,1.0,24.1398,29.9751,130.7287,0.4874,121.1743,30.3459,0.3582,0.4874,0.4618,0.4872,0.5446,23.2243,0.4872,0.1024,546.0221,0.2723,0.3698,1.8689,1.2567,0.2723,20.5085,3.139,0.7813,0.5446,0.3395,543.4556,0.2528,212.2186,1.7343,1012.0429,179.7173,6.5351,27.4663,6.0715,48.3924,1.8583,14.9535,38.9884,4.9684,4.0844,13.9494,0.2491,0.5651,0.2079,1.8583,0.2079,0.8401,0.2079,2.1139,0.2079,14.9222,2436.0094,2.0882,57.074,2.134,6.6845,1.8768,29.2531,93.0545,3914.1758,0.8745,0.2079,20.5089,398.202,11419.5786,35.1555,0.2079,41.8188,0.1931,33.5861,31.4825,23.3864,1104.702,0.3582,122.5462,330.9175,0.08159,0.2269,127.0953,3599.7226,410.4833,80.4487,41.5817,3.981,1.2747,2.5809,4.9936,826.5998,15.2636,497.0116,804.5536,2.198,9.9308,12.0672,4.199,223.4051,5.4283,1.145,17.4979,3.981,113.1231,9.7663,2.3796,32.8136,0.3909,0.1047,0.2723,0.9988,0.9592,13.9572,50.0689,1.1514,1923.693,0.9912,1.23,29.3123,22.701,288.1809,1.0211,2.1318,3.9203,121.2633,2.563,0.3698,0.2079,3220.4871,157.8146,5.6494,115.8114,6.1028,683.7573,3.981,9.1257,3.4041,0.953,0.7512,0.6046,4.0083,1.8388,0.3582,7.7917,632.3735,7.951,965.8587,0.2723,11.244,3113.0839,1.2007,6226.2472,30.1196,0.694,163.3949,0.7352,0.1981,163.3949,29.7249,68.1645,3.9811,4.7997,38.7676
AFN,0.04143,1.0,1.2417,5.5329,0.02019,5.0772,1.2539,0.01502,0.02019,0.01918,0.02005,0.02256,0.9733,0.02005,0.004241,23.1688,0.01128,0.01531,0.07763,0.05244,0.01128,0.852,0.1295,0.03675,0.02256,0.01409,22.6032,0.01046,8.8401,0.07176,42.3015,7.4156,0.2707,1.1302,0.2493,2.0047,0.07647,0.6218,1.6151,0.206,0.1692,0.5801,0.01025,0.02356,0.008599,0.07647,0.008599,0.03469,0.008599,0.08559,0.008599,0.618,100.8932,0.08671,2.3639,0.0884,0.2769,0.07723,1.1984,3.784,161.79,0.03619,0.008599,0.852,16.4925,472.18,1.4563,0.008599,1.7306,0.007997,1.3846,1.2981,0.9941,45.7539,0.01502,5.0426,13.7193,0.00338,0.0094,5.2864,133.1921,17.0044,3.3284,1.7225,0.165,0.05279,0.1099,0.2067,45.5772,0.6255,20.0656,33.3225,0.09105,0.4113,0.5068,0.1743,9.2313,0.2236,0.04759,0.7242,0.165,4.6906,0.4046,0.09792,1.3631,0.01626,0.004337,0.01128,0.04113,0.03974,0.5794,2.0791,0.04752,78.3456,0.04106,0.05067,1.2057,0.956,11.4858,0.0423,0.09111,0.1624,5.0772,0.1064,0.01531,0.008599,133.3842,6.5363,0.234,4.8583,0.2511,28.3253,0.165,0.3781,0.1465,0.03949,0.03347,0.02545,0.1659,0.07669,0.01502,0.3233,26.2177,0.3324,40.6002,0.01128,0.4639,129.7198,0.04974,256.4101,1.2567,0.02906,6.7235,0.03046,0.008208,6.7235,1.2231,2.8237,0.165,0.2037,1.5635
ALL,0.03336,0.8053,1.0,4.4654,0.01626,4.0976,1.0098,0.01209,0.01626,0.01544,0.01614,0.01817,0.7838,0.01614,0.003416,18.6987,0.009084,0.01233,0.06252,0.04223,0.009084,0.686,0.1043,0.0296,0.01817,0.01135,18.2422,0.008421,7.1183,0.05778,34.0666,5.9719,0.218,0.9101,0.2007,1.6144,0.06157,0.5007,1.3007,0.1659,0.1363,0.4682,0.008254,0.01897,0.006924,0.06157,0.006924,0.02799,0.006924,0.06907,0.006924,0.4988,81.4274,0.06983,1.9078,0.07118,0.223,0.06219,0.9672,3.047,130.2783,0.02914,0.006924,0.686,13.3105,381.08,1.1728,0.006924,1.3937,0.006441,1.1149,1.0454,0.8023,36.9264,0.01209,4.0605,11.0472,0.002722,0.00757,4.2573,107.2631,13.6941,2.6805,1.3872,0.1329,0.04261,0.08851,0.1665,36.7838,0.5048,16.1593,26.8934,0.07332,0.332,0.4081,0.1403,7.4502,0.1801,0.03832,0.5845,0.1329,3.7775,0.3258,0.07885,1.0976,0.01309,0.003493,0.009084,0.03312,0.032,0.4665,1.6743,0.03827,63.0939,0.03307,0.0408,0.971,0.7699,9.2698,0.03407,0.07337,0.1308,4.0976,0.08569,0.01233,0.006924,107.6497,5.2752,0.1888,3.921,0.2022,22.8111,0.1329,0.3045,0.1183,0.03187,0.02696,0.02049,0.1336,0.06176,0.01209,0.2603,21.1594,0.2677,32.767,0.009084,0.3736,104.6923,0.04006,206.4943,1.012,0.0234,5.414,0.02453,0.00661,5.414,0.9849,2.274,0.1329,0.1644,1.2619
AMD,0.007649,0.1807,0.2239,1.0,0.003728,0.9176,0.2264,0.002732,0.003728,0.003543,0.003716,0.004166,0.1761,0.003716,0.00078317,4.1874,0.002083,0.002824,0.01404,0.009569,0.002083,0.157,0.0233,0.005933,0.004166,0.002596,4.0852,0.001929,1.6234,0.01324,7.6676,1.3382,0.04999,0.2095,0.04625,0.3702,0.01417,0.1121,0.2911,0.03815,0.03124,0.1048,0.0019,0.004256,0.001587,0.01417,0.001587,0.006426,0.001587,0.01547,0.001587,0.1117,18.235,0.01569,0.4272,0.01632,0.05014,0.01431,0.2166,0.7068,29.9416,0.006698,0.001587,0.157,2.9808,87.3548,0.27,0.001587,0.3137,0.001477,0.2561,0.2347,0.1789,8.2694,0.002732,0.9346,2.5341,0.0006241,0.001736,0.972,23.9719,3.14,0.5983,0.3126,0.03039,0.009542,0.01973,0.03832,8.2375,0.113,3.6315,6.0226,0.01681,0.07434,0.09098,0.03157,1.6684,0.04152,0.008759,0.1309,0.03039,0.849,0.07307,0.01815,0.2511,0.002977,0.00080087,0.002083,0.007609,0.007196,0.1068,0.3727,0.008791,14.1997,0.007582,0.009425,0.2244,0.1744,2.0759,0.007811,0.01621,0.02944,0.9176,0.01954,0.002824,0.001587,24.1073,1.1813,0.04229,0.8781,0.04654,5.02,0.03039,0.06981,0.02604,0.007313,0.006026,0.004569,0.03076,0.01387,0.002732,0.05833,4.7385,0.06154,7.3379,0.002083,0.08466,23.8134,0.009185,46.6823,0.2257,0.005266,1.2461,0.005624,0.001508,1.2461,0.2267,0.511,0.03039,0.03682,0.2826
ANG,2.0517,49.5271,61.4992,268.2129,1.0,248.6104,62.2599,0.735,1.0,0.9475,0.9995,1.1173,47.6488,0.9995,0.2101,1120.2604,0.5587,0.7587,3.8344,2.5783,0.5587,42.0768,6.4401,1.6029,1.1173,0.6965,1114.9948,0.5186,435.4039,3.5581,2076.3841,368.7217,13.4078,56.352,12.4567,99.2855,3.8127,30.6798,79.9915,10.1935,8.3799,28.6197,0.5111,1.1594,0.4265,3.8127,0.4265,1.7236,0.4265,4.3371,0.4265,30.6154,4997.902,4.2844,117.0973,4.3783,13.7144,3.8506,60.0179,190.9177,8030.6205,1.7942,0.4265,42.0776,816.9815,23429.2752,72.1276,0.4265,85.7987,0.3961,68.9077,64.592,47.9813,2266.4905,0.735,251.425,678.9355,0.1674,0.4655,260.7585,7385.4644,842.1788,165.0546,85.3122,8.1677,2.6152,5.2951,10.2452,1695.915,31.316,1019.7068,1650.6832,4.5096,20.3747,24.758,8.6151,458.355,11.1371,2.3492,35.9,8.1677,232.0919,20.0373,4.8821,67.3229,0.8021,0.2148,0.5587,2.0492,1.968,28.6356,102.7251,2.3623,3946.7947,2.0335,2.5236,60.1393,46.5752,591.2538,2.095,4.3737,8.0432,248.793,5.2584,0.7587,0.4265,6607.3959,323.7844,11.5908,237.6074,12.521,1402.8483,8.1677,18.723,6.984,1.9553,1.5413,1.2404,8.2237,3.7726,0.735,15.986,1297.4256,16.3128,1981.629,0.5587,23.069,6387.0395,2.4634,12774.2418,61.7956,1.4239,335.2333,1.5084,0.4065,335.2333,60.9858,139.8514,8.1678,9.8474,79.5386
AOA,0.008253,0.197,0.244,1.0898,0.004022,1.0,0.2467,0.002909,0.004022,0.003781,0.003962,0.004494,0.1919,0.003962,0.00084492,4.5633,0.002247,0.003052,0.0153,0.01037,0.002247,0.1692,0.02539,0.007147,0.004494,0.002758,4.5448,0.002057,1.7516,0.0141,8.3558,1.4584,0.05393,0.2233,0.05011,0.3994,0.01511,0.1222,0.3173,0.04075,0.03371,0.1163,0.002026,0.004637,0.001688,0.01511,0.001688,0.006832,0.001688,0.01686,0.001688,0.1217,19.8718,0.0171,0.4656,0.01761,0.05464,0.01526,0.236,0.7681,32.307,0.007218,0.001688,0.1693,3.2483,93.0,0.2902,0.001688,0.3419,0.001593,0.2732,0.262,0.1958,9.0116,0.002909,0.9965,2.7313,0.00067331,0.001873,1.0169,26.1236,3.3875,0.652,0.3407,0.03236,0.0104,0.0221,0.04074,8.9768,0.1232,3.9574,6.5632,0.01814,0.08101,0.09915,0.03441,1.8182,0.0448,0.009451,0.148,0.03236,0.9459,0.07962,0.01929,0.2708,0.003227,0.00086401,0.002247,0.008292,0.007841,0.1152,0.4061,0.0093,15.4742,0.00818,0.01015,0.2354,0.1886,2.2622,0.008427,0.01767,0.03208,1.0141,0.02084,0.003052,0.001688,26.2712,1.2874,0.04609,0.9569,0.04963,5.4706,0.03236,0.07532,0.02886,0.007779,0.006567,0.004979,0.03308,0.01512,0.002909,0.06357,5.2902,0.06563,7.9966,0.002247,0.09226,25.5495,0.00991,50.8725,0.2459,0.005739,1.3287,0.006067,0.001635,1.3287,0.2417,0.5569,0.03236,0.04012,0.3079
ARS,0.03295,0.7975,0.9903,4.4176,0.01606,4.0538,1.0,0.0119,0.01606,0.01529,0.016,0.01795,0.7762,0.016,0.003374,18.4985,0.008973,0.01217,0.06159,0.04146,0.008973,0.6776,0.1033,0.02931,0.01795,0.01121,18.0469,0.008313,6.9982,0.05718,33.3504,5.9223,0.2154,0.9019,0.1989,1.5947,0.06102,0.4928,1.288,0.1633,0.1346,0.4631,0.008179,0.01883,0.006844,0.06102,0.006844,0.02769,0.006844,0.06833,0.006844,0.4935,80.5556,0.06881,1.8874,0.0703,0.2208,0.06163,0.9569,3.0136,138.318,0.02879,0.006844,0.6776,13.168,377.0,1.1573,0.006844,1.3801,0.006362,1.1012,1.0352,0.7937,36.531,0.0119,4.0238,10.9244,0.002689,0.007478,4.19,106.2182,13.5268,2.6543,1.3737,0.131,0.04215,0.08736,0.1649,36.39,0.4994,16.0019,26.6055,0.07241,0.3284,0.4041,0.139,7.3705,0.1777,0.03785,0.5782,0.131,3.7407,0.3226,0.07815,1.0842,0.0129,0.00345,0.008973,0.03267,0.03169,0.4607,1.6499,0.0378,63.3919,0.03266,0.04042,0.9615,0.7423,9.1705,0.03365,0.07266,0.1295,4.0538,0.0846,0.01217,0.006844,106.4972,5.2187,0.1868,3.879,0.2004,22.5889,0.131,0.3003,0.117,0.03153,0.0267,0.02029,0.1317,0.06116,0.0119,0.2573,20.9328,0.2606,32.4162,0.008973,0.3705,103.5714,0.03944,204.4825,1.0022,0.02318,5.3651,0.02423,0.00653,5.3651,0.976,2.2519,0.131,0.1626,1.2483
AUD,2.7915,66.5869,82.6929,366.0018,1.3606,343.759,84.0241,1.0,1.3606,1.2911,1.36,1.5202,64.6444,1.3601,0.2858,1524.2371,0.7601,1.0329,5.1744,3.5174,0.7601,57.2763,8.8079,2.1849,1.5202,0.9476,1517.0748,0.7056,592.5379,4.8447,2801.8667,497.6229,18.2426,76.6749,16.9468,135.0873,5.1877,41.4026,107.5612,13.8997,11.4016,38.9403,0.6954,1.5782,0.5802,5.1877,0.5802,2.3522,0.5802,5.9399,0.5802,41.6557,6800.2046,5.7817,159.3239,5.9603,18.4364,5.2393,81.6611,258.3014,10925.0018,2.4457,0.5802,57.2788,1111.5947,31973.6768,98.3806,0.5802,115.2171,0.5389,93.7291,88.2394,65.4741,3083.8137,1.0,342.0995,923.5335,0.2278,0.6334,354.7697,10050.5696,1145.8638,224.0685,114.6718,11.1127,3.5582,7.1739,13.96,2319.7631,42.1098,1383.9354,2245.9391,6.1387,27.7221,33.7811,11.6018,627.7047,15.1427,3.196,48.8621,11.1127,312.3077,26.9405,6.6415,91.6421,1.0909,0.2923,0.7601,2.7853,2.6456,38.9373,138.6367,3.211,5326.9544,2.7668,3.4376,81.8285,63.5022,809.8076,2.8504,5.9331,10.8119,338.5105,7.1538,1.033,0.5802,8990.101,440.5448,15.7705,325.3793,17.0366,1888.1347,11.1127,25.4867,9.5299,2.668,2.1077,1.6827,11.1925,5.1061,1.0,21.6982,1776.4683,22.2298,2713.6212,0.7601,31.131,8716.1267,3.3172,17399.2359,83.834,1.9317,456.1326,2.0523,0.5554,456.1326,82.9799,188.01,11.1132,13.4844,108.2214
AWG,2.0517,49.5271,61.4992,268.2129,1.0,248.6104,62.2599,0.735,1.0,0.9475,0.9995,1.1173,47.6488,0.9995,0.2101,1120.2604,0.5587,0.7587,3.8344,2.5783,0.5587,42.0768,6.4401,1.6029,1.1173,0.6965,1114.9948,0.5186,435.4039,3.5581,2076.3841,368.7217,13.4078,56.352,12.4567,99.2855,3.8127,30.6798,79.9915,10.1935,8.3799,28.6197,0.5111,1.1594,0.4265,3.8127,0.4265,1.7236,0.4265,4.3371,0.4265,30.6154,4997.902,4.2844,117.0973,4.3783,13.7144,3.8506,60.0179,190.9177,8030.6205,1.7942,0.4265,42.0776,816.9815,23429.2752,72.1276,0.4265,85.7987,0.3961,68.9077,64.592,47.9813,2266.4905,0.735,251.425,678.9355,0.1674,0.4655,260.7585,7385.4644,842.1788,165.0546,85.3122,8.1677,2.6152,5.2951,10.2452,1695.915,31.316,1019.7068,1650.6832,4.5096,20.3747,24.758,8.6151,458.355,11.1371,2.3492,35.9,8.1677,232.0919,20.0373,4.8821,67.3229,0.8021,0.2148,0.5587,2.0492,1.968,28.6356,102.7251,2.3623,3946.7947,2.0335,2.5236,60.1393,46.5752,591.2538,2.095,4.3737,8.0432,248.793,5.2584,0.7587,0.4265,6607.3959,323.7844,11.5908,237.6074,12.521,1402.8483,8.1677,18.723,6.984,1.9553,1.5413,1.2404,8.2237,3.7726,0.735,15.986,1297.4256,16.3128,1981.629,0.5587,23.069,6387.0395,2.4634,12774.2418,61.7956,1.4239,335.2333,1.5084,0.4065,335.2333,60.9858,139.8514,8.1678,9.8474,79.5386
AZN,2.1653,52.151,64.7575,282.2664,1.0554,264.4839,65.3946,0.7746,1.0554,1.0,1.0517,1.1792,50.7588,1.0517,0.2217,1206.9185,0.5896,0.7996,4.0487,2.7117,0.5896,44.4292,6.753,1.6504,1.1792,0.7351,1177.4533,0.546,461.0502,3.7516,2206.0669,386.7285,14.1505,59.2916,13.0902,104.7848,4.0116,32.4253,84.2296,10.7658,8.844,30.2174,0.5377,1.2286,0.4493,4.0116,0.4493,1.8197,0.4493,4.4584,0.4493,32.195,5255.7692,4.522,123.1389,4.6185,14.441,4.0514,62.4289,199.2715,8438.0379,1.8901,0.4493,44.4292,859.1338,24768.2887,76.1901,0.4493,90.2537,0.418,72.4716,67.6964,50.6747,2383.4302,0.7746,264.5404,715.221,0.1767,0.4913,275.0489,6946.0993,888.8259,173.5795,89.8317,8.5797,2.7501,5.7314,10.8127,2374.2278,32.5823,1046.4383,1735.8504,4.7571,21.426,26.429,9.0878,480.8798,11.6634,2.4823,37.7255,8.5797,244.6197,21.0989,5.1367,71.0867,0.8436,0.2267,0.5896,2.1451,2.0723,30.2157,108.4258,2.49,4085.8,2.1462,2.6584,63.3012,49.7056,598.3216,2.211,4.7515,8.4693,264.4839,5.5372,0.7996,0.4493,6948.3051,340.49,12.1888,253.0816,13.1741,1477.1947,8.5797,19.7218,7.3739,2.0641,1.7457,1.3271,8.6793,3.9993,0.7746,16.859,1365.7413,17.4162,2114.9613,0.5896,24.1917,6722.7744,2.5999,13372.037,65.5359,1.5156,352.7205,1.5919,0.429,352.7205,64.1671,147.2606,8.5797,10.6113,81.447
