,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
AED,1.0,24.6198,31.1391,124.6211,0.4874,113.3695,32.1645,0.3863,0.4874,0.4618,0.5044,0.5446,23.5496,0.5044,0.1024,549.9372,0.2723,0.3751,1.8681,1.3368,0.2723,21.1967,3.3225,0.7506,0.5446,0.349,542.6834,0.2653,228.6711,1.8272,1094.2941,182.9502,6.5351,28.4346,6.342,48.3924,1.9238,14.9906,39.5886,4.9715,4.0844,14.0917,0.2579,0.5951,0.2185,1.9238,0.2185,0.7899,0.2185,2.17,0.2185,14.6908,2403.4127,2.0815,56.8236,2.1374,6.6617,1.943,30.58,98.7793,3972.3402,0.9174,0.2185,21.1973,396.4719,11450.5678,35.7895,0.2185,42.1019,0.1931,34.8945,31.7753,22.4345,1102.4829,0.3863,126.8663,346.0502,0.08159,0.2269,116.2532,3986.3332,410.4833,96.7467,41.5623,4.3112,1.3112,2.6724,5.2059,1087.7032,15.8853,499.4026,851.0668,2.2015,9.8987,11.6403,4.192,223.0856,5.4108,1.1952,17.5051,4.3112,112.8392,9.7271,2.6531,33.9148,0.426,0.1047,0.2723,1.0167,0.9567,14.2278,54.3674,1.1907,1896.4632,0.9912,1.272,30.2853,16.6595,287.5199,1.0211,2.1648,3.5597,122.952,2.7082,0.3751,0.2185,3513.7613,157.1269,5.6953,120.3371,6.3179,672.938,4.3112,9.3805,3.4014,0.9527,0.7715,0.6321,4.3379,1.8385,0.3863,8.0703,632.635,8.0485,993.5241,0.2723,11.0342,3033.245,1.327,6306.2938,31.6345,0.7094,169.1551,0.7352,0.2025,169.1551,30.7728,67.9533,4.3112,4.6507,69.9727
AFN,0.04062,1.0,1.2648,5.0269,0.0198,4.5664,1.3017,0.01577,0.0198,0.01874,0.02052,0.02212,0.964,0.02052,0.004159,22.6944,0.01106,0.01529,0.0759,0.05465,0.01106,0.8571,0.1346,0.03755,0.02212,0.01415,22.0891,0.01077,9.4118,0.07449,44.6374,7.3797,0.2654,1.1566,0.2591,1.9656,0.07825,0.6088,1.608,0.2018,0.1659,0.5735,0.01049,0.02402,0.008887,0.07825,0.008887,0.03236,0.008887,0.08503,0.008887,0.5973,97.722,0.08459,2.3104,0.08666,0.2706,0.07903,1.2308,4.0469,161.7109,0.03736,0.008887,0.8571,16.1204,465.3429,1.4537,0.008887,1.706,0.007842,1.4103,1.2838,0.9082,44.8266,0.01577,5.1604,14.0888,0.003314,0.009217,4.7721,145.8273,16.6729,3.9715,1.6882,0.1766,0.05331,0.1109,0.2103,44.6627,0.6468,20.4263,34.6041,0.08926,0.4025,0.4775,0.1704,9.0216,0.2203,0.04863,0.7081,0.1766,4.5805,0.3951,0.1081,1.3714,0.01736,0.004253,0.01106,0.04156,0.03886,0.5783,2.1853,0.0488,75.629,0.04026,0.0519,1.2333,0.709,11.2557,0.04147,0.08885,0.1446,4.9858,0.1103,0.01529,0.008887,142.8684,6.3887,0.2316,4.7489,0.257,27.3329,0.1766,0.3812,0.1379,0.03859,0.03376,0.02563,0.1762,0.07485,0.01577,0.3279,25.7028,0.3241,40.4814,0.01106,0.4537,123.0756,0.0539,255.5995,1.2805,0.02951,6.8805,0.02986,0.008224,6.8805,1.2517,2.7601,0.1766,0.188,1.9161
ALL,0.03211,0.7906,1.0,3.9741,0.01565,3.6101,1.0292,0.01247,0.01565,0.01482,0.01622,0.01749,0.7622,0.01622,0.003288,17.9415,0.008744,0.01209,0.06001,0.04322,0.008744,0.6778,0.1064,0.02968,0.01749,0.01119,17.4629,0.008515,7.4425,0.05891,35.2921,5.8346,0.2099,0.9146,0.2049,1.5541,0.06188,0.4813,1.2713,0.1595,0.1312,0.4534,0.008295,0.01899,0.007028,0.06188,0.007028,0.02558,0.007028,0.06723,0.007028,0.4722,77.256,0.06688,1.8266,0.06852,0.2139,0.0625,0.973,3.2001,127.8746,0.02954,0.007028,0.6778,12.7443,367.8857,1.1493,0.007028,1.3489,0.0062,1.1152,1.015,0.718,35.4385,0.01247,4.0806,11.1409,0.00262,0.007287,3.773,115.2967,13.1822,3.14,1.3347,0.1396,0.04215,0.0877,0.1663,35.309,0.5113,16.1498,27.3569,0.07058,0.3182,0.3775,0.1347,7.1322,0.1742,0.03846,0.5598,0.1396,3.6215,0.3124,0.0855,1.0845,0.01373,0.003362,0.008744,0.03286,0.03072,0.4573,1.7278,0.03858,59.7952,0.03183,0.04104,0.9751,0.5605,8.8984,0.03279,0.07025,0.1143,3.9416,0.08721,0.01209,0.007028,112.9474,5.0507,0.1831,3.7543,0.2032,21.6105,0.1396,0.3015,0.1091,0.03051,0.02669,0.02026,0.1394,0.05918,0.01247,0.2592,20.3198,0.2563,32.0033,0.008744,0.3587,97.2997,0.04262,202.0869,1.0124,0.02333,5.4409,0.02361,0.006502,5.4409,0.9898,2.1823,0.1396,0.1486,1.5148
AMD,0.008024,0.1989,0.2516,1.0,0.003911,0.9084,0.2592,0.003089,0.003911,0.003715,0.004033,0.00437,0.1923,0.004033,0.00082155,4.5146,0.002185,0.003008,0.01513,0.01076,0.002185,0.1692,0.02679,0.005937,0.00437,0.00279,4.3942,0.002119,1.835,0.01465,8.8525,1.4692,0.05244,0.2274,0.0509,0.3883,0.01538,0.1212,0.3198,0.04001,0.03277,0.1141,0.002062,0.00478,0.001749,0.01538,0.001749,0.006338,0.001749,0.01692,0.001749,0.1188,19.44,0.01685,0.4596,0.01713,0.05397,0.01554,0.2448,0.7935,31.8757,0.007314,0.001749,0.1692,3.2069,91.8838,0.2877,0.001749,0.3399,0.001549,0.2795,0.2556,0.18,8.9174,0.003089,1.0145,2.7727,0.00065468,0.001821,0.9318,29.0149,3.2939,0.7909,0.3375,0.03464,0.01061,0.02206,0.0419,8.8848,0.1287,4.0669,6.8839,0.01764,0.08007,0.09501,0.03396,1.7947,0.04342,0.009591,0.1409,0.03464,0.9122,0.0787,0.02114,0.2708,0.003408,0.00084012,0.002185,0.008267,0.007741,0.1142,0.432,0.009582,15.0464,0.007953,0.01022,0.2432,0.1322,2.2391,0.008194,0.01765,0.02877,0.9918,0.0216,0.003008,0.001749,28.4211,1.2709,0.04607,0.9447,0.05052,5.4,0.03464,0.07527,0.02729,0.007658,0.006716,0.005097,0.03487,0.0149,0.003089,0.06523,5.1131,0.06418,8.053,0.002185,0.09101,24.3398,0.01065,50.8182,0.2539,0.00586,1.3527,0.005899,0.001625,1.3527,0.2461,0.5496,0.03464,0.0374,0.3812
ANG,2.0517,50.5118,63.8874,255.6821,1.0,232.5975,65.9912,0.7926,1.0,0.9476,1.0348,1.1173,48.3161,1.0348,0.2101,1128.2929,0.5587,0.7696,3.8328,2.7428,0.5587,43.4888,6.8167,1.5401,1.1173,0.716,1113.4104,0.5443,469.159,3.7488,2245.1369,375.3546,13.4078,58.3386,13.0117,99.2855,3.9471,30.7558,81.223,10.2,8.3799,28.9117,0.5291,1.221,0.4483,3.9471,0.4483,1.6206,0.4483,4.4521,0.4483,30.1407,4931.0241,4.2706,116.5837,4.3852,13.6677,3.9863,62.7402,202.6632,8149.955,1.8821,0.4483,43.49,813.4319,23492.8549,73.4285,0.4483,86.3795,0.3961,71.5923,65.1925,46.0283,2261.9377,0.7926,260.2885,709.9829,0.1674,0.4655,238.514,8178.6641,842.1788,198.4928,85.2724,8.8452,2.6901,5.4829,10.6809,2231.6145,32.5914,1024.6124,1746.1134,4.5167,20.309,23.8822,8.6006,457.6993,11.1012,2.4522,35.9147,8.8452,231.5095,19.9569,5.4433,69.5821,0.874,0.2148,0.5587,2.0859,1.9628,29.1908,111.5443,2.443,3890.928,2.0335,2.6098,62.1357,34.18,589.8977,2.095,4.4415,7.3033,252.2576,5.5564,0.7696,0.4483,7209.0996,322.3734,11.6849,246.8928,12.9624,1380.6507,8.8452,19.2457,6.9786,1.9546,1.5829,1.2969,8.8999,3.7721,0.7926,16.5577,1297.962,16.5129,2038.3896,0.5587,22.6387,6223.2358,2.7226,12938.4716,64.9038,1.4554,347.0514,1.5084,0.4154,347.0514,63.1358,139.4182,8.8452,9.5418,143.5614
AOA,0.008821,0.219,0.277,1.1008,0.004299,1.0,0.2853,0.003366,0.004299,0.004109,0.004394,0.004804,0.2117,0.004394,0.00090309,4.9698,0.002402,0.003309,0.01665,0.01179,0.002402,0.187,0.02949,0.008259,0.004804,0.00304,4.8498,0.002313,2.0174,0.01587,9.745,1.6173,0.05764,0.2477,0.05595,0.4269,0.01676,0.1334,0.3521,0.04421,0.03603,0.1255,0.002247,0.005262,0.001902,0.01676,0.001902,0.007086,0.001902,0.01862,0.001902,0.1308,21.4,0.01855,0.506,0.01886,0.05941,0.01693,0.2695,0.8714,35.0445,0.008093,0.001902,0.187,3.5302,101.9048,0.3157,0.001902,0.3741,0.001703,0.3039,0.2828,0.1989,9.8165,0.003366,1.1052,3.0529,0.00071966,0.002002,1.048,31.9403,3.6208,0.8706,0.3715,0.03763,0.01167,0.02445,0.04614,9.7806,0.1416,4.477,7.5779,0.01942,0.08814,0.1046,0.03739,1.9756,0.04773,0.01054,0.1575,0.03763,1.0085,0.08664,0.02311,0.2992,0.003758,0.0009235,0.002402,0.0091,0.008521,0.1255,0.4756,0.0107,16.5635,0.008743,0.01122,0.2702,0.1581,2.4649,0.009007,0.01943,0.03167,1.0988,0.02358,0.003309,0.001902,31.2865,1.3991,0.05071,1.0399,0.05504,5.9444,0.03763,0.08276,0.03021,0.008451,0.007393,0.005611,0.03827,0.0164,0.003366,0.07181,5.6441,0.071,8.865,0.002402,0.1002,26.9521,0.01171,55.9419,0.2795,0.00645,1.4736,0.006485,0.001786,1.4736,0.2681,0.605,0.03763,0.04117,0.4196
ARS,0.03109,0.7682,0.9717,3.858,0.01515,3.5047,1.0,0.01199,0.01515,0.0144,0.01562,0.01693,0.7406,0.01562,0.003183,17.4176,0.008466,0.01168,0.05808,0.04141,0.008466,0.6572,0.1034,0.02884,0.01693,0.01083,16.953,0.008215,7.1368,0.0569,34.0222,5.6879,0.2032,0.8809,0.1972,1.5045,0.0596,0.4661,1.2353,0.1543,0.127,0.4401,0.007989,0.01859,0.006772,0.0596,0.006772,0.02483,0.006772,0.06526,0.006772,0.4584,75.0,0.06472,1.7732,0.06637,0.2079,0.06019,0.9446,3.0752,119.4549,0.02848,0.006772,0.6572,12.3722,357.1429,1.1108,0.006772,1.3106,0.006002,1.0797,0.9862,0.697,34.4037,0.01199,3.9301,10.7953,0.002537,0.007055,3.6299,112.0303,12.762,3.051,1.2969,0.1339,0.04092,0.08481,0.1616,34.2779,0.4964,15.6923,26.5581,0.06837,0.3089,0.3668,0.1309,6.9239,0.1683,0.03724,0.5435,0.1339,3.5189,0.3035,0.08193,1.0515,0.01322,0.003255,0.008466,0.03167,0.02985,0.4436,1.6903,0.03719,58.9601,0.03082,0.03951,0.9475,0.5299,8.6386,0.03175,0.06826,0.1111,3.8265,0.08387,0.01168,0.006772,109.6491,4.9032,0.1777,3.6447,0.1957,20.9985,0.1339,0.2914,0.1059,0.02962,0.02593,0.01969,0.1341,0.0575,0.01199,0.2517,19.7265,0.2475,31.0688,0.008466,0.3431,94.4584,0.04074,196.3619,0.9837,0.02267,5.2402,0.02286,0.006295,5.2402,0.9533,2.1204,0.1339,0.1443,1.4706
AUD,2.5885,63.4058,80.1833,323.7482,1.2617,297.126,83.4156,1.0,1.2617,1.1977,1.305,1.4097,60.7642,1.305,0.265,1423.53,0.7048,0.9725,4.8393,3.4648,0.7048,54.7569,8.6,1.8911,1.4097,0.9033,1404.7546,0.6863,593.2546,4.7201,2835.2843,474.8605,16.9162,73.5736,16.4725,125.265,4.9779,38.8461,101.9962,12.8922,10.5726,36.477,0.6672,1.5438,0.5647,4.9779,0.5647,2.0479,0.5647,5.6764,0.5647,38.0276,6221.3175,5.3925,147.09,5.5347,17.0773,5.0273,79.1574,255.9406,10282.1979,2.3695,0.5647,54.7586,1026.2813,29718.3229,92.8674,0.5647,107.9081,0.4997,90.1159,82.401,58.2548,2853.8154,1.0,328.2622,895.9036,0.2112,0.5874,301.2151,10540.6968,1062.5475,250.0005,106.1088,11.1685,3.3941,6.8742,13.5125,2797.01,41.1849,1289.3938,2203.0161,5.7007,25.6232,30.1069,10.7725,578.9883,14.014,3.0972,45.0749,11.1685,289.8551,24.9911,6.86,87.611,1.1019,0.271,0.7048,2.6281,2.4579,36.8425,141.4652,3.0892,4936.4979,2.5656,3.3017,78.3083,43.0345,752.2907,2.6432,5.5875,9.1659,318.2656,7.0043,0.9725,0.5647,9095.4934,406.7284,14.7425,314.2398,16.3475,1753.9464,11.1685,24.2384,8.8302,2.4742,1.9632,1.6397,11.2208,4.7393,1.0,20.8767,1642.3197,20.8835,2573.6037,0.7048,28.4558,7873.9477,3.4047,16323.7851,82.228,1.8202,437.6829,1.9031,0.5255,437.6829,79.6235,174.7379,11.1686,12.0715,181.1329
AWG,2.0517,50.5118,63.8874,255.6821,1.0,232.5975,65.9912,0.7926,1.0,0.9476,1.0348,1.1173,48.3161,1.0348,0.2101,1128.2929,0.5587,0.7696,3.8328,2.7428,0.5587,43.4888,6.8167,1.5401,1.1173,0.716,1113.4104,0.5443,469.159,3.7488,2245.1369,375.3546,13.4078,58.3386,13.0117,99.2855,3.9471,30.7558,81.223,10.2,8.3799,28.9117,0.5291,1.221,0.4483,3.9471,0.4483,1.6206,0.4483,4.4521,0.4483,30.1407,4931.0241,4.2706,116.5837,4.3852,13.6677,3.9863,62.7402,202.6632,8149.955,1.8821,0.4483,43.49,813.4319,23492.8549,73.4285,0.4483,86.3795,0.3961,71.5923,65.1925,46.0283,2261.9377,0.7926,260.2885,709.9829,0.1674,0.4655,238.514,8178.6641,842.1788,198.4928,85.2724,8.8452,2.6901,5.4829,10.6809,2231.6145,32.5914,1024.6124,1746.1134,4.5167,20.309,23.8822,8.6006,457.6993,11.1012,2.4522,35.9147,8.8452,231.5095,19.9569,5.4433,69.5821,0.874,0.2148,0.5587,2.0859,1.9628,29.1908,111.5443,2.443,3890.928,2.0335,2.6098,62.1357,34.18,589.8977,2.095,4.4415,7.3033,252.2576,5.5564,0.7696,0.4483,7209.0996,322.3734,11.6849,246.8928,12.9624,1380.6507,8.8452,19.2457,6.9786,1.9546,1.5829,1.2969,8.8999,3.7721,0.7926,16.5577,1297.962,16.5129,2038.3896,0.5587,22.6387,6223.2358,2.7226,12938.4716,64.9038,1.4554,347.0514,1.5084,0.4154,347.0514,63.1358,139.4182,8.8452,9.5418,143.5614
AZN,2.1652,53.3537,67.4818,269.1964,1.0553,243.3832,69.4493,0.8349,1.0553,1.0,1.0899,1.1792,51.4353,1.0899,0.2217,1209.568,0.5896,0.8128,4.0497,2.9088,0.5896,45.7184,7.1831,1.7305,1.1792,0.7536,1177.3056,0.5724,503.0691,3.9387,2381.5827,393.7319,14.1499,61.444,13.7548,104.7806,4.1572,32.4797,85.7927,10.7717,8.8437,30.5657,0.5572,1.2817,0.4726,4.1572,0.4726,1.714,0.4726,4.5322,0.4726,31.8362,5208.4,4.5132,123.1417,4.6261,14.4367,4.1985,65.597,214.1743,8643.6209,1.9746,0.4726,45.7184,859.1884,24764.4793,77.5537,0.4726,91.0235,0.418,75.4798,68.4937,48.5654,2389.1743,0.8349,274.1438,748.0626,0.1767,0.4913,251.7779,7780.4264,888.7904,211.8919,90.0697,9.3503,2.8415,5.9179,11.2721,2380.4388,34.4722,1089.816,1844.3343,4.7649,21.4514,25.4768,9.0927,480.8346,11.7761,2.5996,37.742,9.3503,244.3881,21.0797,5.718,73.1494,0.9211,0.2267,0.5896,2.2174,2.0732,30.9115,116.5956,2.5882,4035.0889,2.1461,2.7573,65.5211,36.49,599.9079,2.2109,4.7403,7.7142,265.7347,5.841,0.8128,0.4726,7614.6199,340.5073,12.3422,253.1053,13.6524,1458.3325,9.3503,20.3764,7.362,2.0616,1.8011,1.3674,9.4005,3.9934,0.8349,17.4935,1369.9106,17.3275,2157.5808,0.5896,24.2082,6541.3974,2.8733,13637.1982,68.3206,1.5746,365.525,1.5919,0.4384,365.525,66.4965,147.2621,9.3504,10.02,102.1255
