,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
AED,1.0,24.0774,29.7962,132.3422,0.4874,122.1482,30.2108,0.3633,0.4874,0.4626,0.4806,0.5446,23.3179,0.4806,0.1024,549.8319,0.2723,0.3688,1.8698,1.2967,0.2723,20.6341,3.1285,0.807,0.5446,0.3403,543.0296,0.2514,214.7721,1.7279,1022.2552,178.4815,6.5351,27.0932,6.0015,48.3924,1.8331,14.9381,38.9194,4.9809,4.0844,13.9751,0.2457,0.5675,0.2073,1.8331,0.2073,0.8378,0.2073,2.1373,0.2073,14.9222,2436.0094,2.0897,57.074,2.1333,6.6767,1.8513,28.9353,90.3172,3919.0587,0.8695,0.2073,20.6345,398.202,11418.7474,34.7836,0.2073,41.7696,0.1931,33.155,31.4028,25.7419,1104.702,0.3633,120.8814,330.1454,0.08159,0.2269,127.0977,3459.3569,410.4833,79.2677,41.7272,3.9693,1.2747,2.579,4.9877,866.2083,15.0998,481.3661,804.5536,2.1973,9.9308,12.0788,4.1934,223.33,5.4161,1.1423,17.5206,3.9693,113.4574,9.7349,2.3833,33.0145,0.3925,0.1047,0.2723,1.0103,0.9604,14.0982,49.8279,1.1392,1922.8005,0.9912,1.213,28.8949,22.2485,284.985,1.0211,2.136,3.9244,121.6372,2.5463,0.3688,0.2073,3220.4871,157.8146,5.6494,116.0269,6.0199,679.18,3.9693,9.0667,3.5302,0.9531,0.7643,0.6072,3.9967,1.8432,0.3633,7.7767,632.5907,7.9549,977.9255,0.2723,11.207,3034.2019,1.1903,6230.5951,30.1557,0.6968,161.1752,0.7352,0.1968,161.1752,29.3211,68.2222,3.9694,4.9305,38.3753
AFN,0.04153,1.0,1.2375,5.5329,0.02024,5.0772,1.2556,0.01513,0.02024,0.01924,0.01996,0.02262,0.9752,0.01996,0.004252,23.1688,0.01131,0.01534,0.07773,0.05411,0.01131,0.859,0.1295,0.0367,0.02262,0.01418,22.6032,0.01048,8.9494,0.07185,42.5167,7.4078,0.2714,1.1254,0.2488,2.0099,0.07614,0.6205,1.6164,0.207,0.1696,0.5801,0.01021,0.02363,0.008634,0.07614,0.008634,0.03469,0.008634,0.08559,0.008634,0.618,100.8932,0.0869,2.3639,0.08872,0.2773,0.0769,1.1984,3.7742,162.764,0.03597,0.008634,0.859,16.4925,472.18,1.4447,0.008634,1.7367,0.008018,1.3795,1.3022,0.9941,45.7539,0.01513,5.0212,13.7517,0.003389,0.009424,5.2617,132.6465,17.0485,3.3337,1.7331,0.1651,0.05279,0.1093,0.207,45.5772,0.6255,20.1161,33.3225,0.09139,0.4113,0.5047,0.1745,9.2313,0.2255,0.04765,0.7242,0.1651,4.7079,0.4043,0.09913,1.3744,0.01634,0.004348,0.01131,0.04209,0.03989,0.587,2.0774,0.04738,78.8994,0.04117,0.05049,1.1993,0.9403,11.4858,0.04241,0.09048,0.163,5.0772,0.1055,0.01534,0.008634,133.3842,6.5363,0.234,4.8583,0.2501,28.2091,0.1651,0.3767,0.1465,0.03949,0.03335,0.02548,0.1662,0.07686,0.01513,0.3242,26.2177,0.3349,40.6002,0.01131,0.4682,129.7198,0.04943,260.0659,1.2565,0.02919,6.6949,0.03053,0.008174,6.6949,1.2179,2.8335,0.1651,0.2037,1.5635
ALL,0.03356,0.8081,1.0,4.4654,0.01636,4.0976,1.0146,0.01224,0.01636,0.01555,0.01614,0.01828,0.7881,0.01614,0.003436,18.6987,0.009139,0.0124,0.06281,0.04376,0.009139,0.6947,0.1046,0.02966,0.01828,0.01147,18.2422,0.008475,7.2378,0.0581,34.3566,5.9861,0.2193,0.9102,0.2012,1.6241,0.06158,0.5014,1.3062,0.1673,0.1371,0.4682,0.008254,0.01909,0.006982,0.06158,0.006982,0.02799,0.006982,0.06907,0.006982,0.4988,81.4274,0.07022,1.9078,0.07175,0.2241,0.06219,0.9672,3.0523,131.6334,0.02909,0.006982,0.6947,13.3105,381.08,1.1674,0.006982,1.4034,0.006479,1.1157,1.0522,0.8023,36.9264,0.01224,4.0608,11.1215,0.002738,0.007615,4.2519,107.1879,13.7764,2.6939,1.4004,0.1335,0.04261,0.08836,0.1673,36.7838,0.5048,16.2552,26.8934,0.07391,0.332,0.4078,0.141,7.4502,0.1823,0.03853,0.5845,0.1335,3.8044,0.3267,0.08017,1.1115,0.01322,0.003514,0.009139,0.03401,0.03223,0.4748,1.6787,0.03829,63.7566,0.03326,0.04083,0.9691,0.7598,9.2698,0.03427,0.07312,0.1317,4.0976,0.08532,0.0124,0.006982,107.6497,5.2752,0.1888,3.921,0.2022,22.7952,0.1335,0.3046,0.1183,0.03187,0.02695,0.02059,0.1344,0.06211,0.01224,0.262,21.1594,0.2709,32.767,0.009139,0.3783,104.6923,0.03995,210.1531,1.0153,0.02359,5.4144,0.02467,0.006605,5.4144,0.985,2.2897,0.1335,0.1644,1.2619
AMD,0.007556,0.1807,0.2239,1.0,0.003683,0.9176,0.2264,0.002752,0.003683,0.003494,0.003632,0.004115,0.1761,0.003632,0.00077362,4.1874,0.002057,0.00279,0.01404,0.009831,0.002057,0.1562,0.0233,0.005978,0.004115,0.00258,4.0852,0.001906,1.6229,0.01307,7.6676,1.3382,0.04938,0.2048,0.04538,0.3657,0.01385,0.1121,0.2911,0.03761,0.03086,0.1048,0.001857,0.004256,0.00157,0.01385,0.00157,0.006331,0.00157,0.01547,0.00157,0.1117,18.235,0.01569,0.4272,0.01613,0.05014,0.01399,0.2166,0.689,29.6134,0.006551,0.00157,0.1562,2.9808,86.2835,0.264,0.00157,0.3137,0.001459,0.2509,0.2347,0.1945,8.2694,0.002752,0.9135,2.4998,0.00061649,0.001715,0.9629,23.9719,3.1017,0.5983,0.3126,0.02995,0.009542,0.01973,0.0377,8.2375,0.113,3.6315,6.0226,0.01662,0.07434,0.09098,0.03157,1.6684,0.04093,0.008632,0.1309,0.02995,0.849,0.07307,0.018,0.2499,0.002971,0.0007911,0.002057,0.007609,0.007196,0.1065,0.3727,0.008631,14.1997,0.007489,0.009197,0.2183,0.169,2.0759,0.007716,0.01621,0.02944,0.9176,0.0192,0.00279,0.00157,24.1073,1.1813,0.04229,0.8781,0.04549,5.02,0.02995,0.06851,0.02668,0.007201,0.006026,0.004569,0.03026,0.01387,0.002752,0.05833,4.7385,0.06086,7.3379,0.002058,0.08466,22.9263,0.008994,46.6823,0.2257,0.005266,1.2181,0.005555,0.001488,1.2181,0.2216,0.511,0.02995,0.03682,0.2826
ANG,2.0517,49.399,61.1321,271.5233,1.0,250.6086,61.9828,0.7453,1.0,0.9491,0.986,1.1173,47.8408,0.986,0.2101,1128.0769,0.5587,0.7567,3.8362,2.6605,0.5587,42.3344,6.4188,1.6557,1.1173,0.6982,1114.1207,0.5159,440.6427,3.545,2097.3364,366.1863,13.4078,55.5865,12.3132,99.2855,3.7609,30.6481,79.8499,10.2193,8.3799,28.6724,0.5041,1.1643,0.4252,3.7609,0.4252,1.7189,0.4252,4.385,0.4252,30.6154,4997.902,4.2873,117.0973,4.3768,13.6985,3.7983,59.3659,185.3016,8040.6387,1.7839,0.4252,42.3352,816.9815,23427.5698,71.3646,0.4252,85.6977,0.3961,68.0234,64.4284,52.814,2266.4905,0.7453,248.0095,677.3514,0.1674,0.4655,260.7634,7097.4794,842.1788,162.6316,85.6106,8.1438,2.6152,5.2913,10.2331,1777.1788,30.9799,987.6073,1650.6832,4.5081,20.3747,24.7819,8.6035,458.2007,11.1121,2.3437,35.9467,8.1438,232.7778,19.9729,4.8898,67.735,0.8052,0.2148,0.5587,2.0728,1.9704,28.9249,102.2306,2.3372,3944.9635,2.0335,2.4887,59.2829,45.6467,584.697,2.095,4.3823,8.0516,249.5602,5.2242,0.7567,0.4252,6607.3959,323.7844,11.5908,238.0495,12.3509,1393.4573,8.1438,18.6019,7.2429,1.9555,1.5682,1.2459,8.1999,3.7817,0.7453,15.9552,1297.8712,16.3208,2006.3863,0.5587,22.9932,6225.1992,2.442,12783.1623,61.8697,1.4297,330.6793,1.5084,0.4038,330.6793,60.1573,139.9699,8.1439,10.1157,78.7337
AOA,0.008187,0.197,0.244,1.0898,0.00399,1.0,0.2467,0.002939,0.00399,0.003781,0.003886,0.004458,0.1919,0.003886,0.00083818,4.5633,0.002229,0.00302,0.0153,0.01062,0.002229,0.1689,0.02539,0.007147,0.004458,0.002756,4.4915,0.002031,1.7586,0.01398,8.3558,1.4584,0.0535,0.2191,0.04914,0.3962,0.01482,0.1222,0.3173,0.04075,0.03344,0.1154,0.001987,0.004637,0.001677,0.01482,0.001677,0.006832,0.001677,0.01686,0.001677,0.1217,19.8718,0.0171,0.4656,0.01747,0.05464,0.01497,0.236,0.7395,32.0893,0.007119,0.001677,0.169,3.2483,93.0,0.2848,0.001677,0.3419,0.001581,0.2678,0.2588,0.1958,9.0116,0.002939,0.9775,2.7032,0.00066794,0.001858,1.0169,26.1236,3.3605,0.652,0.3407,0.0322,0.0104,0.02184,0.04074,8.9768,0.1232,3.9574,6.5632,0.01799,0.08101,0.09915,0.03441,1.8182,0.04435,0.009353,0.1464,0.0322,0.9389,0.07962,0.01931,0.2703,0.003214,0.00085712,0.002229,0.008292,0.007841,0.1154,0.4061,0.0093,15.4742,0.008114,0.009932,0.2354,0.1886,2.2622,0.00836,0.01767,0.03208,1.0061,0.02057,0.00302,0.001677,26.2712,1.2874,0.04609,0.9569,0.04868,5.4706,0.0322,0.07424,0.02886,0.007779,0.006567,0.004979,0.03273,0.01512,0.002939,0.06357,5.2386,0.06513,7.9966,0.00223,0.09226,25.5495,0.009746,50.8725,0.2459,0.005739,1.3033,0.006019,0.001611,1.3033,0.2371,0.5569,0.0322,0.04012,0.3079
ARS,0.0331,0.7965,0.9856,4.4176,0.01613,4.0538,1.0,0.01201,0.01613,0.01532,0.01584,0.01803,0.7767,0.01584,0.003389,18.4985,0.009013,0.0122,0.06189,0.04311,0.009013,0.684,0.1031,0.02923,0.01803,0.01126,18.0469,0.008329,7.1065,0.05727,33.8373,5.9079,0.2163,0.8929,0.1976,1.6018,0.06041,0.4945,1.2874,0.1647,0.1352,0.4631,0.008098,0.01887,0.006866,0.06041,0.006866,0.02769,0.006866,0.06833,0.006866,0.4935,80.5556,0.06917,1.8874,0.07058,0.2209,0.06101,0.9569,2.9829,136.954,0.02862,0.006866,0.684,13.168,377.0,1.147,0.006866,1.3832,0.00639,1.0982,1.0371,0.7937,36.531,0.01201,3.9839,10.9277,0.002701,0.007511,4.1723,105.6464,13.5873,2.6551,1.3803,0.1309,0.04215,0.087,0.1649,36.39,0.4994,16.0214,26.6055,0.0727,0.3284,0.402,0.139,7.3705,0.1793,0.0379,0.5782,0.1309,3.7496,0.322,0.07793,1.0944,0.01295,0.003466,0.009013,0.03352,0.03177,0.4683,1.6493,0.03762,63.6467,0.03281,0.04005,0.9552,0.7482,9.1705,0.0338,0.07207,0.1298,4.0538,0.08359,0.0122,0.006866,106.4972,5.2187,0.1868,3.879,0.1984,22.4666,0.1309,0.3001,0.117,0.03153,0.02656,0.02029,0.1321,0.06121,0.01201,0.2579,20.9328,0.2663,32.4162,0.009013,0.371,103.5714,0.03932,207.1274,1.0007,0.02325,5.3119,0.02434,0.006514,5.3119,0.9663,2.2567,0.1309,0.1626,1.2483
AUD,2.7528,66.0724,81.6981,363.4137,1.3417,340.2325,83.2345,1.0,1.3417,1.2714,1.3219,1.4991,64.0612,1.3215,0.2818,1513.5553,0.7496,1.0156,5.1487,3.5675,0.7496,56.8024,8.6254,2.1962,1.4991,0.937,1494.8306,0.6922,590.6519,4.7543,2815.658,491.6515,17.9894,74.5248,16.5165,133.2124,5.0422,41.1356,107.0499,13.7138,11.2434,38.4701,0.6759,1.5628,0.5706,5.0422,0.5705,2.3038,0.5706,5.9224,0.5706,41.0771,6705.7531,5.7538,157.111,5.8737,18.3166,5.0923,79.6521,248.6676,10779.7032,2.3944,0.5706,56.8022,1096.1552,31406.5323,95.6462,0.5706,114.7807,0.5314,91.2751,86.6642,71.4833,3040.981,1.0,332.5061,908.7363,0.2246,0.6246,350.3911,9658.1186,1129.9606,217.6483,114.6577,10.926,3.5088,7.0625,13.7103,2274.7321,41.6605,1322.7246,2214.7441,6.0499,27.337,33.2568,11.5187,615.5189,14.9125,3.1448,47.9191,10.926,311.5273,26.7166,6.5545,90.8838,1.0803,0.2882,0.7496,2.7802,2.6387,38.7744,137.3479,3.1318,5317.9616,2.7284,3.3367,79.521,61.1601,788.8343,2.8108,5.8624,10.7743,334.8382,7.0029,1.0155,0.5706,8865.2329,434.4259,15.5515,319.0623,16.5588,1882.7968,10.926,24.9791,9.7041,2.6205,2.0895,1.6691,11.0006,5.0821,1.0,21.4089,1741.4347,21.8761,2693.2067,0.7496,30.8091,8304.1968,3.2761,17176.2554,82.9625,1.9139,443.3414,2.0238,0.5407,443.3414,80.6529,187.4781,10.9252,13.5899,105.6382
AWG,2.0517,49.399,61.1321,271.5233,1.0,250.6086,61.9828,0.7453,1.0,0.9491,0.986,1.1173,47.8408,0.986,0.2101,1128.0769,0.5587,0.7567,3.8362,2.6605,0.5587,42.3344,6.4188,1.6557,1.1173,0.6982,1114.1207,0.5159,440.6427,3.545,2097.3364,366.1863,13.4078,55.5865,12.3132,99.2855,3.7609,30.6481,79.8499,10.2193,8.3799,28.6724,0.5041,1.1643,0.4252,3.7609,0.4252,1.7189,0.4252,4.385,0.4252,30.6154,4997.902,4.2873,117.0973,4.3768,13.6985,3.7983,59.3659,185.3016,8040.6387,1.7839,0.4252,42.3352,816.9815,23427.5698,71.3646,0.4252,85.6977,0.3961,68.0234,64.4284,52.814,2266.4905,0.7453,248.0095,677.3514,0.1674,0.4655,260.7634,7097.4794,842.1788,162.6316,85.6106,8.1438,2.6152,5.2913,10.2331,1777.1788,30.9799,987.6073,1650.6832,4.5081,20.3747,24.7819,8.6035,458.2007,11.1121,2.3437,35.9467,8.1438,232.7778,19.9729,4.8898,67.735,0.8052,0.2148,0.5587,2.0728,1.9704,28.9249,102.2306,2.3372,3944.9635,2.0335,2.4887,59.2829,45.6467,584.697,2.095,4.3823,8.0516,249.5602,5.2242,0.7567,0.4252,6607.3959,323.7844,11.5908,238.0495,12.3509,1393.4573,8.1438,18.6019,7.2429,1.9555,1.5682,1.2459,8.1999,3.7817,0.7453,15.9552,1297.8712,16.3208,2006.3863,0.5587,22.9932,6225.1992,2.442,12783.1623,61.8697,1.4297,330.6793,1.5084,0.4038,330.6793,60.1573,139.9699,8.1439,10.1157,78.7337
AZN,2.1617,51.9752,64.3202,286.2431,1.0536,264.4839,65.2585,0.7865,1.0536,1.0,1.0379,1.1773,50.6874,1.0379,0.2213,1206.9185,0.5886,0.7974,4.0399,2.8105,0.5886,44.6334,6.7282,1.741,1.1773,0.7374,1177.4533,0.5447,464.455,3.7344,2209.8061,385.0226,14.127,58.5162,12.9626,104.6112,3.9591,32.2495,84.0143,10.7605,8.8294,30.2174,0.5307,1.2281,0.4487,3.9591,0.4487,1.8174,0.4487,4.4584,0.4487,32.195,5255.7692,4.5168,123.1389,4.6106,14.4129,3.9985,62.4289,196.5233,8447.0622,1.87,0.4487,44.6335,859.1338,24714.3715,75.4174,0.4487,90.2654,0.4173,71.7354,67.6803,55.2496,2383.4302,0.7865,261.0808,713.9836,0.1764,0.4905,275.7336,6894.325,887.3534,173.27,90.0753,8.5585,2.7501,5.683,10.782,2374.2278,32.5823,1045.5344,1735.8504,4.7489,21.426,26.2321,9.0684,480.8798,11.7015,2.4727,37.7255,8.5585,244.6955,21.0145,5.1479,71.4135,0.8494,0.2263,0.5886,2.1877,2.0731,30.4663,107.9742,2.4689,4100.784,2.1426,2.6252,62.4518,48.6145,598.3216,2.2073,4.7029,8.4715,264.4839,5.4873,0.7974,0.4487,6948.3051,340.49,12.1888,253.0816,13.0018,1466.137,8.5585,19.5479,7.6358,2.0612,1.7333,1.3243,8.6382,3.9946,0.7865,16.8515,1365.7413,17.3961,2114.9613,0.5886,24.333,6606.5884,2.573,13516.8299,65.3057,1.5174,348.1077,1.5893,0.4254,348.1077,63.3279,147.2695,8.5585,10.6113,81.447
