,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
AED,1.0,23.6599,30.3504,125.8123,0.4874,110.8137,31.237,0.3802,0.4874,0.4622,0.4995,0.5446,23.3316,0.4995,0.1024,546.8858,0.2723,0.3748,1.8699,1.3388,0.2723,20.848,3.2897,0.77,0.5446,0.3479,542.7515,0.2616,230.5444,1.7876,1060.633,180.3277,6.5351,28.1582,6.267,48.3924,1.9051,14.9692,39.4054,5.052,4.0844,14.0233,0.2554,0.5826,0.2156,1.9051,0.2156,0.8275,0.2156,2.1284,0.2156,14.713,2422.5915,2.0829,56.92,2.1371,6.6756,1.9241,29.122,95.9924,3913.6021,0.901,0.2156,20.8483,397.0244,11450.6636,35.2808,0.2156,42.1212,0.1931,34.6865,31.5905,22.7495,1100.3461,0.3802,125.6331,341.8884,0.08159,0.2269,122.926,3579.6459,410.4833,92.2596,41.3193,4.2862,1.2831,2.6501,5.026,1086.4719,15.4215,499.8048,831.1459,2.2012,9.9172,11.5838,4.206,223.3846,5.5471,1.1831,17.5343,4.2862,113.1018,9.7524,2.5088,33.3567,0.4132,0.1047,0.2723,1.0378,0.9594,14.2264,50.5856,1.1943,1903.5886,0.9912,1.2616,30.0245,20.1712,288.5169,1.0211,2.1483,3.6172,121.2126,2.667,0.3748,0.2156,3367.8222,157.3834,5.6457,115.7388,6.2565,684.6892,4.2862,9.3342,3.3866,0.953,0.7712,0.621,4.0298,1.8479,0.3802,7.9675,632.074,8.063,966.0752,0.2723,11.0178,3068.6317,1.2088,6250.5295,30.7794,0.6996,167.5109,0.7352,0.2019,167.5109,30.4737,68.1902,4.2865,4.6503,42.2152
AFN,0.04227,1.0,1.2828,5.3783,0.0206,4.8041,1.3211,0.01599,0.0206,0.01958,0.02109,0.02302,0.9938,0.02109,0.004327,23.4909,0.01151,0.01581,0.07915,0.05659,0.01151,0.8813,0.1381,0.0387,0.02302,0.01468,22.8874,0.01103,9.7377,0.07533,45.2975,7.5799,0.2762,1.189,0.2634,2.0453,0.08045,0.634,1.6655,0.2136,0.1726,0.5897,0.01078,0.02464,0.009072,0.08045,0.009072,0.03449,0.009072,0.08552,0.009072,0.6187,101.8753,0.08825,2.3936,0.09027,0.2821,0.08125,1.2469,4.0372,165.683,0.0379,0.009072,0.8813,16.6957,480.4118,1.4912,0.009072,1.7823,0.00816,1.4681,1.3333,0.9211,46.272,0.01599,5.305,14.4489,0.003448,0.009591,5.2265,138.7091,17.3493,3.9407,1.7464,0.1809,0.05396,0.1146,0.2125,46.272,0.6521,21.3546,34.9515,0.09298,0.417,0.495,0.178,9.3426,0.2335,0.05013,0.7336,0.1809,4.7752,0.4122,0.1056,1.4101,0.01736,0.004425,0.01151,0.04382,0.04055,0.6004,2.138,0.05008,78.7734,0.04189,0.05334,1.2679,0.8571,11.645,0.04316,0.09296,0.1529,5.1044,0.1121,0.01581,0.009072,141.6243,6.6183,0.2374,4.8623,0.2642,28.9389,0.1809,0.3946,0.143,0.03996,0.03484,0.02641,0.1703,0.07829,0.01599,0.3375,26.5593,0.3393,40.2646,0.01151,0.4625,128.9526,0.05109,263.2543,1.3174,0.03034,7.0733,0.03107,0.008534,7.0733,1.2868,2.8821,0.1809,0.1991,1.7194
ALL,0.03295,0.7796,1.0,4.2077,0.01606,3.7584,1.0299,0.01246,0.01606,0.01526,0.01644,0.01794,0.7747,0.01644,0.003373,18.3778,0.008972,0.01233,0.0617,0.04411,0.008972,0.687,0.1077,0.03017,0.01794,0.01144,17.9057,0.008598,7.5905,0.05872,35.3119,5.9089,0.2153,0.9268,0.2053,1.5945,0.06271,0.4943,1.2984,0.1665,0.1346,0.4613,0.008405,0.01921,0.007072,0.06271,0.007072,0.02699,0.007072,0.0669,0.007072,0.484,79.7006,0.0688,1.8726,0.07037,0.22,0.06333,0.9755,3.147,129.1493,0.02954,0.007072,0.687,13.0617,375.8431,1.1625,0.007072,1.3894,0.006361,1.1444,1.0394,0.7206,36.2002,0.01246,4.1352,11.2629,0.002688,0.007476,4.0744,108.1316,13.5248,3.072,1.3614,0.141,0.04221,0.08933,0.1657,36.2002,0.5101,16.6471,27.3438,0.07248,0.3263,0.3859,0.1387,7.3091,0.182,0.03908,0.5739,0.141,3.7225,0.3213,0.08231,1.0992,0.01353,0.00345,0.008972,0.03416,0.03161,0.468,1.6667,0.03904,61.4084,0.03266,0.04158,0.9884,0.6682,9.1103,0.03364,0.07247,0.1192,3.9933,0.08736,0.01233,0.007072,110.7977,5.1777,0.1857,3.8039,0.2059,22.5595,0.141,0.3076,0.1119,0.03126,0.02716,0.02058,0.1328,0.06103,0.01246,0.2631,20.7783,0.2645,31.5004,0.008972,0.3605,100.8842,0.03983,205.2219,1.027,0.02365,5.5136,0.02422,0.006653,5.5136,1.003,2.2468,0.141,0.1558,1.3451
AMD,0.007948,0.1859,0.2377,1.0,0.003874,0.8932,0.2423,0.003001,0.003874,0.003679,0.00396,0.004329,0.1834,0.00396,0.00081377,4.3677,0.002164,0.002973,0.01462,0.01056,0.002164,0.1657,0.02492,0.005866,0.004329,0.002757,4.2555,0.002073,1.8325,0.01418,7.9781,1.3887,0.05194,0.2232,0.04946,0.3846,0.0151,0.117,0.306,0.04013,0.03246,0.1096,0.002025,0.004494,0.001702,0.0151,0.001702,0.006577,0.001702,0.0159,0.001702,0.115,18.9418,0.0163,0.445,0.01698,0.05221,0.01525,0.2318,0.7616,31.1069,0.007139,0.001702,0.1657,3.1043,91.0144,0.2808,0.001702,0.3289,0.001534,0.2765,0.2458,0.1808,8.6034,0.003001,0.996,2.7135,0.00064849,0.001804,0.9783,25.3788,3.2627,0.7126,0.3231,0.03392,0.01003,0.02092,0.04004,8.6034,0.1212,3.939,6.4986,0.01749,0.07754,0.09148,0.03289,1.7371,0.04409,0.009404,0.1364,0.03392,0.8817,0.07618,0.01985,0.2652,0.003262,0.00083216,0.002164,0.007891,0.007496,0.1131,0.3961,0.009409,14.5776,0.007878,0.01004,0.2387,0.1581,2.1652,0.008116,0.01718,0.03067,0.9491,0.02106,0.002973,0.001702,26.3324,1.2306,0.04414,0.904,0.0496,5.3594,0.03392,0.07419,0.02692,0.007593,0.006398,0.004763,0.03208,0.01444,0.003001,0.06228,4.9382,0.06438,7.4864,0.002164,0.08777,24.3906,0.009608,48.8473,0.2384,0.005491,1.328,0.005844,0.001595,1.328,0.2416,0.5322,0.03392,0.03702,0.3197
ANG,2.0517,48.5424,62.2691,258.1261,1.0,227.3537,64.0882,0.7801,1.0,0.9483,1.0247,1.1173,47.8689,1.0247,0.2101,1122.0324,0.5587,0.7691,3.8363,2.7469,0.5587,42.7733,6.7494,1.5798,1.1173,0.7139,1113.5502,0.5367,473.0024,3.6676,2176.0752,369.974,13.4078,57.7716,12.8578,99.2855,3.9087,30.7119,80.8472,10.365,8.3799,28.7712,0.5239,1.1954,0.4424,3.9087,0.4424,1.6978,0.4424,4.3667,0.4424,30.1862,4970.3727,4.2734,116.7814,4.3845,13.6961,3.9476,59.749,196.9453,8029.4434,1.8486,0.4424,42.774,814.5653,23493.0514,72.3848,0.4424,86.419,0.3961,71.1654,64.8135,46.6747,2257.5536,0.7801,257.7585,701.4443,0.1674,0.4655,252.2044,7344.2735,842.1788,189.2868,84.7739,8.7938,2.6324,5.4371,10.3116,2229.0883,31.64,1025.4376,1705.242,4.5161,20.3468,23.7663,8.6293,458.3129,11.3809,2.4274,35.9748,8.7938,232.0483,20.0088,5.1473,68.4372,0.8478,0.2148,0.5587,2.1292,1.9685,29.188,103.7853,2.4502,3905.547,2.0335,2.5883,61.6005,41.3847,591.9433,2.095,4.4077,7.4214,248.689,5.4718,0.7691,0.4424,6909.68,322.8997,11.5831,237.4585,12.8364,1404.7605,8.7938,19.1508,6.9481,1.9553,1.5822,1.274,8.2679,3.7913,0.7801,16.3468,1296.8111,16.5426,1982.0733,0.5587,22.6049,6295.8379,2.48,12824.0613,63.1494,1.4354,343.678,1.5084,0.4142,343.678,62.5221,139.9042,8.7946,9.5409,86.6119
AOA,0.009024,0.2082,0.2661,1.1195,0.004398,1.0,0.2713,0.003386,0.004398,0.004046,0.004446,0.004914,0.2053,0.004446,0.00092392,4.8897,0.002457,0.003383,0.01637,0.01208,0.002457,0.1881,0.0279,0.007873,0.004914,0.003102,4.9728,0.002327,2.081,0.01589,8.9317,1.5546,0.05897,0.2506,0.05657,0.4367,0.01696,0.1309,0.3426,0.04395,0.03686,0.1282,0.002273,0.005031,0.00192,0.01696,0.00192,0.00718,0.00192,0.0178,0.00192,0.1288,21.2058,0.01825,0.4982,0.01929,0.05845,0.01713,0.2595,0.8665,35.3259,0.008133,0.00192,0.1882,3.4753,100.0,0.3185,0.00192,0.3682,0.001742,0.3086,0.2885,0.1917,9.6317,0.003386,1.1183,3.086,0.00073626,0.002048,1.0606,28.4123,3.7043,0.7978,0.3617,0.03833,0.01123,0.02477,0.044,9.6317,0.1357,4.4099,7.2753,0.01986,0.08681,0.1024,0.03682,1.9447,0.05007,0.01068,0.1621,0.03833,1.0368,0.08528,0.02237,0.301,0.00373,0.0009448,0.002457,0.008834,0.008392,0.1284,0.4435,0.0102,16.32,0.008944,0.01139,0.2595,0.1914,2.424,0.009215,0.01923,0.03433,1.1106,0.02375,0.003384,0.00192,29.4798,1.3776,0.04942,1.0121,0.05569,6.0,0.03833,0.08425,0.02976,0.008317,0.007163,0.005332,0.03637,0.01616,0.003386,0.06972,5.7776,0.07278,8.3813,0.002458,0.09827,26.8421,0.01091,54.6858,0.2669,0.006147,1.491,0.006635,0.001823,1.491,0.2712,0.5959,0.03833,0.04145,0.3579
ARS,0.03201,0.757,0.971,4.1269,0.0156,3.6863,1.0,0.01214,0.0156,0.01482,0.01593,0.01743,0.7523,0.01593,0.003278,18.0249,0.008717,0.01198,0.05986,0.04256,0.008717,0.6678,0.1046,0.02929,0.01743,0.01111,17.5619,0.008357,7.3996,0.05718,33.9543,5.7729,0.2092,0.8983,0.1989,1.5492,0.06077,0.4792,1.2607,0.1616,0.1308,0.4525,0.008146,0.0187,0.006853,0.06077,0.006853,0.02647,0.006853,0.06562,0.006853,0.4747,78.1705,0.06668,1.8367,0.06839,0.2136,0.06138,0.9567,3.0392,124.3503,0.02864,0.006853,0.6679,12.8109,368.6275,1.1259,0.006853,1.3491,0.00618,1.1139,1.0093,0.7068,35.5052,0.01214,4.0077,10.9206,0.002612,0.007264,3.9259,104.9972,13.1409,2.983,1.322,0.1369,0.0414,0.08657,0.1609,35.5052,0.5003,16.1646,26.8188,0.07044,0.32,0.3747,0.1347,7.1687,0.1763,0.03797,0.5629,0.1369,3.6146,0.312,0.07969,1.0686,0.01316,0.003352,0.008717,0.03316,0.0307,0.4559,1.6194,0.03782,60.9408,0.03173,0.04028,0.9597,0.6507,8.9354,0.03269,0.07037,0.1157,3.9167,0.08482,0.01198,0.006853,108.6705,5.0783,0.1822,3.7309,0.1996,21.9056,0.1369,0.2979,0.1097,0.03066,0.02637,0.01999,0.1288,0.05926,0.01214,0.2557,20.3794,0.2558,30.8956,0.008717,0.3527,98.9474,0.0386,199.2738,0.9972,0.02296,5.3437,0.02354,0.006464,5.3437,0.9721,2.1816,0.1369,0.1528,1.3193
AUD,2.6299,62.5456,80.2385,333.1745,1.2818,295.2905,82.3989,1.0,1.2818,1.2238,1.3145,1.4322,61.3065,1.3151,0.2693,1438.2876,0.7161,0.9871,4.9321,3.534,0.7161,54.8519,8.6745,2.0371,1.4322,0.9161,1427.4172,0.6883,608.9805,4.7039,2798.6094,475.706,17.1867,74.1056,16.4794,127.2681,5.0139,39.4841,104.1974,13.3402,10.7417,36.8803,0.6721,1.5349,0.5667,5.0139,0.5667,2.1917,0.5667,5.6107,0.5667,38.6946,6371.3323,5.4939,149.6977,5.6269,17.6489,5.0637,76.5898,251.9361,10296.9222,2.3703,0.5667,54.8913,1044.1604,30326.3517,93.2721,0.5667,111.4914,0.5077,91.3621,83.3046,60.2612,2893.8724,1.0,330.6358,900.2238,0.2146,0.5968,325.1065,9480.0631,1079.5388,242.236,109.2413,11.3065,3.3744,6.9386,13.3068,2963.6,42.0044,1312.4879,2185.8851,5.7953,26.0818,30.4825,11.1319,588.6479,14.5874,3.1183,45.8265,11.3065,298.7137,25.7844,6.5974,87.763,1.0867,0.2753,0.7161,2.7318,2.5366,37.4371,133.4264,3.1271,5021.8041,2.6066,3.3274,79.0652,53.1957,760.5403,2.6854,5.6583,9.5452,318.7849,7.0121,0.9872,0.5667,8857.2568,413.9129,14.8479,304.9735,16.4657,1810.1584,11.3065,24.5886,8.9688,2.5248,2.0334,1.6359,10.6061,4.8973,1.0,20.9262,1668.9904,21.3234,2545.8214,0.7165,29.0559,8127.0067,3.1742,16528.5618,81.0808,1.8429,440.8478,1.9335,0.5342,440.8478,80.1992,180.2905,11.307,12.2513,111.0251
AWG,2.0517,48.5424,62.2691,258.1261,1.0,227.3537,64.0882,0.7801,1.0,0.9483,1.0247,1.1173,47.8689,1.0247,0.2101,1122.0324,0.5587,0.7691,3.8363,2.7469,0.5587,42.7733,6.7494,1.5798,1.1173,0.7139,1113.5502,0.5367,473.0024,3.6676,2176.0752,369.974,13.4078,57.7716,12.8578,99.2855,3.9087,30.7119,80.8472,10.365,8.3799,28.7712,0.5239,1.1954,0.4424,3.9087,0.4424,1.6978,0.4424,4.3667,0.4424,30.1862,4970.3727,4.2734,116.7814,4.3845,13.6961,3.9476,59.749,196.9453,8029.4434,1.8486,0.4424,42.774,814.5653,23493.0514,72.3848,0.4424,86.419,0.3961,71.1654,64.8135,46.6747,2257.5536,0.7801,257.7585,701.4443,0.1674,0.4655,252.2044,7344.2735,842.1788,189.2868,84.7739,8.7938,2.6324,5.4371,10.3116,2229.0883,31.64,1025.4376,1705.242,4.5161,20.3468,23.7663,8.6293,458.3129,11.3809,2.4274,35.9748,8.7938,232.0483,20.0088,5.1473,68.4372,0.8478,0.2148,0.5587,2.1292,1.9685,29.188,103.7853,2.4502,3905.547,2.0335,2.5883,61.6005,41.3847,591.9433,2.095,4.4077,7.4214,248.689,5.4718,0.7691,0.4424,6909.68,322.8997,11.5831,237.4585,12.8364,1404.7605,8.7938,19.1508,6.9481,1.9553,1.5822,1.274,8.2679,3.7913,0.7801,16.3468,1296.8111,16.5426,1982.0733,0.5587,22.6049,6295.8379,2.48,12824.0613,63.1494,1.4354,343.678,1.5084,0.4142,343.678,62.5221,139.9042,8.7946,9.5409,86.6119
AZN,2.1635,51.0853,65.5311,271.7996,1.0545,247.1471,67.4873,0.8171,1.0545,1.0,1.0781,1.1782,50.7682,1.0781,0.2215,1208.4851,0.5891,0.8093,4.0434,2.8804,0.5891,45.1111,7.0566,1.7309,1.1782,0.7506,1177.4404,0.5643,497.3773,3.8556,2314.0206,387.2193,14.1385,60.7801,13.4643,104.696,4.1123,32.3905,85.0827,10.9106,8.8365,30.3357,0.5512,1.2588,0.4634,4.1123,0.4634,1.7904,0.4634,4.3995,0.4634,31.8295,5240.9563,4.5085,123.1389,4.6217,14.4136,4.1532,64.145,206.729,8462.6458,1.9388,0.4634,45.1112,858.9097,24765.7526,76.3094,0.4634,91.0476,0.4177,75.2299,68.1127,49.2324,2380.4533,0.8171,271.1815,737.5786,0.1765,0.4909,266.7624,7085.9793,888.0729,201.3126,89.2149,9.2246,2.7757,5.8541,10.8736,2380.4533,33.5458,1090.9033,1798.0742,4.7603,21.4545,25.2865,9.091,480.6292,11.9274,2.5605,37.738,9.2246,243.9424,21.0571,5.4025,72.1777,0.8878,0.2265,0.5891,2.2384,2.0716,30.6677,109.2227,2.5615,4024.1625,2.1443,2.7263,64.8497,43.4943,599.0732,2.2091,4.7489,7.81,262.5938,5.7318,0.8093,0.4634,7285.8382,340.4781,12.2137,250.1389,13.5048,1478.3507,9.2246,20.1543,7.3336,2.0636,1.7797,1.3489,8.712,3.9992,0.8171,17.2403,1366.3415,17.2707,2071.4051,0.5891,23.6251,6629.4406,2.6152,13448.4255,67.2974,1.5497,361.5754,1.5906,0.4368,361.5754,65.778,147.2334,9.2246,10.2434,88.4526
