,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
AED,1.0,23.9069,30.3616,128.3633,0.4874,115.6896,30.7501,0.3668,0.4874,0.4624,0.4917,0.5446,23.294,0.4917,0.1024,551.0811,0.2723,0.3695,1.871,1.281,0.2723,20.7321,3.1617,0.8042,0.5446,0.3428,545.1278,0.2561,219.4737,1.7365,1009.446,177.7011,6.5351,27.7215,6.1407,48.3924,1.8756,14.9397,39.0516,5.0209,4.0844,13.9781,0.2514,0.5715,0.2083,1.8756,0.2083,0.8369,0.2083,2.104,0.2083,14.6753,2422.4863,2.0849,56.9036,2.1362,6.6694,1.8942,29.2834,94.5164,3886.928,0.876,0.2083,20.7325,396.7368,11444.8747,35.0898,0.2083,42.0809,0.1931,34.2694,31.5169,23.3262,1099.2603,0.3668,123.6845,334.1152,0.08159,0.2269,123.1342,3479.0248,410.4833,86.1931,41.5499,3.989,1.2771,2.6256,5.0252,1089.1801,15.4855,500.5101,825.8086,2.2003,9.8999,11.6574,4.1963,222.3455,5.4351,1.1492,17.5117,3.989,113.196,9.7332,2.3929,33.1714,0.401,0.1047,0.2723,1.0164,0.9599,14.202,49.4082,1.1646,1852.7044,0.9912,1.2412,29.5745,22.3784,284.4788,1.0211,2.1586,3.9231,121.5855,2.5909,0.3695,0.2083,3300.8949,157.2491,5.6427,115.9775,6.1595,685.968,3.989,9.1591,3.3999,0.9521,0.7795,0.6081,3.9832,1.8435,0.3668,7.8894,633.1954,7.9764,958.2365,0.2723,11.2468,3071.8119,1.2055,6233.8654,30.4041,0.6981,164.9127,0.7352,0.1983,164.9127,30.001,68.201,3.989,4.7376,40.8935
AFN,0.04183,1.0,1.27,5.3826,0.02039,4.9231,1.2867,0.0153,0.02039,0.01937,0.02048,0.02278,0.9827,0.02048,0.004283,23.3313,0.01139,0.01543,0.07835,0.05363,0.01139,0.8668,0.1313,0.03767,0.02278,0.01431,22.7434,0.01067,9.2078,0.07259,42.6239,7.4623,0.2734,1.1545,0.2557,2.0242,0.07812,0.6247,1.6335,0.2103,0.1708,0.5851,0.01047,0.02399,0.008681,0.07812,0.008681,0.03507,0.008681,0.08499,0.008681,0.6138,101.3285,0.08743,2.3802,0.08933,0.279,0.07889,1.2277,3.9425,163.5554,0.03654,0.008681,0.8668,16.5948,477.8333,1.4678,0.008681,1.7629,0.008075,1.4273,1.3162,0.9787,45.9802,0.0153,5.1512,13.9755,0.003413,0.009491,5.149,134.8088,17.1701,3.6737,1.738,0.1668,0.05342,0.1117,0.2101,45.9802,0.6465,21.1094,34.5422,0.09201,0.4141,0.4928,0.1758,9.2082,0.2261,0.0482,0.7285,0.1668,4.7254,0.4071,0.09982,1.3869,0.01671,0.004379,0.01139,0.04253,0.04015,0.5942,2.0683,0.04871,78.2912,0.04146,0.0518,1.2337,0.9389,11.5715,0.04271,0.09209,0.1641,5.077,0.1079,0.01543,0.008681,138.0708,6.5775,0.236,4.8661,0.2565,28.6934,0.1668,0.3834,0.1421,0.03971,0.03406,0.02569,0.1665,0.07743,0.0153,0.3308,26.4025,0.3361,40.0156,0.01139,0.4714,128.5989,0.05042,260.6046,1.2736,0.02948,6.8683,0.03075,0.008296,6.8683,1.2495,2.8528,0.1668,0.1976,1.7101
ALL,0.03294,0.7874,1.0,4.2402,0.01605,3.8783,1.0132,0.01204,0.01605,0.01525,0.01612,0.01794,0.7738,0.01612,0.003372,18.3796,0.008968,0.01214,0.06169,0.0422,0.008968,0.6822,0.1034,0.02966,0.01794,0.01126,17.9165,0.008396,7.2466,0.05713,33.5623,5.8758,0.2152,0.9086,0.2012,1.5939,0.06148,0.4919,1.2862,0.1656,0.1345,0.4609,0.00824,0.01889,0.006832,0.06148,0.006832,0.02763,0.006832,0.06695,0.006832,0.4836,79.8233,0.06884,1.875,0.07031,0.2197,0.06209,0.9671,3.1028,128.7191,0.02876,0.006832,0.6822,13.0729,376.4216,1.1557,0.006832,1.3882,0.006359,1.1233,1.0364,0.771,36.2217,0.01204,4.0541,10.9988,0.002687,0.007474,4.0543,106.1493,13.5198,2.8927,1.3685,0.1313,0.04208,0.08796,0.1655,36.2217,0.5093,16.6217,27.2112,0.07242,0.3262,0.3881,0.1384,7.2539,0.178,0.03793,0.5739,0.1313,3.7208,0.3206,0.07856,1.0915,0.01315,0.003448,0.008968,0.03348,0.03161,0.4676,1.6286,0.03835,61.6466,0.03264,0.04076,0.9714,0.7393,9.1156,0.03363,0.07251,0.1292,3.9995,0.08489,0.01214,0.006832,108.7677,5.1815,0.1859,3.8334,0.2019,22.5933,0.1313,0.3017,0.112,0.03128,0.02682,0.02023,0.1311,0.06097,0.01204,0.2605,20.799,0.2645,31.523,0.008968,0.3712,101.3061,0.0397,205.2013,1.0028,0.02321,5.4054,0.02421,0.006532,5.4054,0.9834,2.2463,0.1313,0.1556,1.3472
AMD,0.00779,0.1858,0.2358,1.0,0.003797,0.9146,0.2383,0.002853,0.003797,0.003598,0.003807,0.004243,0.1821,0.003807,0.0007976,4.3346,0.002121,0.002875,0.01452,0.009957,0.002121,0.1617,0.02426,0.006124,0.004243,0.002662,4.2254,0.001984,1.7098,0.01351,7.9291,1.377,0.05091,0.2146,0.04755,0.377,0.01452,0.1161,0.3029,0.03908,0.03182,0.1087,0.001946,0.004449,0.001616,0.01452,0.001616,0.00652,0.001616,0.01579,0.001616,0.114,18.8254,0.0162,0.4422,0.01664,0.05183,0.01466,0.2281,0.7329,30.2808,0.006805,0.001616,0.1617,3.0831,89.1603,0.2735,0.001616,0.3269,0.001504,0.2659,0.2439,0.1817,8.5425,0.002853,0.9575,2.6012,0.0006356,0.001768,0.9596,25.0831,3.1978,0.6808,0.3222,0.03115,0.009924,0.02078,0.03913,8.5425,0.1201,3.9114,6.4174,0.01714,0.07693,0.09202,0.03265,1.7108,0.04234,0.008953,0.1354,0.03115,0.8758,0.07565,0.01857,0.2587,0.003114,0.00081562,0.002121,0.007875,0.007443,0.1106,0.3837,0.009042,14.4188,0.007721,0.009631,0.2293,0.174,2.1498,0.007955,0.01707,0.03045,0.9432,0.02005,0.002875,0.001616,25.6516,1.222,0.04385,0.9041,0.04768,5.3265,0.03115,0.07135,0.02649,0.007416,0.006326,0.004736,0.03105,0.01435,0.002853,0.06131,4.9052,0.0624,7.4343,0.002121,0.08757,23.9307,0.009391,48.3501,0.235,0.005447,1.2767,0.005727,0.001551,1.2767,0.2323,0.5286,0.03115,0.0367,0.3177
ANG,2.0517,49.0491,62.2921,263.3598,1.0,237.3575,63.0892,0.7526,1.0,0.9486,1.0088,1.1173,47.7918,1.0088,0.2101,1130.6398,0.5587,0.7581,3.8387,2.6282,0.5587,42.5356,6.4869,1.6499,1.1173,0.7033,1118.4255,0.5254,450.2889,3.5627,2071.0561,364.585,13.4078,56.8755,12.5987,99.2855,3.8481,30.6514,80.1213,10.3012,8.3799,28.6785,0.5158,1.1725,0.4273,3.8481,0.4273,1.717,0.4273,4.3167,0.4273,30.1089,4970.1569,4.2776,116.7478,4.3828,13.6835,3.8863,60.0801,193.9171,7974.7168,1.7972,0.4273,42.5364,813.9753,23481.1745,71.9928,0.4273,86.3364,0.3961,70.3096,64.6624,47.8579,2255.3259,0.7525,253.7605,685.4961,0.1674,0.4655,252.6314,7137.8317,842.1788,176.8404,85.2469,8.1841,2.6202,5.3868,10.3102,2234.6447,31.7712,1026.8845,1694.2916,4.5142,20.3113,23.9173,8.6095,456.1808,11.151,2.3578,35.9282,8.1841,232.2415,19.9693,4.9094,68.0569,0.8226,0.2148,0.5587,2.0854,1.9693,29.138,101.3695,2.3893,3801.1491,2.0335,2.5465,60.6773,45.9133,583.6582,2.095,4.4287,8.0489,249.454,5.3158,0.7581,0.4273,6772.3668,322.6242,11.577,237.9482,12.6373,1407.3841,8.1841,18.7916,6.9754,1.9534,1.5992,1.2476,8.1722,3.7822,0.7525,16.1865,1299.1117,16.365,1965.9908,0.5587,23.0748,6302.3626,2.4732,12789.8718,62.3794,1.4323,338.3474,1.5084,0.4069,338.3474,61.5523,139.9263,8.1841,9.7201,83.9002
AOA,0.008644,0.2031,0.2578,1.0933,0.004213,1.0,0.2605,0.003147,0.004213,0.003924,0.004236,0.004707,0.1991,0.004236,0.00088498,4.7391,0.002354,0.003194,0.01588,0.01108,0.002354,0.1792,0.02653,0.007615,0.004707,0.002942,4.7409,0.002202,1.8975,0.01491,8.669,1.5055,0.05649,0.2388,0.05309,0.4183,0.01616,0.1269,0.3312,0.04275,0.0353,0.1213,0.002166,0.004864,0.00179,0.01616,0.00179,0.007124,0.00179,0.01726,0.00179,0.1247,20.5821,0.01771,0.4835,0.01847,0.05667,0.01632,0.2494,0.8172,33.6052,0.007573,0.00179,0.1792,3.3708,97.0588,0.3034,0.00179,0.3574,0.001669,0.294,0.2736,0.1988,9.3396,0.003147,1.0656,2.8887,0.00070523,0.001961,1.0389,27.4238,3.5481,0.7444,0.3523,0.03433,0.01085,0.02324,0.0426,9.3396,0.1313,4.2765,7.0163,0.01902,0.08411,0.1006,0.0357,1.8704,0.04699,0.009936,0.1531,0.03433,0.9843,0.08271,0.02059,0.2867,0.003467,0.00090498,0.002354,0.00861,0.008137,0.1228,0.4195,0.0099,15.7643,0.008567,0.01073,0.2506,0.1911,2.3504,0.008826,0.01867,0.03329,1.0574,0.0223,0.003195,0.00179,28.0453,1.336,0.04794,0.9884,0.05307,5.8235,0.03433,0.07919,0.02887,0.008065,0.006916,0.005178,0.03444,0.01569,0.003147,0.06703,5.5072,0.06896,8.1281,0.002354,0.09574,26.1214,0.01042,52.862,0.257,0.005956,1.4208,0.006355,0.001715,1.4208,0.2585,0.5779,0.03433,0.04013,0.3474
ARS,0.03252,0.7772,0.987,4.1966,0.01585,3.8384,1.0,0.01188,0.01585,0.01505,0.0159,0.01771,0.7637,0.0159,0.00333,18.1905,0.008855,0.01202,0.06085,0.04149,0.008855,0.6736,0.1021,0.02928,0.01771,0.01111,17.7322,0.00827,7.1304,0.05639,32.8276,5.7788,0.2125,0.8963,0.1985,1.5737,0.06064,0.4858,1.2695,0.1631,0.1328,0.4562,0.008128,0.01868,0.006746,0.06064,0.006746,0.02735,0.006746,0.06626,0.006746,0.4786,79.0021,0.0678,1.8557,0.06934,0.2168,0.06124,0.9572,3.0653,121.9625,0.02835,0.006746,0.6736,12.9384,372.549,1.1408,0.006746,1.3701,0.006278,1.1096,1.0229,0.7631,35.8491,0.01188,3.9988,10.8111,0.002653,0.007379,3.994,104.7718,13.349,2.8551,1.3507,0.129,0.04165,0.08663,0.1633,35.8491,0.5041,16.4058,26.9313,0.07142,0.3229,0.383,0.1366,7.1793,0.1751,0.03741,0.568,0.129,3.6725,0.3164,0.07752,1.0778,0.01301,0.003405,0.008855,0.03306,0.0312,0.4606,1.6068,0.0378,60.2495,0.03223,0.04016,0.9588,0.7248,9.0218,0.03321,0.07157,0.1275,3.9583,0.08383,0.01202,0.006746,107.6487,5.1282,0.184,3.7939,0.1991,22.3,0.129,0.2969,0.1108,0.03096,0.02647,0.01997,0.1291,0.06018,0.01188,0.2571,20.585,0.2604,31.1987,0.008855,0.3658,100.2639,0.03919,202.5368,0.9898,0.02291,5.3318,0.02391,0.006449,5.3318,0.97,2.2171,0.129,0.154,1.3333
AUD,2.7263,65.3644,83.0544,350.5175,1.3288,317.7805,84.1719,1.0,1.3288,1.2643,1.3402,1.4847,63.3431,1.34,0.2791,1502.4145,0.7424,1.0083,5.1178,3.4977,0.7424,56.5451,8.6496,2.1475,1.4847,0.9349,1486.1849,0.6979,600.2581,4.7344,2746.6268,486.4314,17.8165,75.5573,16.7627,131.9318,5.1121,40.8449,106.9991,13.7011,11.1353,38.1086,0.6852,1.5589,0.5676,5.1121,0.5675,2.2856,0.5676,5.8214,0.5676,40.0092,6604.437,5.7001,155.1367,5.8249,18.2341,5.1629,79.8355,257.6454,10601.3388,2.3916,0.5676,56.5433,1081.6255,31285.1106,95.9453,0.5676,115.4801,0.5263,93.4027,86.1221,63.6871,2996.9191,1.0,337.1129,911.4057,0.2224,0.6186,336.8766,9690.4289,1119.0981,234.4496,113.8553,10.8748,3.4817,7.1094,13.7464,2961.92,42.2175,1361.1579,2251.4062,5.9998,26.9901,31.7132,11.491,608.0852,14.8049,3.1372,47.3403,10.8748,309.6922,26.6083,6.5253,90.4721,1.0934,0.2854,0.7424,2.7737,2.6307,38.745,135.119,3.1722,5061.8371,2.7022,3.3853,80.6176,61.0455,784.5849,2.7838,5.8647,10.7416,331.4792,7.0602,1.0083,0.5676,8999.247,428.7091,15.3837,315.2092,16.7882,1877.2063,10.8748,25.0228,9.2907,2.6047,2.0931,1.6593,10.8542,5.075,1.0,21.4882,1723.3697,21.8059,2610.2764,0.7423,30.721,8391.427,3.293,17038.5821,83.134,1.9039,449.4839,2.0044,0.5422,449.4839,81.7703,187.0133,10.875,12.9143,111.4881
AWG,2.0517,49.0491,62.2921,263.3598,1.0,237.3575,63.0892,0.7526,1.0,0.9486,1.0088,1.1173,47.7918,1.0088,0.2101,1130.6398,0.5587,0.7581,3.8387,2.6282,0.5587,42.5356,6.4869,1.6499,1.1173,0.7033,1118.4255,0.5254,450.2889,3.5627,2071.0561,364.585,13.4078,56.8755,12.5987,99.2855,3.8481,30.6514,80.1213,10.3012,8.3799,28.6785,0.5158,1.1725,0.4273,3.8481,0.4273,1.717,0.4273,4.3167,0.4273,30.1089,4970.1569,4.2776,116.7478,4.3828,13.6835,3.8863,60.0801,193.9171,7974.7168,1.7972,0.4273,42.5364,813.9753,23481.1745,71.9928,0.4273,86.3364,0.3961,70.3096,64.6624,47.8579,2255.3259,0.7525,253.7605,685.4961,0.1674,0.4655,252.6314,7137.8317,842.1788,176.8404,85.2469,8.1841,2.6202,5.3868,10.3102,2234.6447,31.7712,1026.8845,1694.2916,4.5142,20.3113,23.9173,8.6095,456.1808,11.151,2.3578,35.9282,8.1841,232.2415,19.9693,4.9094,68.0569,0.8226,0.2148,0.5587,2.0854,1.9693,29.138,101.3695,2.3893,3801.1491,2.0335,2.5465,60.6773,45.9133,583.6582,2.095,4.4287,8.0489,249.454,5.3158,0.7581,0.4273,6772.3668,322.6242,11.577,237.9482,12.6373,1407.3841,8.1841,18.7916,6.9754,1.9534,1.5992,1.2476,8.1722,3.7822,0.7525,16.1865,1299.1117,16.365,1965.9908,0.5587,23.0748,6302.3626,2.4732,12789.8718,62.3794,1.4323,338.3474,1.5084,0.4069,338.3474,61.5523,139.9263,8.1841,9.7201,83.9002
AZN,2.1628,51.6357,65.5769,277.9175,1.0541,254.8485,66.4396,0.7909,1.0541,1.0,1.0565,1.1778,50.7421,1.0565,0.2214,1207.7549,0.5889,0.7973,4.0457,2.7646,0.5889,44.8331,6.7815,1.7765,1.1778,0.7388,1177.3215,0.5506,474.131,3.7511,2200.9212,385.314,14.1337,59.5649,13.1979,104.6607,4.0301,32.255,84.346,10.8522,8.8336,30.2881,0.5402,1.2389,0.4484,4.0301,0.4484,1.8136,0.4484,4.3993,0.4484,31.7758,5245.3222,4.5146,123.2114,4.6163,14.4051,4.0701,63.5516,203.3052,8421.884,1.8866,0.4484,44.8334,859.0398,24755.7592,75.9109,0.4484,91.0305,0.4175,73.7762,67.9637,50.5465,2380.1887,0.7909,265.76,721.2821,0.1765,0.4908,266.6148,6960.9744,887.7738,189.6915,89.7418,8.6284,2.7652,5.768,10.8684,2380.1887,33.4682,1089.9914,1788.0936,4.7548,21.4359,25.4483,9.0765,476.6673,11.6438,2.482,37.713,8.6284,243.9994,21.0224,5.1532,71.7329,0.8635,0.2264,0.5889,2.1958,2.0732,30.5947,106.7966,2.5135,4042.5223,2.1436,2.6713,63.6855,48.524,599.0028,2.2084,4.7549,8.4733,262.8125,5.5642,0.7973,0.4484,7147.3088,340.4858,12.2179,251.897,13.2349,1481.5979,8.6284,19.7408,7.3617,2.061,1.759,1.3265,8.6055,3.9982,0.7909,17.0806,1366.7389,17.3265,2071.4286,0.5889,24.3411,6673.2734,2.6071,13456.4429,65.7612,1.5221,354.3467,1.59,0.4289,354.3467,64.4629,147.3042,8.6285,10.227,88.5263
