,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
AED,1.0,23.6296,30.7923,124.9417,0.4874,110.9439,31.1954,0.3817,0.4874,0.4614,0.5039,0.5446,23.3784,0.5039,0.1024,552.5874,0.2723,0.3759,1.8688,1.3613,0.2723,20.8328,3.2815,0.8196,0.5446,0.3489,542.3742,0.2635,230.7835,1.7887,1064.5142,179.7961,6.5351,28.4076,6.3224,48.3924,1.922,14.9573,39.2422,5.0364,4.0844,14.0306,0.2576,0.5839,0.217,1.922,0.217,0.828,0.217,2.0706,0.217,14.6324,2404.5177,2.0791,56.645,2.1375,6.6648,1.9411,29.4087,97.3855,3919.1572,0.9033,0.217,20.8332,395.2089,11377.7772,35.5291,0.217,42.0235,0.1931,34.9192,31.5332,22.8883,1094.7576,0.3817,126.7456,344.3434,0.08159,0.2269,121.7909,3472.2316,410.4833,94.1858,41.1855,4.3272,1.2852,2.6759,5.0239,1088.922,15.7073,500.6887,835.5532,2.2016,9.8672,11.5878,4.1924,221.9469,5.5582,1.1841,17.481,4.3272,112.8652,9.7319,2.5362,33.3325,0.4157,0.1047,0.2723,1.0408,0.9563,14.1976,50.3854,1.21,1876.5508,0.9912,1.2728,30.2391,20.1606,280.4947,1.0211,2.15,3.5365,121.5786,2.6799,0.3759,0.217,3360.9365,156.6389,5.6199,115.8255,6.3119,672.0253,4.3272,9.3602,3.3856,0.9505,0.8019,0.6208,4.0363,1.8439,0.3817,7.9823,632.3021,8.0967,962.3573,0.2723,11.0747,3049.3212,1.2116,6243.6259,31.1334,0.699,168.9942,0.7352,0.2021,168.9942,30.7435,67.9107,4.3272,4.6234,43.2246
AFN,0.04232,1.0,1.3032,5.318,0.02063,4.6779,1.3189,0.01597,0.02063,0.01952,0.02107,0.02305,0.9933,0.02107,0.004333,23.6279,0.01152,0.01573,0.0791,0.05714,0.01152,0.8736,0.1384,0.03911,0.02305,0.01462,22.9991,0.01102,9.6856,0.07475,45.3235,7.6001,0.2766,1.1878,0.2644,2.048,0.08036,0.633,1.6607,0.2126,0.1729,0.5964,0.01077,0.02469,0.009071,0.08036,0.009071,0.03504,0.009071,0.08658,0.009071,0.6218,102.1824,0.08802,2.4072,0.08948,0.2821,0.08116,1.2528,4.0904,164.3836,0.0379,0.009071,0.8736,16.7948,481.0283,1.5036,0.009071,1.7754,0.00817,1.4604,1.3301,0.9694,46.5228,0.01597,5.2995,14.456,0.003453,0.009603,5.1413,138.5089,17.3716,4.0287,1.743,0.1814,0.05462,0.1142,0.2124,46.5228,0.6676,21.2858,35.5077,0.09217,0.4193,0.4954,0.1775,9.3954,0.2329,0.04969,0.7379,0.1814,4.7726,0.4119,0.1054,1.3977,0.01736,0.004431,0.01152,0.04394,0.04047,0.5947,2.1303,0.0509,78.5936,0.04195,0.0533,1.2726,0.8554,11.7162,0.04321,0.09186,0.1497,5.1504,0.1121,0.01573,0.009071,142.8263,6.6565,0.2388,4.9241,0.2639,28.4387,0.1814,0.3913,0.1432,0.04024,0.03492,0.02638,0.169,0.07809,0.01597,0.3379,26.7518,0.3367,40.8239,0.01152,0.4666,129.0861,0.05128,263.7665,1.3156,0.02978,7.066,0.03111,0.008554,7.066,1.2854,2.874,0.1814,0.1959,1.8341
ALL,0.03248,0.7674,1.0,4.0704,0.01583,3.5805,1.0121,0.01234,0.01583,0.01498,0.01628,0.01769,0.7622,0.01628,0.003325,18.0848,0.008843,0.01215,0.0607,0.04415,0.008843,0.6749,0.1062,0.03001,0.01769,0.01129,17.6035,0.008512,7.4826,0.05775,34.7799,5.8321,0.2122,0.9176,0.2043,1.5716,0.06208,0.4857,1.2744,0.1632,0.1326,0.4565,0.008322,0.01895,0.007008,0.06208,0.007008,0.02682,0.007008,0.06627,0.007008,0.4759,78.2104,0.06755,1.8425,0.06913,0.2164,0.0627,0.9589,3.16,126.9935,0.02928,0.007008,0.6749,12.8547,368.1792,1.1538,0.007008,1.3624,0.00627,1.1282,1.0207,0.742,35.6086,0.01234,4.0941,11.1679,0.00265,0.007369,3.9452,106.2886,13.3307,3.0916,1.3375,0.1401,0.0418,0.08761,0.163,35.6086,0.511,16.3342,27.1776,0.0712,0.3209,0.3801,0.1362,7.1913,0.18,0.03839,0.5648,0.1401,3.6624,0.316,0.0814,1.0798,0.01341,0.0034,0.008843,0.03372,0.03106,0.4594,1.6347,0.03906,60.3106,0.03219,0.04117,0.9766,0.6564,8.9676,0.03316,0.07049,0.1148,3.9421,0.0866,0.01215,0.007008,109.3193,5.0949,0.1828,3.7689,0.2039,21.8239,0.1401,0.3023,0.1096,0.0308,0.02679,0.02024,0.1305,0.05993,0.01234,0.2593,20.4759,0.2601,31.2466,0.008843,0.3581,98.8025,0.03935,202.4061,1.0095,0.02285,5.4588,0.02388,0.006564,5.4588,0.9931,2.2054,0.1401,0.1499,1.4038
AMD,0.008004,0.188,0.2457,1.0,0.003901,0.8796,0.2484,0.00305,0.003901,0.003692,0.004022,0.004359,0.1871,0.004022,0.00081944,4.443,0.002179,0.003007,0.0149,0.01091,0.002179,0.1671,0.0261,0.006448,0.004359,0.0028,4.3248,0.002103,1.8471,0.0143,8.5378,1.4317,0.0523,0.2268,0.05048,0.3873,0.01534,0.1191,0.3127,0.04024,0.03269,0.1121,0.002057,0.00465,0.001733,0.01534,0.001733,0.006627,0.001733,0.01628,0.001733,0.1169,19.2144,0.01657,0.4526,0.01712,0.05309,0.0155,0.2356,0.7832,31.3682,0.007265,0.001733,0.1671,3.1581,91.0664,0.2852,0.001733,0.3341,0.001545,0.2789,0.2505,0.1832,8.7482,0.00305,1.0118,2.7704,0.000653,0.001816,0.973,26.0543,3.2854,0.7573,0.3284,0.03475,0.01027,0.0215,0.0402,8.7482,0.1255,4.0067,6.6769,0.01763,0.07885,0.09345,0.03345,1.7667,0.04449,0.009478,0.1388,0.03475,0.8989,0.07751,0.02017,0.2673,0.003313,0.00083796,0.002179,0.008276,0.007625,0.1136,0.4012,0.009654,14.7963,0.007933,0.01021,0.2411,0.1608,2.2031,0.008173,0.01724,0.02812,0.9685,0.02143,0.003007,0.001733,26.8571,1.2517,0.04491,0.9259,0.05039,5.3267,0.03475,0.07492,0.0271,0.00761,0.006586,0.00497,0.03244,0.0147,0.00305,0.06362,5.0304,0.06446,7.6765,0.002179,0.08812,24.4063,0.009698,49.6994,0.2474,0.005581,1.3491,0.005884,0.001606,1.3491,0.2454,0.5414,0.03475,0.03683,0.3449
ANG,2.0517,48.4803,63.1759,256.3398,1.0,227.6209,64.0029,0.7832,1.0,0.9466,1.0338,1.1173,47.9649,1.0338,0.2101,1133.7303,0.5587,0.7713,3.8342,2.7929,0.5587,42.7422,6.7327,1.6816,1.1173,0.7158,1112.7761,0.5406,473.4931,3.6698,2184.0382,368.8833,13.4078,58.2831,12.9716,99.2855,3.9434,30.6875,80.5122,10.333,8.3799,28.7863,0.5286,1.198,0.4451,3.9434,0.4451,1.6988,0.4451,4.2481,0.4451,30.0209,4933.2913,4.2657,116.2172,4.3855,13.6741,3.9825,60.3372,199.8034,8040.8407,1.8532,0.4451,42.7429,810.8407,23343.5122,72.8941,0.4451,86.2186,0.3961,71.6429,64.696,46.9594,2246.0879,0.7832,260.041,706.4811,0.1674,0.4655,249.8754,7123.8942,842.1788,193.2388,84.4993,8.878,2.6368,5.49,10.3075,2234.115,32.2262,1027.251,1714.2844,4.517,20.2443,23.7745,8.6015,455.3632,11.4036,2.4294,35.8654,8.878,231.5627,19.9667,5.2035,68.3876,0.8528,0.2148,0.5587,2.1354,1.9621,29.1289,103.3744,2.4824,3850.0741,2.0335,2.6113,62.0408,41.3629,575.4842,2.095,4.4112,7.2558,249.4398,5.4982,0.7713,0.4451,6895.5528,321.3724,11.5303,237.6364,12.95,1378.7782,8.878,19.204,6.9461,1.9501,1.6452,1.2737,8.2812,3.7831,0.7832,16.377,1297.2791,16.6118,1974.4453,0.5587,22.7218,6256.2191,2.4859,12809.8972,63.8756,1.4341,346.7213,1.5084,0.4147,346.7213,63.0757,139.3307,8.8781,9.4857,88.683
AOA,0.009014,0.2138,0.2793,1.1368,0.004393,1.0,0.2824,0.003389,0.004393,0.004179,0.004474,0.004909,0.2127,0.004474,0.00092283,5.051,0.002454,0.003389,0.01694,0.01227,0.002454,0.1878,0.02967,0.008414,0.004909,0.003095,4.9314,0.002335,2.0805,0.01581,9.7061,1.6276,0.0589,0.2522,0.057,0.4362,0.01707,0.1354,0.3555,0.04551,0.03682,0.1274,0.002288,0.005287,0.001925,0.01707,0.001925,0.00749,0.001925,0.01851,0.001925,0.1329,21.8437,0.01884,0.5146,0.01927,0.06035,0.01724,0.2678,0.8779,35.3314,0.008143,0.001925,0.1878,3.5903,102.8302,0.3203,0.001925,0.3798,0.00174,0.3089,0.2856,0.2072,9.9453,0.003389,1.1254,3.1043,0.00073539,0.002045,1.102,29.6196,3.6999,0.8609,0.3733,0.03845,0.01168,0.02451,0.04545,9.9453,0.1427,4.555,7.5905,0.01984,0.08964,0.1062,0.03803,2.0085,0.05011,0.01067,0.1592,0.03845,1.0249,0.08812,0.02254,0.3004,0.003747,0.00094369,0.002454,0.009408,0.008669,0.128,0.4561,0.0109,16.821,0.008934,0.01147,0.2725,0.1835,2.5046,0.009204,0.0196,0.03196,1.1054,0.02376,0.003389,0.001925,30.5322,1.423,0.05105,1.0526,0.05604,6.0556,0.03845,0.08438,0.03062,0.008602,0.007487,0.00565,0.03639,0.01671,0.003389,0.07233,5.7457,0.07299,8.727,0.002455,0.1002,27.5949,0.01092,56.5001,0.2813,0.006344,1.5005,0.006627,0.001822,1.5005,0.273,0.6155,0.03845,0.04187,0.3921
ARS,0.03206,0.7582,0.9881,4.0259,0.01562,3.5413,1.0,0.01219,0.01562,0.0148,0.01602,0.01746,0.7531,0.01602,0.003282,17.8869,0.008729,0.01199,0.05991,0.04347,0.008729,0.6661,0.105,0.02966,0.01746,0.01115,17.4109,0.008383,7.3779,0.0572,34.1247,5.7635,0.2095,0.9032,0.2012,1.5513,0.06111,0.4795,1.2592,0.1612,0.1309,0.4515,0.008191,0.01874,0.006915,0.06111,0.006915,0.02652,0.006915,0.06555,0.006915,0.4707,77.3547,0.06665,1.8223,0.06825,0.2139,0.06172,0.9484,3.0985,123.8639,0.02875,0.006915,0.6661,12.7141,364.1509,1.1319,0.006915,1.3462,0.006189,1.1106,1.0086,0.7338,35.219,0.01219,4.0297,10.9144,0.002615,0.007274,3.9063,105.0226,13.1584,3.0547,1.3216,0.1379,0.04135,0.08647,0.161,35.219,0.5054,16.1397,26.8802,0.07029,0.3174,0.3756,0.1346,7.1126,0.1774,0.03788,0.5586,0.1379,3.6188,0.3123,0.08038,1.0657,0.01324,0.003356,0.008729,0.0333,0.03069,0.4541,1.6152,0.0386,60.1531,0.03177,0.04051,0.9649,0.6476,8.8695,0.03273,0.06965,0.1135,3.899,0.08556,0.01199,0.006915,108.1232,5.0392,0.1808,3.7277,0.2007,21.5637,0.1379,0.2984,0.1084,0.03046,0.02647,0.02,0.1287,0.05921,0.01219,0.2558,20.2518,0.2553,30.9047,0.008729,0.355,97.7215,0.03855,199.9962,0.9975,0.02258,5.373,0.02357,0.006479,5.373,0.9775,2.1792,0.1379,0.1483,1.3885
AUD,2.6195,62.6053,81.0378,327.8219,1.2768,295.076,82.0567,1.0,1.2768,1.2135,1.3197,1.4266,61.1226,1.3196,0.2682,1447.5208,0.7133,0.9854,4.9098,3.5686,0.7133,54.596,8.6337,2.0196,1.4266,0.9148,1420.7774,0.69,605.4924,4.6812,2779.0284,472.9167,17.1187,74.4007,16.5753,126.7651,5.0339,39.3409,103.63,13.2283,10.6992,36.7534,0.6747,1.5317,0.5682,5.0339,0.5682,2.1799,0.5682,5.5604,0.5682,38.33,6298.7131,5.4634,148.3834,5.6013,17.6135,5.0839,77.0372,255.0223,10262.4559,2.3685,0.5682,54.5983,1035.2628,29968.7069,93.201,0.5682,110.9436,0.5057,91.4203,82.7169,60.2265,2867.7535,1.0,331.9525,902.2588,0.2137,0.5944,320.078,9467.992,1075.2714,246.7919,108.5971,11.339,3.3666,6.975,13.2262,2851.26,41.5093,1309.0529,2188.7589,5.7691,25.8475,30.2223,11.036,584.0395,14.5661,3.1051,45.4678,11.339,297.499,25.7282,6.6374,87.3536,1.0885,0.2743,0.7133,2.7296,2.521,37.1849,132.5415,3.1665,4985.9263,2.5963,3.3349,79.4214,52.8261,754.6157,2.6748,5.6235,9.392,318.4824,7.0216,0.9854,0.5682,8804.0835,410.3209,14.7216,302.5897,16.5312,1798.6391,11.339,24.5415,8.9142,2.5022,2.0386,1.6256,10.5697,4.875,1.0,20.9035,1655.9328,21.2522,2523.4306,0.7133,29.1507,8025.8711,3.1593,16412.6276,81.9165,1.8336,442.6034,1.9259,0.5309,442.6034,80.5186,179.0966,11.3389,12.1484,113.2284
AWG,2.0517,48.4803,63.1759,256.3398,1.0,227.6209,64.0029,0.7832,1.0,0.9466,1.0338,1.1173,47.9649,1.0338,0.2101,1133.7303,0.5587,0.7713,3.8342,2.7929,0.5587,42.7422,6.7327,1.6816,1.1173,0.7158,1112.7761,0.5406,473.4931,3.6698,2184.0382,368.8833,13.4078,58.2831,12.9716,99.2855,3.9434,30.6875,80.5122,10.333,8.3799,28.7863,0.5286,1.198,0.4451,3.9434,0.4451,1.6988,0.4451,4.2481,0.4451,30.0209,4933.2913,4.2657,116.2172,4.3855,13.6741,3.9825,60.3372,199.8034,8040.8407,1.8532,0.4451,42.7429,810.8407,23343.5122,72.8941,0.4451,86.2186,0.3961,71.6429,64.696,46.9594,2246.0879,0.7832,260.041,706.4811,0.1674,0.4655,249.8754,7123.8942,842.1788,193.2388,84.4993,8.878,2.6368,5.49,10.3075,2234.115,32.2262,1027.251,1714.2844,4.517,20.2443,23.7745,8.6015,455.3632,11.4036,2.4294,35.8654,8.878,231.5627,19.9667,5.2035,68.3876,0.8528,0.2148,0.5587,2.1354,1.9621,29.1289,103.3744,2.4824,3850.0741,2.0335,2.6113,62.0408,41.3629,575.4842,2.095,4.4112,7.2558,249.4398,5.4982,0.7713,0.4451,6895.5528,321.3724,11.5303,237.6364,12.95,1378.7782,8.878,19.204,6.9461,1.9501,1.6452,1.2737,8.2812,3.7831,0.7832,16.377,1297.2791,16.6118,1974.4453,0.5587,22.7218,6256.2191,2.4859,12809.8972,63.8756,1.4341,346.7213,1.5084,0.4147,346.7213,63.0757,139.3307,8.8781,9.4857,88.683
AZN,2.1675,51.2402,66.7735,270.8354,1.0565,239.2936,67.578,0.8241,1.0565,1.0,1.0866,1.1804,50.894,1.0866,0.2219,1208.6654,0.5902,0.8119,4.0532,2.9462,0.5902,45.0799,7.0932,1.856,1.1804,0.7558,1176.4998,0.5681,498.4707,3.8584,2322.3707,389.4296,14.1648,61.2586,13.6342,104.8907,4.1447,32.4347,85.0963,10.8992,8.853,30.5064,0.5556,1.265,0.4681,4.1447,0.4681,1.7958,0.4681,4.4291,0.4681,31.8085,5227.0541,4.5103,123.1376,4.6212,14.4526,4.1859,64.086,210.8832,8459.9856,1.9553,0.4681,45.0801,859.1238,24682.7624,76.8456,0.4681,90.9702,0.4185,75.3202,68.1559,49.6196,2379.8358,0.8241,273.3165,745.7261,0.1768,0.4918,263.4074,7097.2177,889.7243,206.4327,89.3108,9.3557,2.7938,5.8502,10.8894,2379.8358,34.1526,1090.6855,1816.3649,4.7598,21.4498,25.3821,9.0929,480.6154,11.9881,2.5575,37.7467,9.3557,244.5481,21.1035,5.445,72.1279,0.8952,0.2269,0.5902,2.2513,2.0738,30.6051,109.1562,2.6131,4027.1343,2.1483,2.7487,65.2878,43.8258,599.3336,2.2132,4.707,7.6689,263.4646,5.7873,0.8119,0.4681,7306.1625,340.5091,12.2169,251.888,13.6112,1457.2331,9.3557,20.1407,7.3384,2.0611,1.7891,1.3517,8.7273,4.0015,0.8241,17.3118,1368.468,17.3611,2088.3106,0.5902,23.9097,6611.9005,2.6262,13515.338,67.4098,1.5257,364.422,1.5935,0.4381,364.422,66.2958,147.2642,9.3557,10.0204,93.8237
