,beneficio %,rutas
0,0.003832999999953124,"['EUR', 'PKR', 'EUR']"
1,0.161449744219988,"['EUR', 'TOP', 'NAD', 'EUR']"
2,0.00481919999997249,"['EUR', 'BWP', 'EUR']"
3,0.122861327359991,"['EUR', 'NZD', 'MKD', 'EUR']"
4,0.00553326080003913,"['EUR', 'PYG', 'EUR']"
5,0.1687107361600049,"['EUR', 'BBD', 'MVR', 'EUR']"
6,0.006400000000006401,"['EUR', 'KWD', 'EUR']"
7,0.009040399999982185,"['EUR', 'CUP', 'EUR']"
8,0.03916999999997728,"['EUR', 'WST', 'EUR']"
9,0.01313000000000564,"['EUR', 'ILS', 'EUR']"
10,0.1184824880000157,"['EUR', 'ANG', 'BRL', 'EUR']"
11,3.853962298240021,"['EUR', 'KGS', 'MUR', 'EUR']"
12,0.003944258240018428,"['EUR', 'GYD', 'CVE', 'EUR']"
13,0.003404000000006846,"['EUR', 'JOD', 'EUR']"
14,0.002403169999976029,"['EUR', 'LKR', 'EUR']"
15,0.008931500000008974,"['EUR', 'EGP', 'EUR']"
16,0.0002160000000639428,"['EUR', 'XPF', 'EUR']"
17,5.400000000488347e-05,"['EUR', 'BGN', 'EUR']"
18,0.2227839999999981,"['EUR', 'TND', 'EUR']"
19,1.819077245503986,"['EUR', 'RWF', 'BWP', 'EUR']"
20,0.005737259999949451,"['EUR', 'LRD', 'EUR']"
21,0.2499448540400184,"['EUR', 'MDL', 'HTG', 'EUR']"
22,0.003380000000019479,"['EUR', 'SCR', 'EUR']"
23,0.008833399999996772,"['EUR', 'HTG', 'EUR']"
24,1.069502494400032,"['EUR', 'BHD', 'MAD', 'EUR']"
25,0.010880000000002,"['EUR', 'BRL', 'EUR']"
26,0.08144559511999994,"['EUR', 'SEK', 'BWP', 'EUR']"
27,0.1419233750000082,"['EUR', 'SBD', 'KID', 'EUR']"
28,0.002343205599975029,"['EUR', 'MNT', 'EUR']"
29,0.03424300000001157,"['EUR', 'HKD', 'EUR']"
30,0.09609999999999896,"['EUR', 'RUB', 'EUR']"
31,0.001664699999981423,"['EUR', 'MRU', 'EUR']"
32,0.813716479999993,"['EUR', 'ZMW', 'BDT', 'EUR']"
33,0.09089457180002647,"['EUR', 'BSD', 'BTN', 'EUR']"
34,0.09197997020002902,"['EUR', 'NAD', 'YER', 'EUR']"
35,0.07347250451581466,"['EUR', 'GNF', 'MKD', 'EUR']"
36,0.005836399999958886,"['EUR', 'CRC', 'EUR']"
37,0.006919999999999149,"['EUR', 'TVD', 'EUR']"
38,0.4342653774800365,"['EUR', 'TWD', 'MZN', 'EUR']"
39,0.0001493400000551759,"['EUR', 'SDG', 'EUR']"
40,0.02298000000000577,"['EUR', 'XAF', 'UGX']"
41,0.006658204250009625,"['EUR', 'KZT', 'HRK', 'EUR']"
42,0.6213217587199837,"['EUR', 'ETB', 'ERN', 'EUR']"
43,0.003215000000000856,"['EUR', 'PEN', 'EUR']"
44,0.01088900000001392,"['EUR', 'DKK', 'MDL']"
45,0.7276998500000076,"['EUR', 'ANG', 'SBD', 'EUR']"
46,0.04944785079998848,"['EUR', 'XAF', 'GHS', 'EUR']"
47,0.001720940000038418,"['EUR', 'DJF', 'EUR']"
48,0.002999099999989596,"['EUR', 'TJS', 'EUR']"
49,0.01530200000003923,"['EUR', 'MOP', 'EUR']"
50,0.319456178699884,"['EUR', 'LAK', 'EUR']"
51,3.371271145999999,"['EUR', 'TTD', 'WST', 'EUR']"
52,0.1247582167999806,"['EUR', 'ZMW', 'NZD', 'EUR']"
53,0.01248650000003071,"['EUR', 'UYU', 'EUR']"
54,0.01172334400001418,"['EUR', 'VND', 'EUR']"
55,1.386101534550654,"['EUR', 'SLL', 'SSP', 'CNY', 'EUR']"
56,0.1359054258639691,"['EUR', 'NGN', 'NIO', 'EUR']"
57,0.3079748594648768,"['EUR', 'TMT', 'IDR', 'EUR']"
58,0.1069526256800346,"['EUR', 'BHD', 'RSD', 'EUR']"
59,0.01705373999998372,"['EUR', 'KMF', 'EUR']"
60,0.02880601999994958,"['EUR', 'HUF', 'EUR']"
61,0.5268464251999783,"['EUR', 'AFN', 'PEN', 'EUR']"
62,0.02024999999998833,"['EUR', 'LYD', 'EUR']"
63,0.03295329999999375,"['EUR', 'MUR', 'EUR']"
64,0.002711999999993608,"['EUR', 'SGD', 'EUR']"
65,0.0002999359999922291,"['EUR', 'LBP', 'EUR']"
66,0.005992700000034823,"['EUR', 'ERN', 'EUR']"
67,0.00170767999998489,"['EUR', 'VUV', 'EUR']"
68,0.004606280000030161,"['EUR', 'UGX', 'FOK']"
69,3.323509280000003,"['EUR', 'ANG', 'TND', 'EUR']"
70,0.06643751745998294,"['EUR', 'TMT', 'SRD', 'EUR']"
71,0.2743041445311123,"['EUR', 'SYP', 'IMP', 'EUR']"
72,0.02136359999995729,"['EUR', 'AOA', 'EUR']"
73,0.3378857778199906,"['EUR', 'GGP', 'MKD', 'EUR']"
74,3.504880006222066e-05,"['EUR', 'IQD', 'EUR']"
75,0.04581637700002972,"['EUR', 'USD', 'TMT', 'EUR']"
76,0.008624600000017857,"['EUR', 'BDT', 'EUR']"
77,0.03429039999995886,"['EUR', 'CLP', 'EUR']"
78,0.262322113799951,"['EUR', 'NIO', 'GBP', 'EUR']"
79,0.02480699999998226,"['EUR', 'VES', 'EUR']"
80,0.02831954120001701,"['EUR', 'FOK', 'QAR', 'EUR']"
81,0.033426328000008,"['EUR', 'LSL', 'SHP', 'EUR']"
82,0.0326829996837974,"['EUR', 'PAB', 'UGX', 'EUR']"
83,0.007015298399992709,"['EUR', 'BSD', 'GIP', 'EUR']"
84,0.0004764999999684605,"['EUR', 'CVE', 'XCD']"
85,0.003815999999989828,"['EUR', 'RON', 'EUR']"
86,0.02573900000004681,"['EUR', 'BTN', 'EUR']"
87,0.009204093199999264,"['EUR', 'IDR', 'EUR']"
88,0.01302013295003679,"['EUR', 'SEK', 'ERN', 'EUR']"
89,0.005868940000008926,"['EUR', 'NPR', 'EUR']"
90,0.1946405989599942,"['EUR', 'NZD', 'HRK', 'TWD']"
91,1.262443999999996,"['EUR', 'BYN', 'EUR']"
92,0.1511990934319751,"['EUR', 'SSP', 'NOK', 'EUR']"
93,0.0316547667440048,"['EUR', 'TOP', 'RSD', 'EUR']"
94,0.09411280880007311,"['EUR', 'DKK', 'BTN', 'EUR']"
95,0.0002243599999784962,"['EUR', 'RSD', 'EUR']"
96,0.2177259948800359,"['EUR', 'MWK', 'AUD', 'EUR']"
97,2.246376611600009,"['EUR', 'TTD', 'HKD', 'EUR']"
98,0.1825893734400008,"['EUR', 'CZK', 'PKR', 'EUR']"
99,0.001192255999993286,"['EUR', 'MGA', 'EUR']"
100,0.0005426798000307542,"['EUR', 'CDF', 'EUR']"
101,0.1329620706499668,"['EUR', 'MWK', 'AED', 'EUR']"
102,0.3461313532325372,"['EUR', 'SEK', 'JMD', 'GGP', 'EUR']"
103,0.0048000000000048,"['EUR', 'CNY', 'EUR']"
104,0.00581999999997862,"['EUR', 'ZAR', 'EUR']"
105,0.2234401531999719,"['EUR', 'RWF', 'KID', 'EUR']"
106,0.1030877011999998,"['EUR', 'UAH', 'NOK', 'EUR']"
107,0.2101276115999973,"['EUR', 'CHF', 'BWP', 'EUR']"
108,0.01098429160000247,"['EUR', 'GIP', 'CHF', 'EUR']"
109,0.007383792800008671,"['EUR', 'CHF', 'BHD', 'EUR']"
110,0.01412261600004516,"['EUR', 'NAD', 'SEK', 'EUR']"
111,0.003102510799957159,"['EUR', 'AWG', 'SLL']"
112,0.0007066825000290322,"['EUR', 'KHR', 'EUR']"
113,0.02828000000008046,"['EUR', 'INR', 'EUR']"
114,3.985695475200068,"['EUR', 'KGS', 'PGK', 'EUR']"
115,7.405264729726557,"['EUR', 'UGX', 'SYP', 'TND', 'EUR']"
116,0.1299586834399902,"['EUR', 'HNL', 'MXN', 'EUR']"
117,1.928701497188023,"['EUR', 'MYR', 'GNF', 'BIF', 'EUR']"
118,0.01878109999999822,"['EUR', 'THB', 'EUR']"
119,0.001927999999984387,"['EUR', 'NOK', 'EUR']"
120,0.009000000000014552,"['EUR', 'STN', 'EUR']"
121,0.0006623936000815789,"['EUR', 'COP', 'EUR']"
122,0.1370487957646827,"['EUR', 'RWF', 'JEP', 'EUR']"
123,0.005889199999975503,"['EUR', 'ARS', 'EUR']"
124,0.01474599999997661,"['EUR', 'GHS', 'EUR']"
125,0.01717786053487824,"['EUR', 'FOK', 'KYD', 'IMP', 'EUR']"
126,0.0003865162400140676,"['EUR', 'AWG', 'XPF', 'EUR']"
127,0.08675742199999448,"['EUR', 'PLN', 'FKP', 'EUR']"
128,0.00859075999999348,"['EUR', 'CVE', 'TVD', 'EUR']"
129,0.10473829848201,"['EUR', 'SYP', 'SEK', 'EUR']"
130,0.01415449800001856,"['EUR', 'SZL', 'JOD', 'EUR']"
131,0.08509538402594607,"['EUR', 'MWK', 'ARS', 'EUR']"
132,0.09892370200004219,"['EUR', 'LSL', 'AFN', 'EUR']"
133,0.1178758854399442,"['EUR', 'ISK', 'MXN', 'EUR']"
134,0.6895796847290026,"['EUR', 'SAR', 'SSP', 'EUR']"
135,0.667701263360021,"['EUR', 'ETB', 'UAH', 'EUR']"
136,8.16769779000004,"['EUR', 'BMD', 'BYN', 'EUR']"
137,0.06982881777433114,"['EUR', 'TZS', 'LSL', 'EUR']"
138,0.006988250000006246,"['EUR', 'DZD', 'EUR']"
139,0.2119943084000209,"['EUR', 'JPY', 'BWP', 'EUR']"
140,0.007594999999982477,"['EUR', 'MKD', 'EUR']"
141,2.822805003539441,"['EUR', 'KGS', 'ETB', 'XDR', 'EUR']"
142,4.134539113991376,"['EUR', 'RWF', 'COP', 'EUR']"
143,0.08275962079997701,"['EUR', 'GIP', 'BTN', 'EUR']"
144,24.4846876635,"['EUR', 'MXN', 'BYN', 'EUR']"
145,0.0006929339600558748,"['EUR', 'FOK', 'SDG', 'EUR']"
146,0.04246811873598322,"['EUR', 'DOP', 'ISK', 'EUR']"
147,0.8676242112000132,"['EUR', 'KGS', 'MXN', 'EUR']"
148,0.05242332680002182,"['EUR', 'AWG', 'TMT', 'EUR']"
149,0.00279618895993039,"['EUR', 'XAF', 'XCD', 'EUR']"
150,0.001077100000101971,"['EUR', 'UZS', 'EUR']"
151,0.02468329000007152,"['EUR', 'AMD', 'EUR']"
152,0.03534477529996138,"['EUR', 'XAF', 'GTQ', 'EUR']"
153,0.3600661296640606,"['EUR', 'KGS', 'GIP', 'EUR']"
154,0.1148114737799855,"['EUR', 'BSD', 'MKD', 'EUR']"
155,0.1967389141599662,"['EUR', 'YER', 'AZN', 'EUR']"
156,0.01765599999998813,"['EUR', 'QAR', 'EUR']"
157,0.03820267716003745,"['EUR', 'BBD', 'UAH', 'EUR']"
158,0.389960747582152,"['EUR', 'SLL', 'HTG', 'EUR']"
159,0.003304768672451885,"['EUR', 'DKK', 'BHD', 'GGP', 'EUR']"
160,0.001726559700010455,"['EUR', 'KRW', 'EUR']"
161,0.04882652160000944,"['EUR', 'HNL', 'RON', 'EUR']"
162,0.001246760639972422,"['EUR', 'ISK', 'BAM', 'EUR']"
163,0.003219260000020263,"['EUR', 'ALL', 'EUR']"
164,0.1660651474358898,"['EUR', 'SYP', 'CAD', 'EUR']"
165,0.02731700000000448,"['EUR', 'DKK', 'ETB']"
166,11.8455832894399,"['EUR', 'ZWL', 'OMR', 'EUR']"
167,0.2592295569279424,"['EUR', 'NGN', 'GBP', 'EUR']"
168,0.8512384104624848,"['EUR', 'SLL', 'MMK', 'EUR']"
169,0.001705965199993997,"['EUR', 'MMK', 'EUR']"
170,0.2081398897084252,"['EUR', 'UGX', 'KID', 'EUR']"
171,0.7534422040250677,"['EUR', 'BOB', 'UZS', 'EUR']"
172,0.01264349999994252,"['EUR', 'PHP', 'EUR']"
173,0.1946962249999906,"['EUR', 'BOB', 'ILS', 'EUR']"
