,beneficio %,rutas
0,0.01307384120001753,"['EUR', 'JOD', 'CHF', 'EUR']"
1,0.001127999999961382,"['EUR', 'ERN', 'EUR']"
2,0.01318789029884915,"['EUR', 'IQD', 'CHF', 'EUR']"
3,0.001147279999957895,"['EUR', 'DZD', 'EUR']"
4,0.5458349999999834,"['EUR', 'BYN', 'EUR']"
5,0.004150979600003879,"['EUR', 'GNF', 'EUR']"
6,0.6511667665000331,"['EUR', 'MOP', 'BYN', 'EUR']"
7,0.003458000000011729,"['EUR', 'BND', 'EUR']"
8,0.1808400000000043,"['EUR', 'TND', 'EUR']"
9,0.007925366600014527,"['EUR', 'OMR', 'KID', 'EUR']"
10,0.005615000000003256,"['EUR', 'PAB', 'EUR']"
11,0.004011148200033787,"['EUR', 'MGA', 'EUR']"
12,0.005684999999999718,"['EUR', 'NZD', 'EUR']"
13,0.004704441600078546,"['EUR', 'SLL', 'EUR']"
14,0.2746179079999855,"['EUR', 'GYD', 'TOP', 'EUR']"
15,0.002469513100056275,"['EUR', 'COP', 'EUR']"
16,0.4142919791424671,"['EUR', 'OMR', 'IDR', 'EUR']"
17,0.007961949999968354,"['EUR', 'JPY', 'EUR']"
18,0.01633873000006503,"['EUR', 'SYP', 'FOK']"
19,2.000000010049519e-06,"['EUR', 'XCD', 'EUR']"
20,0.003903799999971369,"['EUR', 'ZWL', 'EUR']"
21,0.001699999999993373,"['EUR', 'TOP', 'EUR']"
22,0.1455885603371287,"['EUR', 'XDR', 'TZS', 'EUR']"
23,0.0002079999999793358,"['EUR', 'WST', 'EUR']"
24,0.1033076264780552,"['EUR', 'TZS', 'BRL', 'EUR']"
25,0.007500000000004725,"['EUR', 'PGK', 'EUR']"
26,0.001005199999992712,"['EUR', 'MDL', 'EUR']"
27,0.004421056984571514,"['EUR', 'FOK', 'GNF', 'EUR']"
28,0.02199808999994168,"['EUR', 'LKR', 'EUR']"
29,0.1715418997999985,"['EUR', 'LAK', 'EUR']"
30,0.007594999999982477,"['EUR', 'MKD', 'EUR']"
31,0.7109682848500443,"['EUR', 'JMD', 'NAD', 'EUR']"
32,0.003212000000019088,"['EUR', 'FJD', 'EUR']"
33,0.1854915942399726,"['EUR', 'INR', 'JEP', 'EUR']"
34,0.001562000000010499,"['EUR', 'CHF', 'EUR']"
35,0.007726000000007893,"['EUR', 'MUR', 'EUR']"
36,0.003049599799997971,"['EUR', 'KRW', 'EUR']"
37,0.01616919999996025,"['EUR', 'THB', 'EUR']"
38,0.01775056294797128,"['EUR', 'ALL', 'KMF', 'EUR']"
39,0.254347777999997,"['EUR', 'TMT', 'NOK', 'EUR']"
40,0.0009032000000797069,"['EUR', 'ARS', 'EUR']"
41,0.01903494176003218,"['EUR', 'SOS', 'ARS', 'EUR']"
42,0.008487800000023249,"['EUR', 'TRY', 'EUR']"
43,0.03343000000000096,"['EUR', 'CNY', 'EUR']"
44,0.01062048824005402,"['EUR', 'FOK', 'NGN', 'EUR']"
45,0.005647556556032107,"['EUR', 'IRR', 'CVE', 'EUR']"
46,0.0001600000000046009,"['EUR', 'GGP', 'EUR']"
47,0.02158400000000782,"['EUR', 'RON', 'EUR']"
48,0.007615999999988077,"['EUR', 'MVR', 'EUR']"
49,0.02091449999996886,"['EUR', 'KGS', 'EUR']"
50,0.003588999999992737,"['EUR', 'NIO', 'EUR']"
51,0.2492224947200139,"['EUR', 'INR', 'UAH', 'EUR']"
52,0.0198067399999502,"['EUR', 'GMD', 'BSD', 'EUR']"
53,0.5243631503999868,"['EUR', 'KES', 'KWD', 'EUR']"
54,0.01705373999998372,"['EUR', 'KMF', 'EUR']"
55,0.001128000000005791,"['EUR', 'SAR', 'EUR']"
56,0.4919595549922828,"['EUR', 'AFN', 'VND', 'EUR']"
57,0.08721437161436363,"['EUR', 'TZS', 'TVD', 'EUR']"
58,0.02888800000000469,"['EUR', 'GHS', 'EUR']"
59,0.003021485000020974,"['EUR', 'MMK', 'EUR']"
60,0.006914600000040849,"['EUR', 'AOA', 'EUR']"
61,0.009812830599997824,"['EUR', 'ANG', 'AUD', 'EUR']"
62,0.005183999999980315,"['EUR', 'DJF', 'XAF']"
63,0.01336800000000249,"['EUR', 'VES', 'EUR']"
64,0.01144999999997953,"['EUR', 'HKD', 'EUR']"
65,1.428868971359987,"['EUR', 'AFN', 'MXN', 'EUR']"
66,0.4050661400799571,"['EUR', 'NPR', 'GTQ', 'EUR']"
67,0.0004742000000002022,"['EUR', 'EGP', 'EUR']"
68,0.0002160000000639428,"['EUR', 'XPF', 'EUR']"
69,0.0003732139999934603,"['EUR', 'BIF', 'EUR']"
70,5.400000000488347e-05,"['EUR', 'BAM', 'EUR']"
71,0.002361999999989095,"['EUR', 'AUD', 'EUR']"
72,0.03008600000000694,"['EUR', 'GTQ', 'EUR']"
73,0.1035993776000277,"['EUR', 'CUP', 'UAH', 'EUR']"
74,0.007513399999958814,"['EUR', 'LSL', 'EUR']"
75,0.1360756963499243,"['EUR', 'DJF', 'MWK', 'EUR']"
76,0.001696725398803167,"['EUR', 'TZS', 'BGN', 'EUR']"
77,0.03361905063994364,"['EUR', 'DJF', 'THB', 'EUR']"
78,0.03655291229602842,"['EUR', 'BWP', 'CVE', 'UAH', 'EUR']"
79,0.3824521150199489,"['EUR', 'ALL', 'KWD', 'EUR']"
80,0.02257999999997207,"['EUR', 'ILS', 'EUR']"
81,0.00303200000000281,"['EUR', 'AZN', 'EUR']"
